Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,235.0,1.7,3.7,370000.0,100000.0,7089.45,9209.89,0.713
1,3.0,64.0,6.0,8.2,640000.0,6400.0,29106.2,46.49,0.58
2,3.0,670.0,6.0,300.0,700000.0,1000.0,94179.67,128.02,0.29
3,3.0,10000.0,1.5,4.0,700000.0,7000.0,42038.12,15802.98,0.645
4,1.0,527.5,2.0,300.0,2000000.0,100000.0,9982.31,9956.62,0.707
5,3.0,1000.0,2.67,300.0,2000000.0,7000.0,104897.33,2691.7,0.251
6,3.0,442.0,1.4,120.0,10000000.0,4600.0,19472.32,5668.35,0.638
7,1.0,424.0,15.0,4.6,460000.0,100000.0,48169.2,53.45,0.495
8,1.0,602.5,2.0,300.0,400000.0,4750.0,29192.63,2592.32,0.583
9,3.0,32.5,9.0,5.5,550000.0,100000.0,22530.0,29.91,0.61
10,3.0,178.75,2.0,60.0,775000.0,4375.0,17064.11,1058.04,0.635
11,1.0,370.0,9.0,60.0,10000000.0,100000.0,48288.33,45.42,0.495
12,3.0,752.5,18.0,7.75,2000000.0,7750.0,90887.0,176.5,0.305
13,3.0,505.0,12.0,120.0,775000.0,7750.0,70176.5,100.51,0.397
14,3.0,10000.0,2.25,60.0,775000.0,7750.0,69456.5,7590.1,0.44
15,1.0,70.0,6.0,60.0,2000000.0,7000.0,36378.33,14.47,0.548
16,1.0,442.69,1.96,5.15,446153.85,5846.15,19946.98,1713.82,0.623
17,3.0,820.0,1.8,120.0,640000.0,100000.0,27314.6,12457.91,0.659
18,1.0,10000.0,18.0,5.5,1000000.0,5500.0,159250.0,449.18,0.011
19,3.0,393.68,1.95,4.79,478947.37,5263.16,33920.35,1050.29,0.559
20,1.0,32.5,2.0,60.0,1000000.0,1000.0,26155.25,15.04,0.594
21,1.0,10000.0,1.67,120.0,10000000.0,7000.0,4725.8,24909.67,0.911
22,3.0,340.0,15.0,7.0,10000000.0,100000.0,43632.33,105.71,0.516
