Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,442.0,15.0,4.6,10000000.0,8200.0,61337.82,158.4,0.014
1,1.0,1000.0,2.2,6.4,460000.0,100000.0,28965.23,9719.37,0.543
2,3.0,370.0,15.0,120.0,10000000.0,4000.0,51267.33,161.4,0.138
3,3.0,100.0,12.0,60.0,400000.0,4000.0,37114.0,66.51,0.313
4,3.0,370.0,12.0,120.0,2000000.0,7000.0,60683.67,94.59,0.021
5,1.0,40.0,1.33,300.0,400000.0,10000.0,9629.23,56.43,0.653
6,1.0,262.0,1.4,60.0,820000.0,10000.0,5228.3,4045.32,0.722
7,1.0,10000.0,2.33,7.0,400000.0,100000.0,44900.43,19542.26,0.739
8,1.0,1000.0,2.67,7.0,10000000.0,7000.0,47294.1,2105.02,0.201
9,3.0,10000.0,1.0,4.0,400000.0,100000.0,6761.7,17584.67,0.937
10,1.0,1000.0,18.0,4.0,400000.0,10000.0,62382.0,123.9,0.004
11,3.0,370.0,2.0,7.0,2000000.0,4000.0,31711.53,442.78,0.38
12,1.0,55.0,1.75,3.25,550000.0,7750.0,6625.47,85.03,0.69
13,3.0,40.0,9.0,120.0,100000.0,7000.0,24131.0,33.06,0.473
14,3.0,10.0,15.0,1.0,400000.0,4000.0,10993.2,23.02,0.636
15,3.0,40.0,9.0,1.0,700000.0,4000.0,23268.0,32.14,0.484
16,1.0,670.0,15.0,1.0,2000000.0,7000.0,52984.33,81.57,0.116
17,1.0,302.5,6.0,3.25,325000.0,3250.0,47388.0,31.93,0.186
18,3.0,70.0,18.0,4.0,10000000.0,4000.0,24219.33,344.95,0.472
