Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,226.0,12.0,6.4,2000000.0,2800.0,42725.6,30.39,0.412
1,1.0,442.0,6.0,6.4,640000.0,100000.0,52497.6,44.39,0.344
2,1.0,46.0,18.0,4.6,2000000.0,6400.0,30744.8,17.02,0.496
3,1.0,550.0,6.0,4.0,400000.0,4000.0,57000.67,56.18,0.312
4,1.0,406.0,15.0,6.4,460000.0,10000.0,46540.8,50.06,0.385
5,3.0,550.0,1.25,300.0,2000000.0,7750.0,15529.3,9670.65,0.679
6,1.0,370.0,15.0,60.0,1000000.0,7000.0,45865.33,44.71,0.39
7,3.0,70.0,15.0,4.0,100000.0,100000.0,29421.67,50.83,0.505
8,3.0,700.0,18.0,60.0,400000.0,100000.0,90284.0,168.27,0.079
9,1.0,670.0,18.0,60.0,400000.0,10000.0,54225.33,86.21,0.332
10,3.0,220.0,1.33,5.5,400000.0,100000.0,2923.1,13281.05,0.813
11,1.0,370.0,3.0,120.0,10000000.0,4000.0,49165.33,39.33,0.367
12,3.0,10000.0,2.2,300.0,10000000.0,6400.0,96607.06,7632.92,0.249
13,3.0,202.86,2.14,60.0,614285.71,7428.57,14028.6,4481.16,0.63
14,1.0,385.0,2.5,60.0,550000.0,100000.0,24952.33,1519.67,0.539
15,1.0,340.0,3.0,60.0,100000.0,4000.0,48947.0,32.99,0.369
16,1.0,700.0,6.0,60.0,10000000.0,4000.0,61298.33,87.35,0.282
17,1.0,40.0,6.0,300.0,10000000.0,4000.0,36473.67,9.43,0.456
18,1.0,280.0,15.0,5.5,10000000.0,100000.0,33548.0,42.03,0.476
19,1.0,331.43,9.0,120.0,357142.86,3571.43,48416.43,33.47,0.372
20,1.0,302.5,12.0,5.5,550000.0,10000.0,47514.0,35.46,0.379
21,1.0,230.91,2.45,3.45,427272.73,4272.73,40935.73,29.31,0.425
22,1.0,1000.0,18.0,1.0,700000.0,7000.0,61093.67,125.69,0.283
23,3.0,40.0,15.0,10.0,10000000.0,4000.0,20173.33,49.3,0.57
24,3.0,70.0,2.0,120.0,2000000.0,4000.0,15978.0,364.98,0.6
25,3.0,64.0,1.6,300.0,100000.0,4600.0,11924.23,857.21,0.629
26,1.0,235.0,1.33,8.5,2000000.0,4000.0,13834.07,599.33,0.615
27,1.0,370.0,15.0,4.0,10000000.0,7000.0,33942.33,78.42,0.474
28,1.0,527.5,6.0,5.5,10000000.0,3250.0,52255.75,64.41,0.345
29,3.0,403.75,2.5,5.5,775000.0,2125.0,39380.11,653.76,0.436
30,3.0,340.0,6.0,300.0,2000000.0,4000.0,55390.67,73.28,0.323
31,3.0,535.0,1.67,4.0,10000000.0,4000.0,24458.03,6228.43,0.576
32,1.0,505.0,12.0,60.0,10000000.0,5500.0,48866.0,67.59,0.369
33,1.0,280.0,12.0,5.5,10000000.0,7750.0,37507.0,48.57,0.449
34,3.0,535.0,9.0,5.5,400000.0,5500.0,81244.33,117.2,0.142
