Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,2.0,6.0,5334000.0,512.0,16847.0,58.56,0.113
1,2.0,6.0,1.8,3620400.0,512.0,10991.32,179.06,0.562
2,3.0,2.0,6.0,5596666.67,1024.0,14221.67,211.07,0.432
3,2.0,1.0,1.6,3462800.0,512.0,9955.46,208.89,0.652
4,1.0,1.0,2.2,1572800.0,2048.0,11241.74,88.51,0.488
5,1.0,6.0,2.25,3018500.0,1024.0,11838.0,81.11,0.447
6,3.0,3.0,2.5,4460000.0,512.0,12693.5,236.03,0.54
7,1.0,2.0,1.25,1900500.0,512.0,8633.75,118.2,0.668
8,3.0,1.0,1.0,3937333.33,512.0,7856.1,391.96,1.0
9,1.0,3.0,6.0,4263000.0,2048.0,12297.75,76.34,0.415
10,3.0,6.0,12.0,2184000.0,1024.0,18561.33,167.48,0.231
11,2.0,6.0,1.83,3060666.67,2048.0,10670.82,182.31,0.584
12,1.0,1.0,6.0,2184000.0,512.0,13966.67,70.6,0.305
13,2.0,3.0,1.86,2660857.14,512.0,10756.36,185.07,0.581
14,1.0,3.0,12.0,4263000.0,2048.0,12741.75,74.51,0.386
15,2.0,3.0,12.0,5596666.67,1024.0,14756.0,133.17,0.297
16,1.0,2.0,2.17,4767000.0,1024.0,11728.48,86.5,0.455
17,3.0,3.0,1.8,4514800.0,1024.0,10606.84,298.41,0.731
18,3.0,6.0,1.67,3580666.67,512.0,10498.27,291.94,0.727
19,3.0,2.0,12.0,5596666.67,2048.0,15851.0,192.45,0.336
20,3.0,1.0,6.0,2184000.0,1024.0,11794.67,254.99,0.611
21,1.0,3.0,1.25,3018500.0,512.0,9156.27,106.78,0.63
22,2.0,6.0,9.0,3937333.33,512.0,14295.33,142.31,0.333
23,2.0,1.0,12.0,5596666.67,1024.0,14047.67,137.94,0.342
24,1.0,2.0,2.17,5512333.33,2048.0,11626.72,87.24,0.462
25,2.0,2.0,9.0,2184000.0,2048.0,13774.67,145.3,0.366
26,3.0,2.0,1.5,4263000.0,2048.0,9963.4,318.75,0.792
27,3.0,3.0,9.0,5334000.0,512.0,16571.33,187.68,0.304
28,3.0,2.0,2.0,4458400.0,512.0,11121.62,282.18,0.683
29,3.0,1.0,2.2,2467200.0,2048.0,10868.06,287.92,0.703
30,3.0,3.0,1.75,4066000.0,2048.0,10833.25,284.15,0.7
31,3.0,6.0,1.83,3759000.0,1024.0,10779.85,294.44,0.717
32,2.0,3.0,6.0,5596666.67,2048.0,13101.67,154.68,0.414
33,2.0,2.0,1.67,5596666.67,2048.0,10931.07,190.44,0.576
34,2.0,1.0,6.0,3937333.33,1024.0,12857.0,153.09,0.427
35,1.0,3.0,2.0,105000000.0,512.0,10817.63,91.8,0.516
36,2.0,3.0,2.25,6625500.0,1024.0,11611.75,171.84,0.518
37,2.0,2.0,2.33,3674666.67,512.0,12333.33,164.89,0.469
38,2.0,1.0,2.67,8746666.67,2048.0,12163.33,163.37,0.478
