Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,6.0,1.83,5596666.67,2048.0,10752.2,91.25,0.601
1,1.0,6.0,2.75,3215500.0,512.0,12360.5,79.18,0.49
2,1.0,2.0,9.0,5334000.0,512.0,19245.67,51.7,0.023
3,2.0,6.0,2.0,2624800.0,512.0,10986.64,178.47,0.655
4,2.0,6.0,12.0,3937333.33,1024.0,15585.0,127.96,0.328
5,3.0,2.0,2.0,7171666.67,2048.0,10870.33,291.66,0.825
6,3.0,2.0,1.33,524666.67,512.0,9254.6,338.91,0.983
7,3.0,3.0,1.5,5381000.0,1024.0,9874.8,314.78,0.912
8,1.0,1.0,2.17,2929333.33,1024.0,11168.38,89.27,0.572
9,2.0,1.0,1.5,2751000.0,2048.0,9733.5,213.25,0.769
10,2.0,6.0,1.83,2929333.33,1024.0,10882.47,183.07,0.666
11,3.0,6.0,2.8,3620400.0,1024.0,13399.0,224.76,0.591
12,2.0,2.0,2.14,4834571.43,1024.0,11135.93,187.54,0.657
13,3.0,3.0,6.0,3937333.33,2048.0,15413.67,200.74,0.459
14,2.0,1.0,9.0,5334000.0,512.0,13530.67,146.15,0.468
15,1.0,6.0,9.0,2184000.0,2048.0,13840.67,69.17,0.388
16,1.0,3.0,2.0,4616000.0,512.0,11097.16,87.54,0.576
17,1.0,6.0,12.0,5596666.67,2048.0,14095.33,66.74,0.37
18,1.0,6.0,2.17,4504333.33,1024.0,11380.17,85.69,0.557
19,2.0,3.0,3.0,3937333.33,1024.0,11660.33,169.28,0.604
20,1.0,2.0,9.0,5334000.0,2048.0,19588.33,50.13,0.0
21,2.0,1.0,1.33,7350000.0,1024.0,9231.93,225.02,0.812
22,3.0,3.0,2.25,3018500.0,2048.0,11940.75,263.9,0.727
23,3.0,6.0,1.75,4263000.0,2048.0,10930.0,283.44,0.809
24,1.0,3.0,1.33,787333.33,1024.0,9489.77,102.64,0.689
25,1.0,2.0,1.75,6822500.0,2048.0,10385.83,96.22,0.627
26,2.0,3.0,2.67,2184000.0,512.0,11751.33,170.43,0.6
27,3.0,3.0,12.0,5596666.67,1024.0,18025.33,172.53,0.313
28,2.0,3.0,2.67,3580666.67,2048.0,11791.33,169.82,0.597
29,1.0,1.0,1.67,2184000.0,512.0,10333.67,94.91,0.63
30,3.0,6.0,1.75,4263000.0,512.0,10809.8,284.98,0.817
31,3.0,1.0,1.33,3580666.67,2048.0,9040.8,343.2,1.0
32,1.0,2.0,1.75,2948000.0,512.0,10387.7,103.39,0.63
33,2.0,2.0,6.0,5596666.67,2048.0,12920.67,151.1,0.509
34,2.0,2.0,2.0,1900500.0,2048.0,11340.8,181.69,0.638
35,2.0,6.0,1.33,7350000.0,2048.0,10270.17,189.43,0.709
36,3.0,3.0,2.0,105000000.0,1024.0,11108.13,290.33,0.812
