Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,6.0,2.0,3937333.33,2048.0,11096.43,177.58,0.644
1,3.0,1.0,2.0,105000000.0,512.0,10406.13,301.26,0.87
2,2.0,3.0,2.33,3759000.0,1024.0,11308.78,177.04,0.632
3,1.0,1.0,2.0,105000000.0,2048.0,10621.53,93.98,0.597
4,3.0,3.0,9.0,4263000.0,512.0,16750.0,186.07,0.406
5,2.0,1.0,2.11,4459111.11,1024.0,10933.77,188.87,0.667
6,1.0,1.0,2.25,3640750.0,1024.0,9968.81,99.65,0.638
7,3.0,2.0,12.0,2184000.0,1024.0,15572.33,197.82,0.471
8,1.0,2.0,2.29,4123428.57,512.0,11984.74,89.07,0.514
9,1.0,6.0,12.0,2184000.0,2048.0,13728.67,68.15,0.401
10,3.0,2.0,6.0,5334000.0,512.0,14091.0,213.39,0.558
11,2.0,6.0,1.71,3970571.43,1024.0,10946.77,182.61,0.658
12,2.0,3.0,2.12,3081750.0,512.0,11116.44,179.96,0.646
13,1.0,1.0,6.0,5334000.0,512.0,14171.0,68.77,0.375
14,1.0,3.0,1.91,4174181.82,2048.0,10595.32,92.75,0.598
15,3.0,1.0,2.11,3906000.0,2048.0,10465.4,302.45,0.87
16,2.0,3.0,2.37,4263000.0,2048.0,11431.31,174.99,0.623
17,1.0,6.0,2.11,4956000.0,512.0,11374.26,86.57,0.549
18,3.0,6.0,2.09,4555090.91,1024.0,11616.5,269.42,0.762
19,1.0,3.0,2.0,2983250.0,1024.0,10678.21,92.53,0.593
20,3.0,3.0,1.71,4722000.0,1024.0,10365.4,304.4,0.877
21,3.0,2.0,9.0,2184000.0,2048.0,15165.67,200.95,0.492
22,3.0,3.0,2.14,3524857.14,512.0,11437.47,278.01,0.785
23,2.0,3.0,12.0,5596666.67,1024.0,14756.0,133.17,0.398
24,3.0,1.0,1.8,4565400.0,1024.0,10039.35,312.77,0.906
25,1.0,6.0,1.9,3541600.0,2048.0,10554.25,92.53,0.6
26,3.0,2.0,2.0,4722000.0,1024.0,10591.47,300.41,0.861
27,1.0,3.0,12.0,2184000.0,512.0,12846.33,72.59,0.456
28,1.0,2.0,1.2,3462800.0,1024.0,8604.36,117.9,0.728
29,1.0,3.0,12.0,4263000.0,1024.0,12868.75,73.39,0.455
30,3.0,3.0,2.0,3352888.89,2048.0,11219.27,282.77,0.803
31,2.0,6.0,1.86,4123428.57,512.0,11110.87,177.71,0.643
32,2.0,2.0,2.29,5320571.43,2048.0,11833.56,173.42,0.6
33,1.0,6.0,1.86,4722000.0,1024.0,10530.36,93.79,0.602
34,2.0,6.0,12.0,3937333.33,2048.0,15159.67,130.91,0.374
35,3.0,1.0,12.0,2184000.0,1024.0,12504.67,244.16,0.68
36,3.0,1.0,2.2,6506000.0,512.0,10839.14,285.74,0.824
37,1.0,2.0,9.0,5334000.0,512.0,19245.67,51.7,0.067
38,2.0,3.0,9.0,2184000.0,2048.0,13902.67,142.88,0.454
39,3.0,1.0,9.0,4263000.0,2048.0,12368.25,242.03,0.682
40,2.0,2.0,2.12,3507000.0,512.0,11362.39,185.02,0.64
41,2.0,1.0,6.0,4263000.0,2048.0,12858.5,153.49,0.522
42,3.0,2.0,2.0,3906000.0,512.0,10780.37,292.75,0.839
43,1.0,1.0,1.67,3818444.44,2048.0,10348.38,95.08,0.613
44,2.0,2.0,9.0,4263000.0,1024.0,13696.5,145.87,0.469
