Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,2.0,9.0,5596666.67,1024.0,13718.67,146.73,0.444
1,1.0,1.0,1.88,5444250.0,512.0,10698.81,93.41,0.576
2,3.0,2.0,9.0,2184000.0,1024.0,15190.33,198.13,0.443
3,1.0,3.0,2.0,105000000.0,2048.0,10803.73,93.35,0.57
4,2.0,3.0,2.0,105000000.0,2048.0,10900.33,182.25,0.626
5,3.0,6.0,6.0,2184000.0,2048.0,15272.33,200.86,0.444
6,3.0,2.0,9.0,3937333.33,512.0,15195.0,204.93,0.453
7,2.0,1.0,9.0,4263000.0,512.0,13471.25,145.56,0.456
8,2.0,2.0,12.0,3937333.33,512.0,14446.67,141.91,0.402
9,1.0,6.0,12.0,3937333.33,512.0,13645.67,70.21,0.398
10,3.0,6.0,12.0,5334000.0,2048.0,18505.0,167.31,0.278
11,2.0,2.0,9.0,3937333.33,512.0,14043.0,143.42,0.424
12,2.0,1.0,1.8,4565400.0,512.0,10154.57,205.91,0.688
13,2.0,3.0,6.0,5334000.0,2048.0,12906.67,154.01,0.493
14,2.0,2.0,12.0,4263000.0,1024.0,14250.25,142.18,0.412
15,2.0,1.0,2.14,4722000.0,1024.0,10819.67,194.09,0.642
16,2.0,2.0,2.17,2231000.0,2048.0,11683.0,176.71,0.58
17,3.0,1.0,12.0,2184000.0,512.0,12349.33,238.85,0.624
18,3.0,3.0,1.87,5345750.0,2048.0,10944.2,288.97,0.757
19,1.0,2.0,2.11,3818444.44,2048.0,11469.03,91.41,0.53
20,1.0,6.0,2.0,105000000.0,512.0,10827.43,90.44,0.567
21,2.0,6.0,1.9,5063200.0,1024.0,10894.51,181.58,0.625
22,1.0,2.0,6.0,2184000.0,2048.0,17017.0,58.63,0.199
23,2.0,6.0,12.0,5596666.67,2048.0,15163.33,130.76,0.354
24,1.0,1.0,9.0,5334000.0,1024.0,14476.0,66.1,0.349
25,1.0,2.0,2.0,4565400.0,512.0,11109.8,96.04,0.553
26,1.0,3.0,1.71,3372000.0,512.0,10338.96,94.9,0.597
