Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,3.0,2.5,4263000.0,1024.0,11618.25,171.78,0.577
1,3.0,3.0,9.0,5334000.0,512.0,16571.33,187.68,0.356
2,2.0,1.0,2.33,6295000.0,1024.0,11322.15,181.93,0.613
3,1.0,2.0,2.8,3620400.0,512.0,13617.8,73.37,0.319
4,2.0,3.0,2.4,2410800.0,512.0,11606.8,171.83,0.578
5,1.0,3.0,2.14,5473428.57,2048.0,10970.7,89.01,0.55
6,3.0,1.0,2.0,2097500.0,2048.0,10584.35,296.47,0.864
7,1.0,6.0,2.4,5668000.0,512.0,12153.0,79.48,0.446
8,1.0,3.0,2.5,1703500.0,1024.0,11916.25,81.14,0.467
9,3.0,3.0,1.5,4263000.0,1024.0,9839.17,320.39,0.955
10,3.0,3.0,2.0,4672400.0,512.0,10987.46,292.24,0.832
11,3.0,1.0,1.83,5512333.33,1024.0,10256.43,305.62,0.901
12,1.0,3.0,12.0,5334000.0,1024.0,12964.0,73.85,0.375
13,3.0,3.0,3.0,3937333.33,2048.0,13620.33,221.09,0.542
14,2.0,6.0,2.0,1572800.0,512.0,11311.82,174.77,0.604
15,2.0,2.0,2.29,5320571.43,2048.0,11833.56,173.42,0.564
16,3.0,1.0,12.0,2184000.0,1024.0,12504.67,244.16,0.649
17,3.0,1.0,1.67,5596666.67,512.0,10146.23,305.51,0.907
18,2.0,3.0,9.0,2184000.0,2048.0,13902.67,142.88,0.371
19,2.0,2.0,1.5,2948000.0,512.0,10290.02,205.55,0.722
20,1.0,1.0,1.33,4635666.67,2048.0,9822.57,98.9,0.652
21,1.0,1.0,12.0,2184000.0,512.0,15132.33,64.74,0.186
22,2.0,3.0,9.0,3937333.33,1024.0,14114.0,139.18,0.351
23,1.0,1.0,2.5,6625500.0,1024.0,11673.25,85.83,0.489
24,2.0,6.0,12.0,2184000.0,1024.0,15407.67,126.91,0.248
25,2.0,1.0,9.0,5596666.67,512.0,13639.33,143.81,0.391
26,2.0,6.0,2.0,105000000.0,1024.0,11176.57,179.65,0.621
27,3.0,6.0,2.33,3937333.33,512.0,12293.67,244.45,0.662
28,2.0,3.0,6.0,5596666.67,512.0,12615.67,153.16,0.478
29,2.0,6.0,6.0,5334000.0,2048.0,13118.33,148.75,0.435
30,1.0,1.0,1.5,4263000.0,512.0,9972.75,99.48,0.64
31,2.0,3.0,9.0,5334000.0,512.0,13819.67,142.34,0.376
32,1.0,2.0,1.33,3674666.67,1024.0,9073.9,112.1,0.722
33,1.0,2.0,6.0,5596666.67,1024.0,17278.33,56.89,0.0
34,2.0,2.0,12.0,5334000.0,512.0,14375.33,141.11,0.337
35,3.0,2.0,12.0,3937333.33,512.0,15988.33,188.42,0.37
36,2.0,1.0,1.75,3215500.0,2048.0,9882.8,211.77,0.761
37,3.0,6.0,2.67,8746666.67,1024.0,13299.33,228.54,0.574
38,1.0,1.0,2.0,105000000.0,1024.0,10808.93,92.62,0.566
