Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,2.0,1.9,3541600.0,1024.0,10457.0,303.1,0.941
1,1.0,1.0,6.0,5334000.0,2048.0,13916.0,69.92,0.43
2,2.0,2.0,2.0,3818444.44,512.0,11009.08,191.43,0.724
3,3.0,2.0,2.22,5421555.56,512.0,11236.67,278.87,0.86
4,1.0,1.0,2.0,4885250.0,2048.0,10803.09,91.29,0.638
5,2.0,6.0,9.0,4263000.0,1024.0,14430.75,138.4,0.461
6,2.0,3.0,1.9,4984400.0,512.0,10822.64,184.76,0.725
7,2.0,3.0,2.1,4039400.0,1024.0,11044.0,180.5,0.707
8,3.0,2.0,12.0,3937333.33,2048.0,15852.0,194.22,0.493
9,3.0,1.0,2.0,3541600.0,512.0,10405.22,301.57,0.941
10,3.0,3.0,2.29,3372000.0,1024.0,11738.79,273.58,0.827
11,2.0,2.0,6.0,5596666.67,2048.0,12920.67,151.1,0.563
12,2.0,2.0,2.0,2983250.0,2048.0,11349.74,182.73,0.693
13,3.0,3.0,9.0,4263000.0,1024.0,17039.25,182.03,0.422
14,2.0,6.0,9.0,5334000.0,2048.0,14467.67,136.59,0.456
15,1.0,3.0,2.37,3605500.0,512.0,11508.48,84.65,0.59
16,2.0,2.0,9.0,4263000.0,2048.0,13746.0,144.29,0.507
17,3.0,3.0,12.0,5596666.67,1024.0,18025.33,172.53,0.369
18,2.0,1.0,2.0,105000000.0,1024.0,10587.47,193.93,0.751
19,2.0,1.0,2.22,3352888.89,1024.0,11088.22,187.85,0.714
20,1.0,6.0,2.12,3081750.0,1024.0,11226.11,88.08,0.61
21,3.0,6.0,2.29,4722000.0,1024.0,12276.27,252.91,0.763
22,2.0,6.0,6.0,4263000.0,2048.0,13100.5,148.53,0.549
23,3.0,2.0,6.0,2184000.0,512.0,14145.0,211.22,0.599
24,3.0,1.0,2.25,4920500.0,2048.0,10821.53,291.33,0.902
25,3.0,2.0,9.0,4263000.0,2048.0,15149.5,201.3,0.536
26,3.0,6.0,12.0,4263000.0,512.0,18620.5,170.91,0.35
27,2.0,6.0,2.0,4885250.0,512.0,11006.99,179.23,0.707
28,1.0,1.0,9.0,4263000.0,512.0,15013.25,64.66,0.358
29,1.0,6.0,2.0,105000000.0,2048.0,11034.2,89.61,0.623
30,2.0,2.0,12.0,5596666.67,2048.0,14260.0,138.39,0.47
31,2.0,3.0,12.0,2184000.0,1024.0,14712.67,133.31,0.438
32,3.0,1.0,12.0,3937333.33,1024.0,12479.67,245.01,0.739
33,1.0,1.0,6.0,4263000.0,1024.0,13981.75,68.88,0.426
34,1.0,2.0,2.0,4947142.86,2048.0,11090.3,93.36,0.621
35,2.0,2.0,1.89,3906000.0,1024.0,10560.44,200.5,0.761
36,1.0,1.0,1.86,3412285.71,512.0,10645.14,93.94,0.65
37,2.0,1.0,6.0,4263000.0,512.0,13122.75,153.93,0.555
38,2.0,6.0,1.86,3484571.43,2048.0,10951.04,181.38,0.713
39,1.0,1.0,12.0,4263000.0,1024.0,14963.0,66.02,0.362
40,3.0,3.0,6.0,5334000.0,512.0,15243.67,198.52,0.526
41,3.0,2.0,1.67,4635666.67,2048.0,10141.03,313.13,0.975
42,1.0,2.0,2.2,3541600.0,512.0,11769.18,88.11,0.575
43,3.0,3.0,9.0,5596666.67,2048.0,16896.33,185.55,0.435
44,3.0,3.0,1.89,3818444.44,2048.0,10984.07,287.02,0.887
45,1.0,2.0,1.86,4123428.57,1024.0,10735.87,97.77,0.646
46,2.0,1.0,6.0,3937333.33,2048.0,12870.0,154.11,0.569
47,1.0,6.0,6.0,2184000.0,1024.0,13164.0,72.66,0.48
48,1.0,2.0,9.0,4263000.0,512.0,19156.5,51.87,0.088
49,2.0,3.0,6.0,4263000.0,2048.0,13014.75,154.1,0.561
50,1.0,3.0,12.0,5596666.67,1024.0,13056.67,72.1,0.486
51,1.0,3.0,9.0,5334000.0,1024.0,12818.33,73.49,0.502
52,3.0,6.0,2.0,3640750.0,2048.0,11303.49,282.46,0.863
53,1.0,6.0,2.0,3640750.0,2048.0,10740.69,91.25,0.642
54,2.0,3.0,2.0,4459111.11,2048.0,10963.61,181.3,0.712
55,2.0,1.0,12.0,5334000.0,1024.0,13849.67,141.62,0.498
56,1.0,3.0,6.0,5596666.67,2048.0,12318.0,75.97,0.535
57,1.0,2.0,12.0,3937333.33,1024.0,20088.0,48.86,0.027
58,3.0,1.0,2.25,4885250.0,1024.0,10736.43,292.93,0.909
59,2.0,6.0,6.0,5334000.0,512.0,12920.67,153.13,0.565
60,3.0,3.0,1.67,3580666.67,512.0,10623.5,303.69,0.935
61,2.0,1.0,9.0,5334000.0,2048.0,13919.33,143.13,0.496
