Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,6.0,9.0,5596666.67,2048.0,17184.33,178.32,0.316
1,3.0,3.0,12.0,2184000.0,512.0,17941.33,173.21,0.297
2,2.0,3.0,3.0,3937333.33,1024.0,11660.33,169.28,0.596
3,1.0,3.0,2.17,3060666.67,1024.0,11327.0,85.99,0.555
4,3.0,2.0,12.0,4263000.0,512.0,15980.0,191.5,0.38
5,3.0,2.0,2.17,3192000.0,2048.0,10864.6,291.93,0.841
6,3.0,3.0,1.67,2184000.0,512.0,10517.8,303.93,0.883
7,3.0,6.0,1.67,3580666.67,1024.0,10800.17,285.61,0.833
8,1.0,2.0,1.6,2410800.0,2048.0,9911.44,102.03,0.677
9,1.0,2.0,6.0,3937333.33,2048.0,17261.67,57.12,0.057
10,2.0,2.0,12.0,4263000.0,512.0,14372.75,141.6,0.367
11,1.0,1.0,1.75,2821500.0,1024.0,10510.65,94.4,0.625
12,1.0,3.0,1.83,2184000.0,512.0,10569.82,93.31,0.62
13,1.0,2.0,2.67,2184000.0,1024.0,13266.33,74.13,0.391
14,3.0,1.0,1.8,3620400.0,1024.0,10029.62,313.16,0.928
15,3.0,3.0,2.0,3192000.0,1024.0,11139.08,288.2,0.818
16,1.0,6.0,1.86,4834571.43,1024.0,10528.71,94.09,0.623
17,1.0,1.0,2.0,3620400.0,2048.0,10956.26,90.25,0.587
18,3.0,2.0,9.0,3937333.33,1024.0,15342.33,198.59,0.422
19,3.0,3.0,1.67,2446666.67,2048.0,10460.27,301.59,0.882
20,2.0,1.0,6.0,5596666.67,1024.0,12897.33,149.53,0.481
21,1.0,6.0,6.0,5596666.67,512.0,12902.67,72.84,0.421
22,3.0,6.0,6.0,3937333.33,1024.0,15641.33,197.08,0.406
23,1.0,6.0,2.67,4200000.0,2048.0,12159.33,79.97,0.484
24,3.0,2.0,1.33,787333.33,512.0,9435.93,333.53,1.0
25,3.0,6.0,1.5,3018500.0,512.0,9994.1,309.42,0.924
26,2.0,3.0,1.75,3215500.0,512.0,10497.38,189.73,0.706
27,1.0,1.0,1.5,3018500.0,512.0,9969.95,99.39,0.671
28,2.0,2.0,2.0,787333.33,2048.0,10929.73,189.34,0.674
29,3.0,3.0,2.0,105000000.0,1024.0,11108.13,290.33,0.824
30,3.0,6.0,2.0,105000000.0,2048.0,11606.23,275.67,0.768
