Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,6.0,12.0,3937333.33,2048.0,15159.67,130.91,0.409
1,2.0,2.0,1.75,3605500.0,512.0,10383.9,203.93,0.774
2,3.0,2.0,1.91,4626727.27,2048.0,10630.15,297.88,0.91
3,1.0,2.0,2.14,4834571.43,1024.0,11624.1,89.84,0.591
4,2.0,1.0,1.87,4786750.0,1024.0,10239.84,204.15,0.782
5,3.0,3.0,2.0,5968000.0,1024.0,11024.98,289.9,0.877
6,1.0,3.0,6.0,5596666.67,512.0,12830.33,74.2,0.507
7,2.0,2.0,6.0,2184000.0,1024.0,13152.67,152.61,0.551
8,3.0,3.0,2.0,4722000.0,2048.0,11267.54,281.8,0.851
9,1.0,3.0,9.0,5596666.67,2048.0,12706.0,73.48,0.515
10,2.0,6.0,1.75,3081750.0,2048.0,10986.16,180.46,0.71
11,2.0,1.0,2.0,4174181.82,2048.0,10589.56,196.81,0.753
12,1.0,1.0,2.33,1354333.33,2048.0,11360.95,87.69,0.607
13,3.0,6.0,2.0,4555090.91,2048.0,11388.99,280.64,0.843
14,2.0,2.0,9.0,3937333.33,2048.0,13608.0,144.61,0.515
15,3.0,1.0,2.11,4284000.0,2048.0,10786.82,290.15,0.889
16,1.0,6.0,2.0,3081750.0,2048.0,10657.84,91.98,0.655
17,3.0,3.0,1.5,5381000.0,512.0,9974.23,324.14,0.988
18,2.0,2.0,9.0,5596666.67,512.0,14144.67,143.27,0.483
19,3.0,6.0,2.0,3960600.0,512.0,11266.31,277.68,0.844
20,2.0,3.0,2.29,4010857.14,1024.0,11381.39,175.27,0.681
21,1.0,3.0,1.4,3462800.0,2048.0,9709.18,100.67,0.72
22,3.0,3.0,6.0,5596666.67,1024.0,15432.67,198.56,0.509
23,1.0,2.0,6.0,5596666.67,2048.0,17214.67,57.06,0.217
24,2.0,1.0,12.0,3937333.33,2048.0,13780.67,142.68,0.503
25,3.0,2.0,6.0,4263000.0,512.0,14104.5,212.06,0.593
26,3.0,2.0,2.0,5542750.0,1024.0,10917.36,288.36,0.879
27,2.0,1.0,2.0,4905600.0,512.0,10672.55,195.11,0.746
28,1.0,2.0,2.22,3818444.44,2048.0,11843.28,86.71,0.576
29,3.0,2.0,6.0,5596666.67,2048.0,13978.33,218.3,0.611
30,1.0,3.0,1.88,4263000.0,1024.0,10255.89,96.04,0.682
31,1.0,2.0,6.0,4263000.0,1024.0,17328.25,56.45,0.209
32,1.0,2.0,12.0,2184000.0,512.0,20500.33,48.02,0.0
33,3.0,2.0,9.0,5334000.0,512.0,15252.67,201.55,0.522
34,2.0,6.0,2.5,4588666.67,1024.0,11439.88,172.11,0.673
35,1.0,6.0,12.0,5334000.0,2048.0,13952.33,67.95,0.432
36,2.0,2.0,1.9,4565400.0,2048.0,10793.39,193.26,0.737
37,1.0,6.0,12.0,4263000.0,1024.0,13920.25,68.02,0.434
38,3.0,1.0,9.0,5596666.67,512.0,12183.67,247.68,0.747
39,2.0,1.0,12.0,4263000.0,512.0,13875.25,142.44,0.497
40,1.0,3.0,12.0,5334000.0,1024.0,12964.0,73.84,0.498
41,1.0,6.0,2.11,3906000.0,512.0,11090.29,89.77,0.626
42,3.0,3.0,6.0,4263000.0,2048.0,15470.75,200.22,0.51
43,1.0,1.0,2.0,4039400.0,1024.0,9813.8,100.52,0.713
44,1.0,2.0,9.0,3937333.33,512.0,19028.33,52.36,0.097
45,1.0,2.0,1.86,4834571.43,512.0,10602.63,99.33,0.662
46,2.0,3.0,6.0,4263000.0,1024.0,12927.0,153.53,0.565
47,1.0,3.0,9.0,2184000.0,1024.0,12581.33,75.95,0.524
48,1.0,6.0,2.11,5509111.11,1024.0,10962.82,90.43,0.634
49,2.0,1.0,6.0,5596666.67,1024.0,12897.33,149.53,0.562
50,1.0,2.0,9.0,3937333.33,1024.0,19398.0,50.44,0.072
51,3.0,1.0,2.2,3406400.0,512.0,10934.46,284.43,0.871
52,1.0,1.0,6.0,4263000.0,512.0,14047.5,69.99,0.427
53,2.0,3.0,2.0,3640750.0,512.0,10877.04,183.8,0.72
54,2.0,3.0,2.11,3234000.0,2048.0,11004.13,181.55,0.71
55,1.0,6.0,2.0,105000000.0,1024.0,10892.6,89.11,0.638
