Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,2.0,1.5,2751000.0,512.0,10293.28,206.4,0.703
1,1.0,2.0,2.0,4767000.0,1024.0,11195.28,93.24,0.523
2,3.0,3.0,1.5,7870000.0,1024.0,9883.67,317.81,0.914
3,2.0,6.0,1.6,4616000.0,2048.0,10950.58,181.82,0.623
4,2.0,1.0,1.6,4458400.0,1024.0,9859.74,208.95,0.737
5,2.0,1.0,2.0,3462800.0,2048.0,10418.44,201.29,0.687
6,3.0,6.0,2.75,6822500.0,2048.0,13519.75,227.55,0.541
7,2.0,2.0,9.0,3937333.33,2048.0,13608.0,144.61,0.385
8,3.0,1.0,2.4,3462800.0,2048.0,11617.2,263.67,0.714
9,1.0,6.0,2.0,3081750.0,2048.0,10657.84,91.98,0.567
10,3.0,3.0,1.5,5381000.0,512.0,9974.23,324.14,0.921
11,3.0,6.0,1.8,577200.0,512.0,10681.66,292.43,0.821
12,2.0,3.0,1.75,4066000.0,1024.0,11172.17,179.77,0.605
13,1.0,2.0,6.0,5596666.67,2048.0,17214.67,57.06,0.01
14,3.0,2.0,6.0,4263000.0,512.0,14104.5,212.06,0.481
15,2.0,1.0,1.88,4164500.0,512.0,10409.69,200.66,0.687
16,1.0,2.0,2.33,2184000.0,2048.0,12237.67,80.66,0.431
17,3.0,2.0,6.0,5596666.67,2048.0,13978.33,218.3,0.5
18,1.0,2.0,6.0,4263000.0,1024.0,17328.25,56.45,0.0
19,3.0,2.0,9.0,5334000.0,512.0,15252.67,201.55,0.41
20,1.0,3.0,12.0,5334000.0,1024.0,12964.0,73.84,0.369
21,3.0,2.0,2.0,9185000.0,1024.0,11010.55,288.51,0.795
22,1.0,6.0,2.6,3620400.0,512.0,12281.2,79.32,0.427
23,3.0,3.0,6.0,3937333.33,2048.0,15413.67,200.74,0.402
24,1.0,1.0,2.5,4263000.0,1024.0,8986.3,108.39,0.712
25,2.0,3.0,6.0,2184000.0,1024.0,12960.0,153.73,0.443
26,3.0,1.0,2.33,2184000.0,512.0,11617.33,263.12,0.713
27,3.0,2.0,2.33,6993333.33,2048.0,11879.0,259.53,0.691
28,1.0,2.0,1.33,5596666.67,512.0,8894.07,113.4,0.722
29,2.0,3.0,1.33,3843333.33,2048.0,10341.43,189.56,0.677
30,3.0,1.0,1.6,1572800.0,1024.0,9368.74,333.18,0.972
31,2.0,6.0,2.0,4514800.0,512.0,11323.44,174.27,0.587
32,3.0,2.0,2.67,3843333.33,512.0,12144.67,253.73,0.666
