Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,3.0,1.25,6625500.0,2048.0,9312.73,104.29,0.624
1,2.0,1.0,2.0,4588666.67,2048.0,10687.0,194.34,0.631
2,3.0,6.0,12.0,5596666.67,1024.0,18589.33,162.67,0.265
3,3.0,3.0,12.0,5596666.67,1024.0,18025.33,172.53,0.294
4,2.0,6.0,6.0,5596666.67,512.0,12956.33,154.36,0.446
5,3.0,1.0,1.75,5507500.0,2048.0,9773.75,325.01,0.918
6,3.0,2.0,2.5,5310500.0,1024.0,12082.25,255.58,0.674
7,2.0,1.0,2.0,105000000.0,2048.0,10752.17,193.12,0.626
8,1.0,3.0,1.83,2362333.33,512.0,10250.85,96.55,0.56
9,2.0,2.0,2.2,7558000.0,512.0,11677.7,177.34,0.551
10,1.0,1.0,12.0,3937333.33,512.0,15035.0,65.22,0.236
11,3.0,3.0,1.4,5510400.0,1024.0,9602.82,324.64,0.924
12,3.0,3.0,12.0,3937333.33,512.0,17664.0,175.3,0.306
13,2.0,3.0,1.8,6348400.0,1024.0,10819.36,183.77,0.608
14,2.0,3.0,2.4,3620400.0,512.0,11203.02,176.59,0.576
15,1.0,2.0,2.17,3759000.0,2048.0,11688.7,90.06,0.463
16,3.0,3.0,6.0,5596666.67,2048.0,15497.0,201.31,0.423
17,3.0,6.0,1.4,3620400.0,512.0,9703.1,318.71,0.907
18,1.0,2.0,2.0,4068666.67,1024.0,11236.38,92.72,0.493
19,2.0,1.0,12.0,2184000.0,2048.0,13732.33,142.6,0.385
20,3.0,2.0,12.0,5334000.0,512.0,16010.33,192.15,0.386
21,2.0,6.0,2.0,4588666.67,512.0,11092.93,177.77,0.584
22,1.0,6.0,2.2,7558000.0,512.0,11482.54,84.93,0.474
23,3.0,1.0,2.33,6993333.33,1024.0,11498.33,268.24,0.726
24,2.0,1.0,2.25,1506500.0,512.0,11143.42,186.48,0.594
25,1.0,2.0,1.6,4300800.0,512.0,9969.68,101.85,0.58
26,2.0,2.0,2.14,3259428.57,1024.0,11178.31,188.15,0.595
27,1.0,3.0,6.0,2184000.0,512.0,12849.33,73.42,0.381
28,1.0,1.0,2.2,6720000.0,512.0,11226.84,89.29,0.493
29,2.0,3.0,9.0,2184000.0,512.0,13889.0,140.45,0.373
30,1.0,1.0,9.0,3937333.33,1024.0,14613.33,65.88,0.264
31,1.0,1.0,1.83,4767000.0,2048.0,10550.22,93.76,0.539
32,2.0,2.0,12.0,5596666.67,512.0,14615.0,140.38,0.334
33,2.0,6.0,2.25,3215500.0,2048.0,11720.25,168.28,0.535
34,1.0,1.0,2.33,5596666.67,1024.0,7929.73,116.83,0.721
35,1.0,3.0,6.0,4263000.0,1024.0,12563.0,75.67,0.401
36,2.0,2.0,6.0,2184000.0,1024.0,13152.67,152.61,0.432
