Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,6.0,6.0,3937333.33,1024.0,15641.33,197.08,0.471
1,3.0,6.0,1.9,4039400.0,2048.0,11074.79,287.17,0.84
2,2.0,6.0,2.0,105000000.0,2048.0,11013.4,177.84,0.68
3,1.0,3.0,6.0,4263000.0,1024.0,12563.0,75.67,0.504
4,1.0,1.0,1.78,5421555.56,512.0,10530.81,95.31,0.643
5,3.0,2.0,12.0,5334000.0,2048.0,15561.0,195.91,0.472
6,2.0,6.0,1.88,4263000.0,1024.0,10757.14,183.57,0.702
7,1.0,2.0,1.86,6184571.43,2048.0,10690.49,97.85,0.634
8,1.0,1.0,12.0,5596666.67,512.0,14942.33,65.2,0.346
9,3.0,3.0,2.0,5421555.56,1024.0,11087.09,286.89,0.839
10,3.0,1.0,1.86,4834571.43,1024.0,10384.41,301.65,0.897
11,2.0,3.0,12.0,4263000.0,2048.0,14368.5,135.67,0.437
12,3.0,2.0,2.0,105000000.0,512.0,10636.53,293.26,0.871
13,1.0,6.0,12.0,2184000.0,512.0,13663.67,69.52,0.43
14,1.0,1.0,2.09,4174181.82,2048.0,10970.27,90.22,0.613
15,3.0,2.0,12.0,2184000.0,1024.0,15572.33,197.82,0.476
16,1.0,2.0,2.0,4263000.0,512.0,11160.08,92.27,0.601
17,2.0,3.0,2.0,2660857.14,512.0,11013.77,180.69,0.684
18,1.0,1.0,9.0,5334000.0,512.0,14920.0,65.08,0.347
19,2.0,2.0,1.75,5019000.0,2048.0,10412.61,200.73,0.743
20,1.0,3.0,12.0,3937333.33,512.0,13290.0,70.5,0.455
21,3.0,2.0,9.0,2184000.0,2048.0,15165.67,200.95,0.499
22,3.0,1.0,6.0,5596666.67,2048.0,12152.67,250.51,0.725
23,1.0,3.0,2.2,3960600.0,2048.0,11138.18,87.7,0.601
24,2.0,1.0,12.0,3937333.33,2048.0,13780.67,142.68,0.479
25,3.0,6.0,2.25,3739250.0,1024.0,12110.94,253.62,0.733
26,1.0,6.0,2.0,3906000.0,1024.0,10881.71,91.01,0.619
27,2.0,2.0,2.0,4174181.82,512.0,10915.29,192.93,0.704
28,2.0,1.0,2.12,4263000.0,2048.0,11012.11,187.27,0.692
29,3.0,1.0,2.1,3541600.0,512.0,10437.62,301.25,0.894
30,2.0,3.0,6.0,2184000.0,1024.0,12960.0,153.73,0.539
31,1.0,6.0,3.0,5334000.0,2048.0,12366.67,78.05,0.518
32,3.0,2.0,1.71,3484571.43,1024.0,10186.44,309.83,0.921
33,1.0,2.0,6.0,5334000.0,512.0,16847.0,58.56,0.22
34,2.0,6.0,12.0,3937333.33,1024.0,15585.0,127.96,0.358
35,2.0,6.0,6.0,2184000.0,512.0,12952.33,151.7,0.537
36,1.0,2.0,12.0,2184000.0,2048.0,20173.0,50.73,0.001
37,3.0,2.0,3.0,5334000.0,2048.0,12399.67,245.49,0.705
38,2.0,2.0,6.0,4263000.0,512.0,12891.25,152.35,0.542
39,3.0,2.0,6.0,2184000.0,2048.0,14148.33,218.57,0.576
40,2.0,1.0,1.88,3507000.0,1024.0,10205.59,204.87,0.76
41,2.0,3.0,2.14,2660857.14,2048.0,11349.84,176.82,0.66
42,2.0,2.0,1.89,4956000.0,1024.0,11018.71,190.05,0.695
43,1.0,3.0,2.1,4039400.0,512.0,10904.17,89.89,0.617
44,1.0,3.0,6.0,4263000.0,2048.0,12297.75,76.34,0.522
45,2.0,1.0,1.75,4263000.0,512.0,10217.31,204.16,0.758
46,1.0,3.0,1.75,4786750.0,1024.0,10203.14,96.61,0.665
47,2.0,2.0,6.0,2184000.0,2048.0,13278.33,150.11,0.517
48,3.0,2.0,1.6,4616000.0,512.0,9731.66,325.1,0.969
49,2.0,6.0,1.83,7040333.33,2048.0,11047.63,179.85,0.681
50,3.0,3.0,6.0,4263000.0,1024.0,15446.5,199.78,0.485
51,2.0,6.0,9.0,3937333.33,512.0,14295.33,142.31,0.449
52,1.0,2.0,2.12,4263000.0,1024.0,11541.65,89.73,0.576
53,3.0,6.0,2.8,4458400.0,512.0,13411.0,224.56,0.621
54,2.0,6.0,2.14,3970571.43,512.0,11370.09,173.53,0.655
55,1.0,2.0,9.0,4263000.0,512.0,19156.5,51.87,0.067
56,3.0,3.0,1.4,2410800.0,512.0,9654.78,334.34,0.989
57,3.0,6.0,9.0,5334000.0,512.0,17232.0,179.84,0.376
58,3.0,3.0,12.0,4263000.0,2048.0,18068.0,171.48,0.332
59,3.0,6.0,12.0,4263000.0,2048.0,18544.75,168.43,0.313
60,3.0,1.0,1.57,3372000.0,2048.0,9836.26,318.3,0.952
61,2.0,3.0,9.0,4263000.0,1024.0,14058.25,139.79,0.459
62,1.0,1.0,2.0,3524857.14,1024.0,9413.97,103.95,0.72
63,2.0,1.0,9.0,2184000.0,2048.0,13699.67,143.23,0.484
64,1.0,2.0,6.0,5596666.67,2048.0,17214.67,57.06,0.195
65,1.0,3.0,9.0,3937333.33,512.0,12721.67,73.37,0.493
66,2.0,3.0,9.0,2184000.0,512.0,13889.0,140.45,0.47
67,2.0,6.0,9.0,4263000.0,2048.0,14404.5,136.95,0.436
68,3.0,6.0,6.0,5334000.0,2048.0,15413.0,202.28,0.491
69,3.0,3.0,9.0,5334000.0,2048.0,16997.0,182.91,0.39
70,2.0,3.0,12.0,5334000.0,1024.0,14692.33,133.7,0.416
71,3.0,3.0,9.0,2184000.0,512.0,16810.33,184.62,0.401
72,2.0,3.0,2.17,3060666.67,1024.0,11345.87,175.61,0.659
73,1.0,1.0,6.0,4263000.0,512.0,14047.5,69.99,0.406
74,3.0,2.0,6.0,5334000.0,512.0,14091.0,213.39,0.57
75,1.0,6.0,9.0,4263000.0,512.0,13294.5,71.97,0.455
76,1.0,2.0,9.0,4263000.0,2048.0,19488.0,50.46,0.045
77,2.0,2.0,9.0,4263000.0,1024.0,13696.5,145.87,0.488
78,3.0,1.0,9.0,2184000.0,1024.0,12326.0,243.08,0.704
79,3.0,3.0,2.12,3640750.0,2048.0,11569.73,271.72,0.79
80,3.0,1.0,2.0,105000000.0,1024.0,10405.37,300.92,0.895
81,3.0,2.0,6.0,5596666.67,1024.0,14221.67,211.07,0.559
82,2.0,6.0,9.0,4263000.0,1024.0,14430.75,138.4,0.436
83,1.0,6.0,12.0,2184000.0,1024.0,13898.0,68.78,0.415
84,2.0,2.0,12.0,2184000.0,512.0,14054.0,143.0,0.464
