Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,6.0,1.6,3620400.0,512.0,10955.02,180.75,0.694
1,3.0,3.0,12.0,5334000.0,2048.0,17869.67,172.98,0.347
2,3.0,6.0,2.2,5668000.0,1024.0,11955.9,262.38,0.766
3,2.0,3.0,6.0,5596666.67,512.0,12615.67,153.16,0.564
4,2.0,1.0,2.2,6562400.0,1024.0,11197.96,186.0,0.686
5,1.0,1.0,1.67,524666.67,512.0,10293.67,95.1,0.663
6,3.0,2.0,2.0,3620400.0,2048.0,10559.28,300.65,0.9
7,1.0,3.0,1.75,6555000.0,512.0,10083.75,97.67,0.678
8,2.0,1.0,2.0,3995500.0,2048.0,10805.0,189.21,0.713
9,1.0,3.0,1.8,6562400.0,1024.0,10365.48,94.8,0.658
10,2.0,2.0,2.0,1050000.0,512.0,10973.87,190.44,0.705
11,3.0,2.0,2.2,1572800.0,1024.0,11198.24,281.98,0.836
12,1.0,2.0,2.0,4616000.0,2048.0,11161.48,94.08,0.606
13,1.0,3.0,2.0,2446666.67,2048.0,10786.53,91.75,0.629
14,3.0,3.0,1.86,4834571.43,1024.0,10695.83,299.16,0.891
15,2.0,3.0,2.4,7558000.0,2048.0,11178.84,178.41,0.678
16,3.0,1.0,1.5,4460000.0,512.0,9473.25,328.11,1.0
17,2.0,2.0,2.0,3759000.0,1024.0,11023.53,192.41,0.705
18,3.0,2.0,9.0,3937333.33,512.0,15195.0,204.93,0.513
19,3.0,6.0,9.0,3937333.33,1024.0,17441.33,178.73,0.374
20,2.0,6.0,2.0,4672400.0,2048.0,11288.06,174.71,0.667
21,2.0,2.0,9.0,5596666.67,2048.0,13945.33,142.48,0.474
22,1.0,2.0,1.5,3890333.33,1024.0,9570.83,106.62,0.715
23,1.0,2.0,9.0,5596666.67,2048.0,19320.0,51.41,0.058
24,1.0,1.0,1.33,3843333.33,2048.0,9873.3,98.26,0.691
25,1.0,1.0,2.0,105000000.0,512.0,10921.9,91.02,0.62
26,2.0,2.0,2.0,1506500.0,2048.0,11295.25,184.65,0.679
27,1.0,2.0,12.0,3937333.33,2048.0,20201.0,50.74,0.0
28,3.0,3.0,2.33,3843333.33,2048.0,12267.67,250.76,0.73
29,2.0,3.0,2.67,3674666.67,1024.0,11582.67,170.94,0.645
