Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,2.0,12.0,4263000.0,2048.0,20163.25,50.9,0.021
1,1.0,1.0,12.0,5334000.0,1024.0,14980.67,65.54,0.322
2,1.0,3.0,1.75,4920500.0,2048.0,10124.19,97.11,0.611
3,2.0,6.0,6.0,3937333.33,2048.0,13086.33,149.64,0.482
4,2.0,1.0,2.0,3704000.0,2048.0,10554.79,198.32,0.661
5,3.0,6.0,12.0,4263000.0,1024.0,18506.75,165.49,0.277
6,2.0,2.0,6.0,5596666.67,2048.0,12920.67,151.1,0.492
7,3.0,2.0,1.71,3484571.43,2048.0,10325.89,306.46,0.809
8,3.0,3.0,12.0,4263000.0,1024.0,18106.25,171.27,0.298
9,2.0,6.0,6.0,4263000.0,512.0,12962.25,152.63,0.491
10,3.0,1.0,2.0,5465333.33,2048.0,10339.67,306.72,0.809
11,3.0,2.0,2.11,4956000.0,1024.0,11109.46,283.41,0.743
12,2.0,1.0,2.0,105000000.0,2048.0,10752.17,193.12,0.645
13,1.0,1.0,2.0,105000000.0,512.0,10921.9,91.02,0.563
14,1.0,6.0,1.88,5444250.0,2048.0,10724.34,91.62,0.575
15,3.0,3.0,2.0,2424250.0,2048.0,11146.23,287.21,0.747
16,1.0,3.0,1.86,3524857.14,512.0,10446.44,94.41,0.592
17,2.0,2.0,1.86,6297142.86,512.0,10690.07,196.71,0.652
18,1.0,1.0,12.0,4263000.0,512.0,15041.0,64.91,0.319
19,3.0,3.0,1.88,6066500.0,1024.0,10813.26,293.82,0.77
20,3.0,3.0,12.0,3937333.33,512.0,17664.0,175.3,0.319
21,2.0,3.0,1.86,3372000.0,2048.0,10711.03,187.77,0.642
22,2.0,3.0,1.88,5542750.0,1024.0,10887.94,183.44,0.629
23,2.0,3.0,2.0,4486600.0,512.0,10998.48,181.74,0.621
24,3.0,1.0,2.0,4868444.44,512.0,10322.77,304.63,0.807
25,1.0,2.0,1.89,3818444.44,2048.0,10782.96,97.47,0.574
26,3.0,3.0,6.0,4263000.0,2048.0,15470.75,200.22,0.438
27,1.0,2.0,12.0,2184000.0,512.0,20500.33,48.02,0.0
28,1.0,1.0,2.1,4565400.0,512.0,11129.9,90.28,0.551
29,3.0,6.0,1.67,3192000.0,512.0,10397.25,301.14,0.799
30,1.0,2.0,1.86,3524857.14,1024.0,10756.73,97.42,0.575
31,2.0,1.0,12.0,4263000.0,2048.0,13913.25,140.75,0.431
32,2.0,1.0,2.12,4688250.0,512.0,10945.61,189.46,0.632
33,3.0,6.0,6.0,5334000.0,2048.0,15413.0,202.28,0.443
34,3.0,2.0,12.0,5334000.0,512.0,16010.33,192.15,0.404
35,1.0,2.0,2.0,105000000.0,512.0,11043.87,95.33,0.558
36,2.0,6.0,12.0,5596666.67,1024.0,15560.33,125.13,0.331
37,1.0,1.0,2.0,5043555.56,1024.0,9728.34,101.55,0.635
38,3.0,2.0,6.0,2184000.0,2048.0,14148.33,218.57,0.519
39,2.0,6.0,2.12,4885250.0,512.0,11266.08,175.29,0.601
40,1.0,6.0,2.22,4490444.44,512.0,11463.41,86.47,0.531
41,1.0,6.0,12.0,3937333.33,2048.0,13941.67,67.12,0.383
42,3.0,1.0,2.0,5433142.86,1024.0,10496.63,300.01,0.793
43,2.0,1.0,9.0,5334000.0,1024.0,13962.33,143.36,0.431
