Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,1.0,2.0,4068666.67,1024.0,10680.13,195.07,0.787
1,1.0,2.0,3.0,2184000.0,512.0,14437.0,68.42,0.42
2,2.0,3.0,1.86,3372000.0,2048.0,10821.09,184.28,0.764
3,3.0,1.0,2.2,4486600.0,2048.0,10905.12,287.21,0.927
4,1.0,3.0,2.37,5542750.0,2048.0,11439.89,84.97,0.633
5,2.0,2.0,9.0,5334000.0,2048.0,13656.0,144.78,0.539
6,1.0,6.0,12.0,2184000.0,2048.0,13728.67,68.15,0.469
7,3.0,3.0,2.0,4626727.27,2048.0,11200.95,284.73,0.908
8,3.0,1.0,2.0,4263000.0,1024.0,10354.38,303.59,0.986
9,1.0,2.0,2.0,4868444.44,2048.0,11154.39,93.05,0.657
10,1.0,1.0,1.88,5542750.0,2048.0,10609.25,92.82,0.694
11,2.0,3.0,12.0,3937333.33,2048.0,14305.67,136.48,0.488
12,3.0,2.0,2.0,3605500.0,512.0,10719.19,295.19,0.951
13,3.0,6.0,12.0,4263000.0,2048.0,18544.75,168.43,0.351
14,2.0,3.0,2.22,3818444.44,512.0,11192.52,178.81,0.734
15,1.0,6.0,2.0,3321555.56,2048.0,10799.26,90.39,0.68
16,2.0,3.0,6.0,5596666.67,512.0,12615.67,153.16,0.613
17,1.0,3.0,9.0,3937333.33,512.0,12721.67,73.37,0.54
18,1.0,6.0,1.89,4371555.56,1024.0,10834.33,90.92,0.678
19,1.0,1.0,12.0,4263000.0,2048.0,14720.5,66.44,0.4
20,3.0,1.0,6.0,4263000.0,512.0,11935.75,252.14,0.809
21,2.0,1.0,6.0,2184000.0,1024.0,12674.67,152.95,0.61
22,3.0,6.0,9.0,3937333.33,512.0,17293.67,180.26,0.419
23,1.0,2.0,9.0,4263000.0,512.0,19156.5,51.87,0.088
24,3.0,1.0,9.0,4263000.0,1024.0,12318.5,243.94,0.775
25,1.0,2.0,12.0,5596666.67,1024.0,20027.0,49.25,0.027
26,2.0,2.0,2.12,3640750.0,1024.0,11295.77,185.16,0.736
27,2.0,6.0,2.0,3541600.0,2048.0,11188.13,177.24,0.732
28,3.0,3.0,2.67,6993333.33,1024.0,12830.67,242.44,0.746
29,2.0,3.0,6.0,4263000.0,2048.0,13014.75,154.1,0.59
30,1.0,3.0,6.0,5334000.0,2048.0,12470.67,75.87,0.559
31,2.0,1.0,12.0,5334000.0,512.0,13917.0,141.37,0.518
32,1.0,1.0,6.0,2184000.0,2048.0,13955.67,69.84,0.454
33,2.0,2.0,1.9,3541600.0,2048.0,10798.99,192.91,0.777
34,3.0,1.0,2.1,4486600.0,512.0,10442.09,301.66,0.978
35,2.0,1.0,2.0,5433142.86,2048.0,10761.41,190.76,0.776
36,1.0,6.0,9.0,4263000.0,1024.0,13190.75,71.8,0.507
37,1.0,3.0,2.0,3970571.43,1024.0,11016.67,89.21,0.664
38,1.0,2.0,2.2,5668000.0,1024.0,11873.94,86.3,0.604
39,2.0,2.0,6.0,5334000.0,512.0,12888.0,152.37,0.596
40,3.0,6.0,2.0,5542750.0,1024.0,11334.64,281.0,0.894
41,1.0,2.0,12.0,4263000.0,512.0,20404.5,48.13,0.0
42,3.0,6.0,9.0,3937333.33,2048.0,17023.67,179.93,0.428
43,1.0,2.0,6.0,3937333.33,512.0,17083.33,57.75,0.233
44,1.0,3.0,2.0,105000000.0,512.0,10817.63,91.8,0.679
45,1.0,6.0,2.0,4722000.0,512.0,11137.07,88.68,0.656
46,3.0,2.0,6.0,2184000.0,512.0,14145.0,211.22,0.622
47,3.0,6.0,2.0,4868444.44,2048.0,11415.22,277.74,0.884
48,3.0,2.0,1.78,3906000.0,2048.0,10327.18,306.81,0.993
49,2.0,3.0,9.0,4263000.0,2048.0,13830.75,144.05,0.527
50,1.0,2.0,9.0,4263000.0,1024.0,19481.75,50.21,0.065
51,2.0,2.0,12.0,3937333.33,512.0,14446.67,141.91,0.487
52,3.0,1.0,9.0,4263000.0,512.0,12243.25,246.47,0.783
53,3.0,2.0,2.0,4459111.11,1024.0,10722.01,294.66,0.95
54,3.0,6.0,1.75,3081750.0,512.0,10644.01,291.83,0.949
55,2.0,3.0,1.8,4458400.0,1024.0,10863.96,183.31,0.76
56,3.0,1.0,9.0,4263000.0,2048.0,12368.25,242.03,0.769
57,3.0,3.0,12.0,3937333.33,512.0,17664.0,175.3,0.394
58,3.0,6.0,12.0,3937333.33,512.0,18624.0,172.42,0.359
59,2.0,2.0,2.0,105000000.0,1024.0,11173.27,187.99,0.747
60,1.0,1.0,6.0,4263000.0,1024.0,13981.75,68.88,0.452
61,2.0,1.0,2.0,7558000.0,512.0,10422.76,201.08,0.81
62,2.0,2.0,6.0,3937333.33,2048.0,12749.67,152.65,0.605
63,2.0,1.0,6.0,3937333.33,2048.0,12870.0,154.11,0.599
64,2.0,1.0,9.0,2184000.0,2048.0,13699.67,143.23,0.534
65,1.0,1.0,2.0,4458400.0,1024.0,11004.1,90.86,0.666
66,2.0,6.0,12.0,4263000.0,1024.0,15523.5,126.78,0.402
67,2.0,6.0,6.0,4263000.0,512.0,12962.25,152.63,0.591
68,2.0,6.0,2.29,4123428.57,512.0,11221.59,174.35,0.726
69,2.0,2.0,2.11,2768444.44,512.0,11011.63,191.56,0.762
70,3.0,3.0,6.0,4263000.0,512.0,15220.5,199.67,0.547
71,3.0,6.0,6.0,5334000.0,1024.0,15755.33,195.09,0.514
72,1.0,2.0,9.0,5596666.67,2048.0,19320.0,51.41,0.076
73,1.0,3.0,12.0,4263000.0,512.0,13003.5,71.57,0.52
74,2.0,6.0,9.0,3937333.33,1024.0,14470.67,138.53,0.481
75,2.0,3.0,9.0,5596666.67,512.0,13780.0,140.82,0.526
76,3.0,1.0,12.0,5596666.67,512.0,12461.0,240.52,0.761
77,3.0,2.0,6.0,5334000.0,2048.0,14063.0,216.23,0.635
78,2.0,6.0,1.88,3605500.0,1024.0,10952.64,180.5,0.751
79,1.0,3.0,6.0,4263000.0,1024.0,12563.0,75.67,0.552
80,3.0,3.0,12.0,5596666.67,2048.0,18153.33,171.1,0.369
81,2.0,3.0,9.0,5334000.0,1024.0,13840.0,141.1,0.523
82,2.0,2.0,12.0,2184000.0,1024.0,14128.0,143.56,0.509
83,1.0,6.0,9.0,3937333.33,2048.0,13723.33,69.72,0.47
84,2.0,3.0,6.0,2184000.0,1024.0,12960.0,153.73,0.593
85,1.0,2.0,12.0,5334000.0,2048.0,20239.33,50.76,0.014
86,3.0,3.0,9.0,3937333.33,1024.0,17257.0,179.02,0.417
87,2.0,6.0,6.0,4263000.0,2048.0,13100.5,148.53,0.578
88,1.0,3.0,12.0,5596666.67,1024.0,13056.67,72.1,0.517
89,2.0,1.0,2.0,105000000.0,2048.0,10752.17,193.12,0.78
90,3.0,3.0,2.0,105000000.0,1024.0,11108.13,290.33,0.923
91,3.0,1.0,2.0,105000000.0,2048.0,10267.83,308.88,1.0
92,3.0,2.0,12.0,2184000.0,1024.0,15572.33,197.82,0.528
93,2.0,2.0,9.0,4263000.0,512.0,14103.25,143.48,0.51
94,3.0,1.0,6.0,2184000.0,1024.0,11794.67,254.99,0.822
95,3.0,2.0,9.0,4263000.0,512.0,15152.75,204.35,0.56
96,1.0,1.0,6.0,2184000.0,512.0,13966.67,70.6,0.453
97,1.0,1.0,9.0,5334000.0,512.0,14920.0,65.08,0.385
98,3.0,2.0,12.0,2184000.0,2048.0,15783.0,194.3,0.511
99,3.0,6.0,6.0,5596666.67,512.0,15576.67,195.66,0.523
100,1.0,3.0,1.8,3462800.0,512.0,10385.84,95.21,0.71
101,3.0,3.0,2.0,3462800.0,512.0,11399.8,280.6,0.89
102,3.0,3.0,2.0,105000000.0,2048.0,10904.43,284.94,0.923
103,3.0,6.0,2.0,105000000.0,1024.0,11240.23,280.33,0.897
104,3.0,3.0,2.0,105000000.0,512.0,11284.93,287.09,0.908
105,2.0,6.0,6.0,5334000.0,1024.0,13082.33,145.93,0.576
106,1.0,2.0,2.0,105000000.0,512.0,11043.87,95.33,0.665
