Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,3.0,1.25,4460000.0,512.0,9268.72,105.42,0.688
1,2.0,3.0,2.0,3906000.0,2048.0,10955.5,181.82,0.657
2,2.0,3.0,2.2,2726000.0,1024.0,11245.24,178.31,0.637
3,3.0,1.0,1.5,3018500.0,512.0,9492.9,335.78,0.968
4,3.0,3.0,6.0,3937333.33,2048.0,15413.67,200.74,0.476
5,1.0,2.0,1.67,3890333.33,1024.0,10077.5,103.53,0.638
6,1.0,2.0,2.0,105000000.0,2048.0,11197.73,92.96,0.565
7,1.0,3.0,1.67,787333.33,2048.0,10449.87,94.07,0.611
8,1.0,2.0,9.0,4263000.0,512.0,19156.5,51.87,0.067
9,3.0,2.0,3.0,4263000.0,512.0,12484.75,243.32,0.675
10,2.0,6.0,9.0,3937333.33,2048.0,14438.0,137.46,0.416
11,3.0,3.0,2.29,4083142.86,1024.0,11742.14,273.11,0.76
12,1.0,6.0,2.4,3462800.0,1024.0,11987.8,80.36,0.512
13,1.0,1.0,1.83,6342000.0,1024.0,10537.43,94.38,0.606
14,3.0,6.0,1.6,3406400.0,512.0,10108.22,313.51,0.901
15,1.0,2.0,1.25,1900500.0,2048.0,8733.08,116.1,0.725
16,1.0,2.0,12.0,5334000.0,2048.0,20239.33,50.76,0.0
17,2.0,2.0,6.0,5334000.0,2048.0,13208.33,150.35,0.498
18,1.0,1.0,2.2,3620400.0,512.0,11346.06,88.36,0.554
19,1.0,1.0,12.0,4263000.0,2048.0,14720.5,66.44,0.341
20,1.0,6.0,2.0,105000000.0,2048.0,11034.2,89.61,0.574
21,3.0,1.0,2.0,3564000.0,1024.0,10164.58,310.03,0.893
22,1.0,2.0,2.4,4458400.0,512.0,12421.52,84.98,0.488
23,3.0,1.0,1.5,656000.0,2048.0,9506.42,328.13,0.953
24,3.0,2.0,1.33,2184000.0,2048.0,9449.4,333.17,0.965
25,3.0,3.0,2.0,5454000.0,512.0,11079.68,291.96,0.822
26,2.0,6.0,2.0,2929333.33,2048.0,11112.43,176.51,0.642
27,2.0,6.0,1.33,4200000.0,1024.0,10340.57,190.9,0.701
28,1.0,1.0,12.0,4263000.0,1024.0,14963.0,66.02,0.326
29,3.0,1.0,12.0,5334000.0,2048.0,12293.67,242.61,0.682
30,1.0,3.0,2.67,8746666.67,1024.0,12097.33,79.62,0.505
31,2.0,6.0,2.67,2184000.0,512.0,11694.67,168.98,0.601
