Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,424.0,1.2,300.0,2000000.0,6400.0,13763.37,7070.43,0.68
1,1.0,460.0,2.44,7.0,600000.0,100000.0,20616.77,2971.81,0.64
2,3.0,400.0,2.0,5.5,10000000.0,100000.0,31478.5,11876.74,0.65
3,3.0,10000.0,6.0,7.0,100000.0,7000.0,200000.0,1097.7,0.08
4,1.0,400.0,1.33,300.0,1000000.0,100000.0,696.54,11973.53,0.75
5,1.0,40.0,12.0,4.0,2000000.0,10000.0,35708.0,8.55,0.59
6,3.0,550.0,2.0,120.0,2000000.0,100000.0,13794.7,9668.21,0.69
7,1.0,70.0,18.0,60.0,700000.0,100000.0,26704.67,26.87,0.62
8,1.0,61.43,2.14,120.0,10000000.0,6142.86,22669.61,57.88,0.64
9,3.0,40.0,1.33,60.0,10000000.0,4000.0,5969.12,256.58,0.69
10,3.0,262.0,15.0,10.0,460000.0,8200.0,52043.0,82.77,0.54
11,3.0,244.0,1.8,120.0,10000000.0,2800.0,13480.7,919.6,0.66
12,3.0,70.0,9.0,120.0,400000.0,100000.0,32021.33,49.01,0.61
13,3.0,535.0,6.0,5.5,700000.0,8500.0,81679.67,116.1,0.45
14,1.0,370.0,6.0,4.0,10000000.0,100000.0,43084.0,45.71,0.57
15,3.0,257.5,12.0,5.5,775000.0,100000.0,40185.0,65.46,0.58
16,3.0,556.92,1.85,6.54,10000000.0,7230.77,31740.89,5787.72,0.62
17,1.0,244.0,9.0,60.0,640000.0,8200.0,45765.2,27.1,0.56
18,1.0,280.0,9.0,120.0,100000.0,5500.0,45698.25,28.77,0.56
19,3.0,244.0,18.0,6.4,10000000.0,6400.0,31794.6,376.82,0.61
20,3.0,505.0,1.83,5.5,250000.0,100000.0,4810.9,7719.83,0.71
21,1.0,302.5,2.5,7.75,2000000.0,10000.0,30861.68,72.79,0.61
22,3.0,302.5,1.25,7.75,2000000.0,100000.0,3090.49,13775.2,0.75
23,3.0,55.0,9.0,60.0,550000.0,100000.0,26918.5,41.98,0.62
24,3.0,476.88,2.06,6.62,325000.0,7187.5,40152.98,3011.24,0.58
25,1.0,370.0,9.0,300.0,2000000.0,10000.0,50747.33,37.69,0.55
26,3.0,280.0,18.0,3.25,550000.0,100000.0,45640.0,79.17,0.56
27,3.0,370.0,18.0,10.0,2000000.0,1000.0,55962.67,106.56,0.53
28,3.0,82.0,9.0,8.2,280000.0,4600.0,34068.0,56.16,0.6
29,1.0,640.0,1.88,6.62,10000000.0,5500.0,23007.99,1303.85,0.63
30,3.0,70.0,6.0,7.0,10000000.0,7000.0,29780.33,55.11,0.61
31,1.0,700.0,12.0,300.0,700000.0,100000.0,56026.0,82.29,0.53
32,1.0,370.0,15.0,300.0,10000000.0,1000.0,39783.0,76.67,0.58
33,1.0,370.0,18.0,7.0,2000000.0,100000.0,39880.0,57.25,0.58
34,3.0,550.0,18.0,60.0,775000.0,7750.0,75905.25,141.83,0.47
35,3.0,10000.0,9.0,4.0,10000000.0,7000.0,192333.33,1178.83,0.1
36,1.0,302.5,9.0,3.25,2000000.0,7750.0,48555.25,34.53,0.55
37,1.0,254.29,2.14,5.5,357142.86,4214.29,34395.64,98.53,0.6
38,1.0,156.25,2.0,60.0,775000.0,5500.0,18245.34,142.8,0.65
39,3.0,700.0,18.0,7.0,2000000.0,100000.0,85956.0,169.3,0.43
40,3.0,10000.0,1.5,5.5,2000000.0,3250.0,20931.35,15721.85,0.72
41,1.0,10000.0,1.67,4.0,1000000.0,10000.0,3288.57,31271.33,0.94
42,1.0,685.0,12.0,5.5,700000.0,5500.0,63184.83,70.05,0.51
43,3.0,10000.0,1.6,4.6,10000000.0,6400.0,46785.94,15131.28,0.64
44,1.0,10000.0,1.0,4.0,10000000.0,4000.0,3260.33,26383.0,0.88
45,3.0,340.0,6.0,300.0,2000000.0,4000.0,55390.67,73.28,0.53
46,1.0,40.0,2.0,60.0,2000000.0,4000.0,17853.8,22.42,0.65
47,1.0,10000.0,18.0,7.0,100000.0,7000.0,157333.33,420.2,0.21
48,1.0,484.55,6.0,5.09,509090.91,5090.91,54145.09,47.49,0.54
49,1.0,257.5,12.0,7.75,325000.0,100000.0,45282.0,31.55,0.56
50,3.0,370.0,18.0,300.0,1000000.0,4000.0,54781.67,103.9,0.53
51,1.0,550.0,15.0,1.0,550000.0,100000.0,52044.0,70.53,0.54
52,1.0,10000.0,1.67,60.0,1000000.0,4000.0,3488.8,23654.67,0.85
53,3.0,10.0,1.6,60.0,280000.0,8200.0,6304.05,153.59,0.69
54,1.0,400.0,18.0,300.0,100000.0,7000.0,34332.0,63.93,0.6
55,1.0,340.0,18.0,60.0,700000.0,10000.0,46192.67,44.41,0.56
56,1.0,325.0,15.0,300.0,550000.0,3250.0,31778.0,60.67,0.61
57,1.0,370.0,2.67,10.0,10000000.0,100000.0,38373.44,75.8,0.59
58,1.0,700.0,1.83,300.0,10000000.0,4000.0,23559.25,1774.44,0.63
59,3.0,302.5,3.0,60.0,325000.0,100000.0,57323.25,83.89,0.53
60,1.0,205.0,2.17,120.0,2000000.0,7000.0,34031.6,28.25,0.6
61,1.0,302.5,9.0,300.0,550000.0,100000.0,47622.25,34.35,0.56
62,3.0,302.5,12.0,3.25,10000000.0,5500.0,48122.0,122.7,0.55
63,1.0,370.0,9.0,7.0,10000000.0,1000.0,44615.0,47.4,0.57
64,1.0,70.0,12.0,120.0,400000.0,4000.0,38161.33,13.53,0.59
65,3.0,370.0,12.0,120.0,2000000.0,4000.0,58682.67,91.03,0.52
