Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,467.83,8.96,300.0,908695.65,6086.96,39238.76,1249.81,0.58
1,3.0,222.73,9.73,300.0,1118181.82,6727.27,29721.42,2364.44,0.62
2,3.0,386.53,8.78,41.1,1108163.27,5040.82,50592.07,491.68,0.55
3,1.0,359.57,8.41,34.83,1088405.8,4652.17,39501.9,406.09,0.58
4,1.0,400.0,6.43,62.2,896666.67,100000.0,34875.75,1588.59,0.6
5,1.0,10000.0,5.7,41.3,1025000.0,6400.0,108944.54,6705.31,0.39
6,1.0,346.32,8.74,41.32,10000000.0,5263.16,35714.75,1189.52,0.59
7,3.0,10000.0,7.33,38.67,1037500.0,5500.0,151754.6,5033.98,0.25
8,3.0,60.0,3.22,61.33,10000000.0,4000.0,15877.09,621.91,0.66
9,3.0,460.0,15.43,45.86,10000000.0,6142.86,62603.57,171.87,0.51
10,1.0,262.0,3.8,300.0,1020000.0,100000.0,23465.55,574.14,0.63
11,1.0,10000.0,7.57,21.71,10000000.0,4857.14,112065.69,2263.92,0.36
12,3.0,424.0,5.8,102.1,10000000.0,100000.0,45063.34,4610.12,0.57
13,1.0,520.0,4.67,300.0,10000000.0,4000.0,32120.8,1260.67,0.61
14,1.0,257.5,16.5,47.75,10000000.0,100000.0,33735.75,47.12,0.6
15,3.0,291.25,5.29,57.33,716666.67,100000.0,34080.29,3629.17,0.6
16,1.0,670.0,8.0,7.0,10000000.0,100000.0,57709.0,77.92,0.52
17,3.0,10000.0,1.33,300.0,1366666.67,100000.0,8920.0,14796.83,0.75
18,3.0,10000.0,8.38,48.25,1156250.0,100000.0,168204.76,3297.24,0.19
19,3.0,10000.0,18.0,300.0,1033333.33,100000.0,206666.67,1135.67,0.06
20,3.0,10000.0,1.33,100.0,10000000.0,4000.0,16184.7,18268.0,0.77
21,3.0,10000.0,12.6,300.0,1220000.0,6400.0,209800.0,1082.46,0.05
22,1.0,10000.0,6.0,10.0,1033333.33,100000.0,141000.0,375.83,0.26
23,1.0,400.0,5.67,120.0,10000000.0,100000.0,35118.33,376.58,0.6
24,1.0,10000.0,16.0,63.33,1366666.67,100000.0,156333.33,409.58,0.21
