Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,381.25,8.06,53.56,870312.5,100000.0,43982.2,3908.81,0.58
1,3.0,420.77,7.9,47.67,10000000.0,5153.85,44070.63,1911.17,0.57
2,3.0,346.52,9.57,46.39,10000000.0,100000.0,39707.47,3557.09,0.59
3,3.0,413.45,8.16,47.19,957758.62,5732.76,54882.93,604.48,0.54
4,3.0,510.0,7.19,300.0,1070370.37,4666.67,59323.78,1063.63,0.53
5,1.0,350.71,9.18,39.41,1121428.57,100000.0,34833.1,1752.42,0.6
6,1.0,350.16,7.77,43.65,906299.21,5677.17,35057.88,744.36,0.6
7,3.0,10000.0,5.12,300.0,1162500.0,1000.0,158109.0,7353.61,0.27
8,3.0,10000.0,8.61,42.56,1005555.56,6250.0,152540.71,4783.28,0.26
9,3.0,289.0,8.45,300.0,850000.0,100000.0,36890.44,2176.4,0.6
10,1.0,10000.0,14.25,62.5,10000000.0,100000.0,157000.0,528.03,0.23
11,1.0,314.29,9.19,300.0,1304761.9,100000.0,31989.91,2984.35,0.61
12,1.0,506.36,7.18,300.0,1033333.33,5090.91,42494.84,975.41,0.58
13,1.0,330.0,7.86,47.31,10000000.0,5750.0,32161.28,805.93,0.61
14,1.0,10000.0,7.5,62.65,940000.0,100000.0,91445.68,11862.05,0.49
15,1.0,10000.0,8.26,45.29,1055263.16,5973.68,102579.28,8595.35,0.43
16,1.0,253.0,12.6,38.3,10000000.0,100000.0,37697.4,40.49,0.59
17,1.0,10000.0,7.5,300.0,800000.0,7750.0,143500.0,368.29,0.27
18,1.0,10000.0,6.35,42.59,10000000.0,4705.88,79450.0,11032.71,0.52
19,3.0,10000.0,7.2,41.25,1320000.0,100000.0,154696.01,3524.34,0.25
20,3.0,318.57,6.43,300.0,10000000.0,100000.0,32525.57,3143.63,0.61
21,3.0,10000.0,8.0,52.89,10000000.0,7500.0,145452.84,6333.15,0.29
22,3.0,10000.0,5.17,71.67,10000000.0,100000.0,100767.88,7849.3,0.43
23,3.0,415.0,10.12,300.0,10000000.0,4375.0,63766.62,120.84,0.51
24,1.0,244.0,2.2,40.2,10000000.0,100000.0,23242.36,288.17,0.64
25,1.0,244.0,2.0,300.0,10000000.0,100000.0,8219.76,1817.9,0.68
26,1.0,400.0,15.0,300.0,10000000.0,100000.0,33041.33,85.83,0.61
27,1.0,280.0,4.5,300.0,10000000.0,3250.0,34528.9,72.51,0.6
