Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,55.0,18.0,5.5,10000000.0,5500.0,23778.52,108.39,0.63
1,1.0,226.0,15.0,4.6,460000.0,100000.0,42431.6,29.44,0.57
2,1.0,226.0,15.0,120.0,820000.0,8200.0,38321.6,33.32,0.59
3,1.0,700.0,1.0,120.0,1000000.0,7000.0,2626.4,7556.32,0.72
4,1.0,74.29,1.86,60.0,485714.29,6142.86,19602.21,43.09,0.65
5,1.0,40.0,1.67,300.0,2000000.0,10000.0,6725.7,55.41,0.69
6,1.0,55.0,1.33,120.0,10000000.0,7000.0,14414.25,66.45,0.66
7,1.0,370.0,15.0,4.0,2000000.0,10000.0,44372.67,46.07,0.57
8,1.0,370.0,18.0,120.0,100000.0,10000.0,38508.67,55.16,0.59
9,3.0,403.75,18.0,5.5,662500.0,4375.0,57241.88,105.09,0.53
10,1.0,70.0,9.0,120.0,700000.0,10000.0,38171.67,13.45,0.59
11,3.0,58.46,2.0,7.23,653846.15,4461.54,16049.49,257.42,0.66
12,3.0,70.0,1.33,7.0,2000000.0,100000.0,3898.63,13041.4,0.74
13,1.0,343.0,1.9,4.6,2000000.0,4600.0,27550.27,169.64,0.62
14,1.0,700.0,2.67,120.0,2000000.0,100000.0,35910.5,2742.51,0.6
15,1.0,520.0,6.0,7.0,700000.0,4000.0,56005.83,50.62,0.53
16,1.0,10000.0,1.67,1.0,400000.0,5500.0,27664.03,21475.67,0.76
17,3.0,190.0,1.83,300.0,100000.0,4000.0,13228.77,717.01,0.67
18,1.0,220.0,9.0,4.0,550000.0,100000.0,44563.0,25.0,0.57
19,3.0,442.0,9.0,300.0,640000.0,8200.0,72517.6,105.58,0.48
20,3.0,40.0,2.0,10.0,10000000.0,4000.0,13952.9,89.41,0.66
21,3.0,10000.0,2.0,5.5,10000000.0,4000.0,77139.87,10917.9,0.51
22,1.0,370.0,12.0,120.0,2000000.0,1000.0,46959.0,49.15,0.56
23,1.0,802.0,2.6,120.0,280000.0,2800.0,38430.58,1482.02,0.59
24,3.0,32.5,1.5,300.0,10000000.0,5500.0,6572.07,204.4,0.69
25,3.0,266.15,2.08,3.77,2000000.0,5846.15,32307.09,536.73,0.6
26,1.0,355.0,2.17,7.75,550000.0,7750.0,23130.82,1090.05,0.63
27,1.0,535.0,12.0,4.0,700000.0,2500.0,57580.17,53.11,0.52
28,3.0,523.0,2.2,120.0,550000.0,4600.0,56639.38,1583.21,0.53
29,3.0,527.5,2.25,300.0,1000000.0,10000.0,49005.2,1994.42,0.55
30,1.0,40.0,1.83,120.0,700000.0,100000.0,6914.61,483.77,0.69
31,3.0,46.0,15.0,8.2,460000.0,4600.0,23087.4,39.57,0.63
32,3.0,190.0,6.0,3.57,485714.29,6142.86,41911.29,61.92,0.57
33,1.0,302.5,18.0,3.25,325000.0,5500.0,35526.25,50.12,0.59
