Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,400.0,12.0,7.0,700000.0,100000.0,71218.67,104.97,0.48
1,1.0,46.0,2.4,300.0,10000000.0,4600.0,24623.12,46.95,0.63
2,1.0,40.0,6.0,1.0,700000.0,100000.0,36500.67,7.93,0.59
3,1.0,318.57,2.43,3.57,871428.57,8714.29,22000.66,3793.26,0.64
4,1.0,100.0,2.33,4.0,1000000.0,100000.0,13750.33,638.34,0.66
5,1.0,370.0,9.0,120.0,550000.0,7000.0,51469.33,38.46,0.54
6,1.0,400.0,9.0,7.0,400000.0,100000.0,52194.33,43.06,0.54
7,1.0,700.0,2.67,7.0,10000000.0,100000.0,37919.75,3126.32,0.59
8,3.0,775.0,2.5,3.25,325000.0,100000.0,42722.62,4385.41,0.58
9,3.0,28.0,18.0,4.6,460000.0,4600.0,16860.0,31.79,0.65
10,3.0,280.0,6.0,1.0,325000.0,100000.0,50791.0,71.3,0.54
11,3.0,205.0,6.0,4.0,700000.0,7000.0,42535.67,61.27,0.57
12,1.0,70.0,2.67,10.0,2000000.0,7000.0,26879.3,58.97,0.62
13,1.0,370.0,18.0,60.0,1000000.0,100000.0,40243.0,53.69,0.58
14,3.0,1000.0,1.0,4.0,2000000.0,4000.0,5092.38,11210.27,0.73
15,1.0,302.5,18.0,10.0,775000.0,5500.0,35099.5,51.85,0.59
16,1.0,340.0,6.0,60.0,400000.0,10000.0,50169.33,32.4,0.55
17,1.0,370.0,2.0,60.0,2000000.0,7000.0,11837.83,2077.42,0.67
18,1.0,370.0,15.0,120.0,2000000.0,7000.0,39421.0,55.88,0.58
19,3.0,40.0,2.67,120.0,400000.0,100000.0,19562.03,235.15,0.64
20,1.0,10000.0,2.0,1.0,1000000.0,3250.0,37355.45,17718.73,0.7
