Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,82.0,17.4,50.0,1040000.0,6400.0,33695.2,57.76,0.6
1,3.0,700.0,8.0,100.0,10000000.0,4000.0,91272.33,191.34,0.42
2,3.0,280.0,1.75,45.25,575000.0,5500.0,9572.3,1234.51,0.68
3,1.0,340.0,1.33,63.33,10000000.0,10000.0,5257.82,7243.44,0.71
4,1.0,622.0,2.0,64.0,460000.0,100000.0,15140.06,8102.42,0.68
5,3.0,262.0,4.2,300.0,660000.0,8200.0,22309.85,5235.4,0.65
6,1.0,505.0,2.33,32.17,1183333.33,4000.0,28414.44,4527.02,0.63
7,3.0,340.0,9.0,43.33,1000000.0,7000.0,52979.33,73.9,0.54
8,1.0,10000.0,5.75,20.25,1275000.0,3250.0,105542.5,8580.3,0.42
9,1.0,400.0,18.0,63.33,10000000.0,7000.0,32345.0,86.9,0.61
