Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,406.82,6.41,28.41,981818.18,100000.0,43145.96,4712.35,0.58
1,1.0,404.84,7.71,47.58,1151612.9,100000.0,36786.33,1534.52,0.59
2,3.0,460.0,6.75,300.0,875000.0,100000.0,42152.12,6133.57,0.59
3,3.0,10000.0,15.0,16.4,280000.0,100000.0,205600.0,1130.16,0.06
4,3.0,10000.0,2.6,50.2,10000000.0,2800.0,93307.04,11241.9,0.47
5,3.0,533.12,8.0,300.0,968750.0,6062.5,60254.73,1968.15,0.52
6,3.0,183.57,7.14,73.71,10000000.0,100000.0,29636.47,1677.61,0.61
7,1.0,340.0,2.0,300.0,733333.33,100000.0,12619.22,7467.53,0.69
8,3.0,388.0,8.22,51.89,1092727.27,4436.36,50143.74,536.29,0.55
9,1.0,351.05,8.21,54.84,1150877.19,4947.37,39074.12,603.75,0.58
10,3.0,10000.0,3.75,7.75,1050000.0,100000.0,201250.0,1118.78,0.07
11,1.0,10000.0,9.35,47.61,1117391.3,6478.26,127949.22,4329.04,0.31
12,3.0,360.0,13.67,55.78,10000000.0,6000.0,50485.78,174.64,0.55
13,1.0,400.0,9.95,300.0,766666.67,6142.86,43714.72,88.66,0.57
14,3.0,10000.0,4.47,39.05,1226315.79,4789.47,108930.64,7997.39,0.4
15,1.0,127.69,10.46,49.31,10000000.0,4461.54,28962.06,39.14,0.62
16,3.0,287.5,3.0,43.58,10000000.0,5500.0,41128.71,459.29,0.58
17,1.0,55.0,4.63,76.38,10000000.0,100000.0,27364.39,33.44,0.62
18,1.0,302.5,3.0,300.0,10000000.0,5500.0,38739.85,43.18,0.58
19,3.0,10000.0,18.0,63.33,1516666.67,5500.0,210500.0,1186.57,0.04
20,3.0,370.0,8.0,300.0,10000000.0,10000.0,54156.33,103.04,0.53
21,3.0,10000.0,4.25,32.75,10000000.0,100000.0,97795.12,9510.5,0.44
22,1.0,10000.0,15.6,50.2,1420000.0,100000.0,156400.0,431.55,0.21
23,1.0,670.0,6.0,300.0,10000000.0,100000.0,63972.67,70.2,0.5
