Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,514.0,15.6,28.2,1030000.0,9100.0,50034.0,65.58,0.55
1,1.0,574.55,5.64,39.55,690909.09,5090.91,51947.75,588.49,0.54
2,1.0,70.0,17.0,63.33,1033333.33,100000.0,26672.0,27.35,0.62
3,3.0,10000.0,3.5,47.75,1025000.0,5500.0,159546.25,3137.35,0.21
4,3.0,700.0,17.0,43.33,733333.33,100000.0,92440.0,162.92,0.41
5,1.0,77.5,6.0,75.25,1500000.0,100000.0,37414.5,15.66,0.59
6,1.0,700.0,5.0,63.33,10000000.0,4000.0,61659.33,86.07,0.51
7,1.0,370.0,9.0,300.0,1033333.33,100000.0,50157.33,41.49,0.55
8,3.0,325.0,6.0,62.5,800000.0,7750.0,63421.5,95.71,0.5
9,3.0,700.0,10.0,63.33,1666666.67,100000.0,99570.67,146.34,0.39
