Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,222.4,9.02,51.84,1164000.0,5500.0,37046.99,438.72,0.59
1,1.0,10000.0,9.04,45.69,1073076.92,4807.69,121824.96,5148.34,0.33
2,1.0,82.0,15.0,300.0,1220000.0,4600.0,27894.6,29.52,0.62
3,3.0,329.74,9.47,47.08,1081578.95,100000.0,45981.6,2302.63,0.56
4,3.0,271.82,7.0,300.0,950000.0,5500.0,35609.18,1307.04,0.59
5,3.0,230.91,7.49,50.58,985454.55,5745.45,36917.29,968.56,0.59
6,3.0,400.0,7.19,63.96,10000000.0,7000.0,40517.31,1110.25,0.58
7,1.0,496.0,8.17,49.93,913333.33,100000.0,39572.0,4223.63,0.59
8,3.0,527.5,14.25,1.0,10000000.0,100000.0,66482.73,166.58,0.49
9,3.0,10000.0,7.26,53.32,1042105.26,4315.79,158596.76,4189.44,0.22
10,1.0,152.11,7.79,44.37,10000000.0,5263.16,26727.28,86.21,0.62
11,3.0,588.57,2.71,28.86,10000000.0,100000.0,43519.6,6358.1,0.58
12,1.0,340.0,13.0,1.0,10000000.0,100000.0,31768.33,66.8,0.61
13,1.0,280.0,3.5,300.0,1500000.0,100000.0,38098.9,46.68,0.58
14,1.0,48.57,5.43,300.0,10000000.0,3571.43,31477.51,32.73,0.61
15,3.0,10000.0,17.0,23.67,1033333.33,100000.0,206333.33,1137.4,0.05
16,1.0,527.5,7.0,300.0,10000000.0,100000.0,36468.45,5557.32,0.6
17,3.0,154.0,7.6,300.0,1130000.0,100000.0,24888.35,842.02,0.63
18,3.0,10000.0,14.25,300.0,800000.0,100000.0,207750.0,1125.42,0.05
19,3.0,10000.0,3.33,300.0,1333333.33,100000.0,136259.47,7288.93,0.31
20,1.0,70.0,3.0,300.0,1033333.33,7000.0,19237.1,65.72,0.65
21,3.0,10000.0,7.0,300.0,1666666.67,4000.0,209000.0,1045.8,0.04
22,1.0,280.0,2.0,75.25,10000000.0,100000.0,10572.4,7574.65,0.69
23,1.0,10000.0,2.83,300.0,883333.33,5500.0,70729.35,12501.77,0.54
24,1.0,10000.0,15.0,300.0,700000.0,10000.0,157666.67,428.3,0.2
