Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,10000.0,15.0,120.0,700000.0,7000.0,159333.33,425.54,0.2
1,3.0,40.0,6.0,4.0,2000000.0,7000.0,23607.33,34.57,0.63
2,1.0,280.0,1.94,6.06,550000.0,5500.0,25409.85,1677.52,0.63
3,1.0,32.5,2.75,120.0,10000000.0,7750.0,30273.25,9.33,0.61
4,1.0,325.0,1.7,4.6,730000.0,100000.0,4230.96,6715.91,0.71
5,1.0,622.0,18.0,60.0,460000.0,2800.0,50050.6,82.42,0.55
6,3.0,270.53,2.26,4.32,763157.89,5736.84,32032.28,1194.45,0.6
7,1.0,302.5,12.0,60.0,775000.0,100000.0,44350.5,39.82,0.56
8,1.0,40.0,2.33,7.0,2000000.0,4000.0,23960.93,11.26,0.63
9,1.0,77.5,2.25,300.0,2000000.0,3250.0,23701.15,54.45,0.63
10,3.0,410.91,2.18,5.91,2000000.0,5909.09,40917.01,1655.25,0.58
11,1.0,370.0,12.0,5.5,850000.0,100000.0,48860.0,40.96,0.55
12,3.0,10000.0,12.0,7.0,1000000.0,4000.0,199666.67,1168.23,0.07
13,1.0,35.71,2.29,300.0,485714.29,7428.57,25317.8,9.78,0.63
14,3.0,46.0,6.0,2.8,460000.0,100000.0,25407.2,35.92,0.63
15,3.0,77.5,18.0,7.75,550000.0,100000.0,33133.5,55.98,0.6
16,3.0,190.0,1.75,5.5,550000.0,100000.0,9265.1,12619.23,0.73
17,3.0,226.0,1.8,300.0,2000000.0,4600.0,9712.56,849.36,0.68
18,1.0,700.0,12.0,7.0,2000000.0,10000.0,55942.67,94.88,0.53
19,1.0,370.0,6.0,120.0,10000000.0,1000.0,46151.67,42.0,0.56
20,1.0,752.5,9.0,5.5,325000.0,7750.0,66621.5,73.19,0.49
21,3.0,10000.0,15.0,2.8,460000.0,4600.0,203000.0,1123.2,0.06
22,1.0,220.0,18.0,300.0,550000.0,7000.0,33192.0,39.68,0.6
23,1.0,355.0,1.67,120.0,2000000.0,100000.0,6873.09,6722.04,0.7
