Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,409.13,8.59,48.74,1187826.09,5069.57,39762.64,528.42,0.58
1,1.0,10000.0,8.76,55.47,964705.88,100000.0,104102.26,8389.51,0.42
2,1.0,10000.0,8.25,42.58,1129166.67,4187.5,106485.8,7516.99,0.4
3,1.0,285.51,10.88,34.57,979591.84,100000.0,40095.58,134.65,0.58
4,3.0,326.5,7.85,42.0,1065000.0,100000.0,46976.29,1530.03,0.56
5,3.0,305.34,8.84,45.83,986407.77,5805.83,40611.79,1054.11,0.58
6,1.0,408.57,8.89,42.8,10000000.0,5371.43,38042.86,130.62,0.59
7,1.0,55.0,2.5,300.0,10000000.0,4000.0,27043.6,42.6,0.62
8,3.0,10000.0,16.71,85.86,10000000.0,6142.86,193428.57,1344.66,0.1
9,1.0,523.0,2.0,120.0,1040000.0,100000.0,26592.24,6453.1,0.64
10,3.0,325.0,7.33,300.0,977777.78,100000.0,43273.44,3825.34,0.58
11,1.0,433.87,6.94,46.71,10000000.0,100000.0,31542.32,3549.91,0.61
12,1.0,559.64,8.5,300.0,1239285.71,6464.29,40191.31,1835.21,0.58
13,3.0,10000.0,8.27,46.75,1286363.64,5500.0,160037.52,4682.81,0.22
14,3.0,10000.0,4.4,300.0,1420000.0,5500.0,128900.14,7888.05,0.34
15,1.0,10000.0,4.6,300.0,1020000.0,100000.0,87426.52,11986.02,0.5
16,1.0,10000.0,3.71,37.43,10000000.0,100000.0,89313.49,9047.9,0.47
17,3.0,441.05,8.79,56.0,10000000.0,100000.0,45892.71,1575.02,0.56
18,3.0,10000.0,15.27,35.0,600000.0,100000.0,204636.36,1134.77,0.06
19,1.0,235.0,6.0,300.0,10000000.0,100000.0,41710.33,32.47,0.58
20,1.0,10000.0,16.8,62.2,10000000.0,4600.0,131766.0,625.23,0.29
21,1.0,10000.0,16.5,300.0,10000000.0,5500.0,152000.0,602.98,0.23
22,3.0,10000.0,3.75,300.0,10000000.0,5500.0,105236.7,9254.95,0.42
23,3.0,40.0,15.0,300.0,10000000.0,7000.0,19376.67,65.53,0.65
24,3.0,264.63,8.73,48.46,10000000.0,5170.73,37300.62,518.41,0.59
25,3.0,244.0,4.4,300.0,10000000.0,100000.0,38303.08,5039.27,0.6
26,1.0,10000.0,7.0,300.0,611111.11,5000.0,116061.26,6747.36,0.37
27,3.0,177.14,4.57,300.0,10000000.0,6142.86,36933.31,71.82,0.59
28,3.0,483.33,8.04,300.0,777777.78,6000.0,66814.74,505.41,0.5
29,1.0,10000.0,3.5,46.62,10000000.0,6625.0,49718.68,17085.69,0.66
30,3.0,10000.0,1.67,80.0,10000000.0,10000.0,18819.0,11663.6,0.69
31,1.0,284.29,8.95,300.0,947619.05,100000.0,35303.47,337.42,0.6
32,3.0,10000.0,3.0,27.57,771428.57,100000.0,122747.14,4923.56,0.33
33,1.0,302.5,12.0,300.0,10000000.0,5500.0,43513.25,43.93,0.57
34,1.0,10000.0,17.0,300.0,1366666.67,100000.0,160666.67,429.65,0.2
