Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,370.0,7.56,300.0,927777.78,5000.0,34163.44,151.86,0.6
1,3.0,300.32,7.35,48.65,970967.74,100000.0,37346.67,3936.78,0.59
2,1.0,379.84,9.8,45.33,1017187.5,5640.62,39821.69,391.34,0.58
3,3.0,365.34,8.26,53.16,986206.9,4724.14,51168.21,657.66,0.54
4,3.0,280.0,11.92,46.42,10000000.0,5846.15,41781.04,458.08,0.57
5,1.0,697.27,9.73,43.55,10000000.0,5500.0,46240.72,417.51,0.56
6,1.0,467.83,6.96,41.04,865217.39,100000.0,35589.75,2574.21,0.6
7,3.0,10000.0,5.25,45.5,10000000.0,4375.0,135178.75,4724.7,0.29
8,1.0,10000.0,8.94,40.81,737500.0,100000.0,121785.63,5813.24,0.34
9,3.0,10000.0,2.89,50.22,933333.33,6000.0,102118.78,8560.79,0.42
10,3.0,325.0,3.0,22.5,10000000.0,100000.0,15553.92,6599.65,0.67
11,1.0,700.0,18.0,26.67,10000000.0,100000.0,47059.0,111.47,0.56
12,3.0,10.0,2.0,300.0,10000000.0,7000.0,9357.93,45.77,0.68
13,3.0,10000.0,16.12,47.75,912500.0,7750.0,205875.0,1158.35,0.05
14,1.0,400.0,1.67,300.0,10000000.0,4000.0,25020.14,7249.58,0.65
15,3.0,402.73,4.64,300.0,1018181.82,7545.45,42730.95,1113.93,0.57
16,3.0,10000.0,4.2,300.0,1240000.0,4600.0,134522.9,7837.32,0.32
17,1.0,10000.0,12.22,87.78,1133333.33,6000.0,138547.96,3600.31,0.27
18,3.0,10000.0,14.0,13.83,850000.0,100000.0,202333.33,1135.93,0.06
19,1.0,10000.0,3.17,5.5,1200000.0,7000.0,87549.15,8039.05,0.46
20,1.0,640.0,2.6,60.4,10000000.0,100000.0,22388.32,12500.85,0.69
21,1.0,10000.0,17.0,300.0,1033333.33,4000.0,162000.0,422.69,0.19
22,3.0,10000.0,1.43,29.0,900000.0,100000.0,35185.81,14255.0,0.67
23,3.0,520.0,4.67,300.0,1516666.67,100000.0,51844.98,3056.68,0.54
24,1.0,10000.0,8.25,32.75,10000000.0,10000.0,135500.0,436.95,0.27
25,3.0,10000.0,12.0,60.33,10000000.0,100000.0,189000.0,1222.2,0.1
26,3.0,10000.0,15.0,300.0,10000000.0,7000.0,207000.0,1249.57,0.05
