Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,451.29,8.77,300.0,877419.35,3903.23,40143.22,205.83,0.58
1,3.0,394.83,8.5,47.88,1048275.86,100000.0,47893.52,3305.59,0.56
2,1.0,400.0,9.36,51.22,979545.45,5977.27,39944.06,593.31,0.58
3,3.0,378.57,8.32,51.4,973015.87,5142.86,50696.49,807.39,0.54
4,3.0,340.75,10.97,50.95,10000000.0,6400.0,45095.29,1017.73,0.56
5,1.0,500.71,9.02,40.07,10000000.0,6142.86,38264.03,376.06,0.58
6,1.0,343.0,7.84,36.72,936000.0,100000.0,32353.9,1790.31,0.6
7,3.0,10000.0,7.15,30.46,10000000.0,5846.15,152110.0,3426.56,0.23
8,1.0,10000.0,8.04,48.04,896428.57,100000.0,111720.02,7487.86,0.38
9,3.0,10000.0,8.32,48.51,965853.66,6268.29,155638.15,4686.29,0.23
10,3.0,419.09,6.64,31.91,10000000.0,100000.0,39235.19,4560.63,0.59
11,3.0,60.0,4.11,300.0,10000000.0,5000.0,21761.34,95.74,0.64
12,1.0,527.5,17.25,50.0,10000000.0,100000.0,44326.25,84.2,0.56
13,1.0,244.0,6.8,300.0,10000000.0,5500.0,36210.84,2191.37,0.59
14,3.0,342.31,7.23,300.0,1103846.15,5153.85,42062.53,653.22,0.57
15,3.0,10000.0,7.85,33.8,740000.0,100000.0,125205.1,7131.03,0.34
16,3.0,10000.0,7.13,300.0,1166666.67,6400.0,156027.87,6223.43,0.24
17,3.0,10000.0,2.0,300.0,10000000.0,1000.0,85203.93,11962.8,0.5
18,1.0,10000.0,8.11,55.66,954285.71,4857.14,120570.69,4016.14,0.33
19,1.0,370.0,10.0,4.0,10000000.0,100000.0,40674.67,61.67,0.58
20,1.0,70.0,4.67,300.0,10000000.0,100000.0,25219.38,329.12,0.63
21,1.0,775.0,2.5,67.75,10000000.0,100000.0,23092.82,10147.21,0.67
22,1.0,10000.0,17.0,300.0,1033333.33,4000.0,162000.0,422.69,0.19
23,3.0,10000.0,13.5,300.0,10000000.0,5500.0,203000.0,1251.8,0.06
24,3.0,10000.0,7.0,300.0,10000000.0,100000.0,155773.62,5328.4,0.23
25,1.0,460.0,3.71,300.0,900000.0,100000.0,32284.13,1324.75,0.6
26,3.0,480.0,5.22,300.0,1566666.67,100000.0,42869.13,3919.32,0.58
27,1.0,280.0,15.0,300.0,325000.0,100000.0,39848.0,42.74,0.58
28,1.0,10000.0,8.0,26.5,10000000.0,8875.0,118514.25,4491.1,0.34
29,3.0,10000.0,14.0,50.33,10000000.0,100000.0,187833.33,1277.18,0.11
30,1.0,40.0,17.0,300.0,10000000.0,100000.0,30458.33,21.9,0.61
31,1.0,10000.0,3.13,300.0,1162500.0,6625.0,56155.47,16159.48,0.62
32,3.0,10000.0,2.33,300.0,1033333.33,100000.0,87333.67,5965.7,0.44
33,1.0,10000.0,1.67,120.0,10000000.0,7000.0,4725.8,24909.67,0.86
34,1.0,10000.0,6.2,300.0,1420000.0,100000.0,112569.62,6343.3,0.37
