Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,419.09,9.3,49.94,857575.76,100000.0,34005.96,2546.61,0.6
1,3.0,310.0,7.33,300.0,1480000.0,5200.0,38792.43,2389.85,0.59
2,3.0,288.44,9.84,59.19,912500.0,100000.0,37098.74,1607.03,0.59
3,3.0,370.0,5.83,13.83,10000000.0,100000.0,39885.88,1746.71,0.58
4,3.0,393.18,8.42,42.17,1046969.7,5090.91,54503.4,642.96,0.53
5,3.0,10000.0,7.46,37.65,853846.15,4807.69,147910.67,5906.35,0.27
6,1.0,700.0,2.0,300.0,10000000.0,4000.0,31351.23,1064.56,0.61
7,1.0,325.0,16.5,300.0,800000.0,5500.0,31509.25,60.35,0.61
8,1.0,100.0,2.0,300.0,1033333.33,100000.0,12685.74,888.36,0.67
9,1.0,297.7,8.51,56.84,1114754.1,6901.64,38913.39,466.85,0.58
10,1.0,717.14,4.0,300.0,1442857.14,6142.86,39993.24,1329.32,0.58
11,1.0,437.5,7.55,69.05,10000000.0,6400.0,30952.73,572.28,0.61
12,3.0,248.5,6.75,66.05,10000000.0,5050.0,32550.56,1488.32,0.6
13,1.0,640.0,11.4,300.0,840000.0,100000.0,53323.4,78.45,0.54
14,3.0,700.0,2.33,300.0,1033333.33,100000.0,84365.12,9298.16,0.48
15,1.0,163.0,9.8,33.4,10000000.0,100000.0,28962.63,49.89,0.62
16,1.0,10000.0,2.2,50.2,1400000.0,6400.0,30379.68,22547.17,0.76
17,1.0,10000.0,5.0,21.71,10000000.0,4857.14,96951.09,7905.46,0.43
18,3.0,10000.0,16.0,60.33,10000000.0,1000.0,177666.67,1530.03,0.15
19,3.0,604.0,13.2,300.0,840000.0,100000.0,81370.6,129.15,0.45
20,3.0,10000.0,4.67,5.5,10000000.0,5500.0,98991.55,8892.48,0.43
21,3.0,10000.0,3.25,120.0,1250000.0,100000.0,152157.73,5048.7,0.25
22,3.0,10000.0,13.0,20.67,2000000.0,100000.0,198000.0,1113.47,0.08
23,1.0,10000.0,15.0,105.0,1025000.0,5500.0,156750.0,428.6,0.21
24,1.0,10000.0,2.33,60.33,1333333.33,100000.0,88277.4,8800.91,0.46
