Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,340.0,8.58,51.33,1050000.0,5650.0,39089.93,546.98,0.59
1,1.0,337.41,8.5,48.16,1062068.97,100000.0,36191.7,1464.27,0.6
2,3.0,394.55,6.48,300.0,1096969.7,5090.91,46077.34,1512.08,0.57
3,1.0,10000.0,9.18,48.36,1209090.91,5909.09,121165.73,3998.36,0.35
4,1.0,10000.0,7.5,300.0,1268750.0,4375.0,121742.68,5294.17,0.35
5,3.0,406.56,9.08,44.22,1065625.0,100000.0,53845.81,2256.25,0.55
6,1.0,355.0,8.35,55.62,10000000.0,4937.5,36986.77,305.69,0.59
7,3.0,10000.0,7.86,48.14,1008571.43,5114.29,149564.73,5490.81,0.28
8,1.0,360.0,6.72,36.0,10000000.0,100000.0,28121.47,2406.36,0.62
9,3.0,10000.0,6.88,44.18,917647.06,100000.0,168250.77,4287.31,0.21
10,3.0,338.85,7.77,41.85,10000000.0,100000.0,32803.72,4218.09,0.61
11,3.0,398.74,7.94,49.64,1081512.61,5537.82,48850.1,1606.17,0.56
12,1.0,518.5,9.9,300.0,890000.0,5500.0,40459.96,1401.88,0.58
13,3.0,10000.0,2.2,300.0,10000000.0,6400.0,96607.06,7632.92,0.44
14,3.0,319.77,7.65,51.6,10000000.0,4767.44,36629.16,1113.52,0.6
15,1.0,10000.0,6.84,51.63,784210.53,100000.0,93723.97,10580.91,0.48
16,1.0,381.74,8.26,300.0,1369565.22,100000.0,32815.99,2579.43,0.61
17,1.0,40.0,6.0,300.0,10000000.0,4000.0,36473.67,9.43,0.6
18,3.0,10000.0,4.33,74.56,10000000.0,5000.0,137246.69,8431.26,0.34
19,3.0,516.25,10.38,300.0,10000000.0,5500.0,70979.27,147.83,0.49
20,3.0,376.43,7.93,300.0,821428.57,100000.0,34588.8,3961.89,0.61
21,3.0,10000.0,14.0,51.83,10000000.0,100000.0,186000.0,1320.27,0.14
22,1.0,10000.0,3.25,45.25,10000000.0,100000.0,98073.65,7957.68,0.44
23,1.0,257.5,4.5,300.0,10000000.0,100000.0,28977.97,69.86,0.62
24,1.0,10000.0,15.0,300.0,10000000.0,100000.0,153666.67,522.93,0.24
25,3.0,10000.0,6.73,300.0,1381818.18,4272.73,139164.24,7140.0,0.32
26,1.0,10000.0,6.0,70.14,10000000.0,7428.57,134285.71,417.35,0.3
27,1.0,670.0,15.0,300.0,10000000.0,7000.0,51079.0,147.91,0.55
