Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,497.06,8.71,300.0,10000000.0,4705.88,56498.07,1755.33,0.53
1,1.0,395.71,8.25,44.48,1065546.22,5084.03,39495.64,1010.96,0.58
2,3.0,342.61,13.43,41.39,10000000.0,6086.96,51305.22,121.44,0.54
3,3.0,361.15,8.49,41.77,952459.02,100000.0,47364.86,2072.94,0.56
4,3.0,398.77,8.45,50.12,1039344.26,5352.46,51032.65,852.98,0.55
5,3.0,475.52,9.28,300.0,968965.52,5034.48,63267.75,1011.76,0.51
6,1.0,370.0,9.15,36.98,10000000.0,6175.0,35948.38,282.61,0.59
7,1.0,335.71,8.11,55.46,1168253.97,100000.0,33859.52,1228.53,0.6
8,1.0,10000.0,10.19,28.63,862500.0,100000.0,132730.17,3837.62,0.3
9,3.0,10000.0,12.86,54.5,692857.14,100000.0,206857.14,1116.95,0.06
10,1.0,10000.0,6.58,53.45,967741.94,5064.52,99446.38,8428.19,0.43
11,3.0,10000.0,9.11,47.75,1061111.11,5750.0,173794.93,3431.85,0.17
12,3.0,344.29,3.57,49.57,10000000.0,100000.0,33488.98,6968.28,0.62
13,1.0,518.06,8.16,300.0,1061290.32,5935.48,45595.54,156.79,0.56
14,3.0,588.57,1.86,28.93,10000000.0,4857.14,35745.3,2847.21,0.6
15,3.0,10000.0,7.5,30.31,10000000.0,6062.5,144925.7,4897.22,0.27
16,1.0,10000.0,17.0,300.0,1333333.33,100000.0,156333.33,428.12,0.21
17,3.0,10000.0,3.25,300.0,10000000.0,7750.0,161275.08,5141.38,0.22
18,1.0,280.0,16.8,300.0,1600000.0,100000.0,28253.2,57.79,0.62
19,3.0,170.0,13.33,300.0,822222.22,100000.0,41114.78,62.67,0.58
20,1.0,400.0,4.0,300.0,10000000.0,100000.0,48343.33,48.63,0.55
21,1.0,332.94,7.06,61.47,10000000.0,100000.0,34894.26,356.84,0.6
22,1.0,10000.0,8.92,300.0,961538.46,5846.15,139246.53,2757.91,0.27
23,3.0,10000.0,4.86,300.0,1028571.43,6142.86,123571.83,8664.17,0.36
24,1.0,10000.0,4.78,49.11,10000000.0,5000.0,104089.0,5445.2,0.39
25,1.0,244.0,7.1,300.0,10000000.0,6400.0,31641.42,675.61,0.61
26,1.0,149.09,4.45,300.0,1027272.73,100000.0,21177.16,2354.84,0.64
27,1.0,10000.0,4.4,300.0,10000000.0,4600.0,107611.0,6863.38,0.39
28,3.0,10000.0,1.33,7.0,400000.0,100000.0,9558.53,15981.0,0.75
29,1.0,10000.0,17.25,47.75,10000000.0,5500.0,131093.75,685.95,0.29
30,3.0,10000.0,16.2,16.4,10000000.0,100000.0,171400.0,1504.26,0.17
31,3.0,244.0,4.6,300.0,10000000.0,100000.0,21843.56,1543.0,0.64
32,1.0,10000.0,18.0,36.14,1028571.43,6142.86,158857.14,435.91,0.2
33,3.0,442.0,1.8,300.0,840000.0,100000.0,27303.38,9479.47,0.65
34,3.0,55.0,16.5,60.25,10000000.0,100000.0,22972.0,88.44,0.63
35,3.0,10000.0,2.67,100.0,10000000.0,100000.0,146949.0,3546.43,0.25
36,1.0,10000.0,2.67,300.0,1333333.33,100000.0,49710.87,19748.03,0.68
37,1.0,10000.0,4.0,20.25,10000000.0,100000.0,69089.52,14226.21,0.57
