Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,55.0,2.0,300.0,2000000.0,100000.0,10177.69,694.86,0.67
1,1.0,550.0,18.0,300.0,325000.0,7750.0,40414.25,78.03,0.58
2,1.0,280.0,18.0,5.5,1000000.0,3250.0,38909.0,41.97,0.58
3,3.0,289.0,1.95,5.5,550000.0,6850.0,18382.01,2925.08,0.65
4,1.0,347.5,1.88,4.94,775000.0,5500.0,21543.56,872.1,0.64
5,1.0,10000.0,1.67,300.0,10000000.0,4000.0,3612.47,23881.67,0.85
6,1.0,580.0,2.56,60.0,500000.0,8000.0,36836.93,801.3,0.59
7,1.0,70.0,9.0,300.0,400000.0,100000.0,38649.33,13.38,0.58
8,1.0,305.71,9.0,4.86,357142.86,6142.86,47577.0,31.49,0.55
9,3.0,400.0,1.67,60.0,10000000.0,100000.0,4117.71,14606.07,0.76
10,3.0,500.91,1.73,4.27,10000000.0,5909.09,34189.18,3743.89,0.6
11,3.0,343.0,1.7,7.3,2000000.0,5500.0,15455.47,3534.4,0.66
12,3.0,331.43,1.86,6.14,742857.14,100000.0,8796.31,9030.2,0.7
13,3.0,40.0,6.0,60.0,400000.0,100000.0,23135.0,33.22,0.63
14,1.0,527.5,12.0,3.25,2000000.0,100000.0,49082.75,66.55,0.55
15,3.0,370.0,12.0,1.0,2000000.0,100000.0,62640.67,89.86,0.51
16,1.0,442.0,6.0,2.8,280000.0,6400.0,52287.8,43.53,0.54
17,1.0,70.0,6.0,7.0,2000000.0,4000.0,36140.0,14.07,0.59
18,3.0,385.0,6.0,4.0,400000.0,5500.0,64278.67,96.42,0.5
19,3.0,400.0,9.0,4.0,2000000.0,100000.0,68599.33,109.15,0.49
20,1.0,10.0,9.0,4.0,2000000.0,4000.0,35973.67,2.41,0.59
21,1.0,280.0,1.89,300.0,400000.0,5000.0,15910.92,471.03,0.66
22,3.0,527.5,12.0,60.0,775000.0,10000.0,76955.25,116.06,0.46
23,1.0,25.0,2.0,4.0,700000.0,100000.0,13156.71,86.4,0.67
24,3.0,460.0,9.0,6.14,357142.86,6142.86,71734.86,103.91,0.48
25,3.0,32.5,2.25,300.0,1000000.0,5500.0,14646.95,65.13,0.66
26,1.0,370.0,2.33,5.5,2000000.0,7000.0,17127.07,1201.29,0.65
27,3.0,302.5,1.75,120.0,2000000.0,100000.0,11569.3,11017.81,0.71
28,1.0,370.0,15.0,120.0,10000000.0,100000.0,37415.0,77.24,0.59
29,3.0,40.0,12.0,60.0,10000000.0,4000.0,18982.67,44.83,0.65
30,3.0,344.29,6.0,6.14,614285.71,100000.0,62017.14,92.18,0.51
31,1.0,302.5,6.0,120.0,100000.0,7750.0,46479.25,32.17,0.56
32,1.0,40.0,12.0,7.0,100000.0,100000.0,39001.67,8.33,0.58
33,1.0,177.14,2.29,300.0,742857.14,100000.0,22002.82,409.7,0.64
34,3.0,370.0,12.0,8.0,500000.0,7000.0,61053.89,90.78,0.51
35,3.0,370.0,3.0,300.0,400000.0,100000.0,61252.67,89.75,0.51
36,1.0,670.0,2.33,300.0,10000000.0,1000.0,37682.33,340.79,0.59
37,3.0,640.0,2.0,120.0,2000000.0,1000.0,47194.64,1101.12,0.56
38,1.0,55.0,2.0,120.0,2000000.0,7750.0,17240.58,56.81,0.65
39,1.0,527.5,12.0,5.5,2000000.0,3250.0,51479.75,69.75,0.54
40,3.0,244.0,18.0,8.2,640000.0,4600.0,42715.0,79.98,0.57
41,3.0,580.0,1.89,120.0,500000.0,100000.0,32031.05,9597.79,0.64
42,1.0,244.0,1.4,2.8,10000000.0,8200.0,6039.58,1329.44,0.69
43,3.0,10000.0,1.33,120.0,2000000.0,7000.0,11873.9,17687.67,0.76
44,3.0,82.0,15.0,4.6,820000.0,6400.0,34359.6,56.42,0.6
45,1.0,700.0,15.0,7.0,10000000.0,10000.0,44391.33,129.42,0.56
46,1.0,55.0,18.0,3.25,2000000.0,5500.0,28315.75,20.69,0.62
47,1.0,10.0,12.0,3.25,550000.0,3250.0,35875.5,2.26,0.59
48,1.0,400.0,12.0,60.0,2000000.0,4000.0,46563.67,55.03,0.56
49,3.0,370.0,18.0,60.0,2000000.0,7000.0,53274.33,103.62,0.54
50,3.0,370.0,15.0,120.0,1000000.0,10000.0,54196.33,103.26,0.53
51,1.0,70.0,9.0,4.0,2000000.0,100000.0,37850.0,14.05,0.59
52,1.0,370.0,2.67,300.0,2000000.0,1000.0,44476.67,52.12,0.56
53,3.0,40.0,1.33,120.0,10000000.0,4000.0,5815.61,1242.45,0.69
54,3.0,752.5,18.0,5.5,775000.0,100000.0,90294.75,167.56,0.42
55,1.0,10000.0,1.33,4.0,400000.0,1000.0,3740.13,21531.67,0.83
56,1.0,340.0,1.67,300.0,10000000.0,100000.0,854.89,2702.89,0.71
57,1.0,10000.0,2.0,7.0,2000000.0,100000.0,47476.53,19251.23,0.68
58,1.0,370.0,1.0,120.0,100000.0,1000.0,22028.47,1001.49,0.64
