Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,318.57,8.51,43.92,1106349.21,100000.0,36172.28,635.23,0.59
1,3.0,414.64,8.08,42.3,1035200.0,5536.0,50258.79,1226.03,0.55
2,1.0,468.78,7.39,40.88,10000000.0,6487.8,36967.35,990.13,0.59
3,1.0,291.25,8.19,300.0,796875.0,4656.25,35330.03,319.44,0.59
4,3.0,10000.0,8.32,43.74,1144117.65,5500.0,138491.94,6117.27,0.29
5,1.0,417.79,7.61,56.17,1116814.16,5699.12,37472.77,736.36,0.59
6,1.0,412.86,8.95,31.81,10000000.0,100000.0,39622.13,534.43,0.58
7,3.0,350.24,7.2,37.1,10000000.0,4512.2,43185.66,1077.28,0.57
8,3.0,10000.0,8.0,57.33,875000.0,100000.0,157232.6,4142.33,0.22
9,3.0,370.0,7.67,300.0,10000000.0,100000.0,50568.07,4242.85,0.55
10,1.0,10000.0,1.75,90.0,10000000.0,100000.0,35431.15,21831.47,0.75
11,1.0,355.79,7.95,300.0,578947.37,100000.0,33866.73,2481.62,0.6
12,3.0,287.5,8.25,300.0,10000000.0,4750.0,46441.46,121.08,0.56
13,3.0,243.39,7.86,53.59,1064406.78,100000.0,32226.29,3796.1,0.61
14,3.0,10000.0,6.62,300.0,892307.69,5846.15,145246.64,6079.43,0.27
15,1.0,70.0,10.0,300.0,10000000.0,4000.0,36158.33,16.6,0.59
16,1.0,10000.0,16.0,20.67,10000000.0,100000.0,110368.67,399.02,0.35
17,3.0,452.5,10.0,300.0,1283333.33,100000.0,57018.56,961.1,0.52
18,3.0,340.0,8.42,38.58,10000000.0,100000.0,36743.48,4117.05,0.6
19,1.0,10000.0,8.95,50.28,982500.0,5500.0,112923.3,7121.1,0.38
20,1.0,10000.0,10.9,27.43,1119047.62,100000.0,128187.45,4612.25,0.31
21,3.0,395.71,8.93,300.0,892857.14,4857.14,54313.65,268.52,0.53
22,3.0,10000.0,9.13,43.53,10000000.0,6400.0,166630.8,4475.48,0.2
23,3.0,10000.0,5.0,300.0,10000000.0,2800.0,161262.36,6009.3,0.23
24,1.0,10000.0,3.0,300.0,1025000.0,5500.0,72776.88,15935.56,0.58
25,1.0,10000.0,14.4,32.4,10000000.0,4600.0,129037.5,523.65,0.29
26,1.0,10000.0,2.0,71.83,10000000.0,5500.0,47000.42,14017.62,0.63
27,1.0,10000.0,16.5,300.0,800000.0,5500.0,156750.0,434.96,0.2
28,1.0,10000.0,12.0,300.0,1033333.33,100000.0,148333.33,405.43,0.23
29,1.0,10000.0,3.33,300.0,10000000.0,100000.0,94737.93,10909.81,0.46
