Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,338.5,7.1,300.0,1060000.0,5500.0,33775.31,1252.37,0.6
1,3.0,10000.0,13.33,55.78,10000000.0,2000.0,188666.67,1481.27,0.11
2,3.0,303.68,7.21,300.0,1078947.37,6684.21,40900.24,1652.81,0.58
3,3.0,420.83,8.3,43.53,1049074.07,5000.0,53469.1,618.14,0.54
4,1.0,363.43,8.34,39.19,1082481.75,4678.83,39446.48,398.37,0.58
5,3.0,331.43,4.29,300.0,1171428.57,100000.0,30686.53,6286.24,0.62
6,1.0,411.43,7.68,54.84,906349.21,100000.0,37896.51,1472.59,0.59
7,1.0,10000.0,7.37,49.29,1100000.0,6268.29,108010.77,7181.91,0.4
8,1.0,246.25,8.08,46.04,10000000.0,5125.0,32965.23,511.72,0.6
9,1.0,10000.0,16.12,300.0,800000.0,6625.0,161250.0,419.86,0.2
10,3.0,10000.0,9.13,46.96,1075555.56,4800.0,169207.37,3580.54,0.19
11,3.0,274.71,9.18,49.94,10000000.0,4970.59,43438.98,269.4,0.57
12,3.0,370.0,3.33,300.0,10000000.0,100000.0,50429.6,3100.17,0.55
13,1.0,377.5,4.0,300.0,791666.67,100000.0,28602.37,3101.3,0.62
14,1.0,10000.0,5.5,300.0,700000.0,100000.0,97821.55,9913.68,0.45
15,1.0,10000.0,8.95,56.0,10000000.0,6210.53,99057.64,7488.11,0.42
16,3.0,496.0,4.53,92.73,10000000.0,100000.0,33735.23,6378.71,0.62
17,1.0,460.0,5.29,300.0,10000000.0,3571.43,32557.97,1084.12,0.6
18,1.0,379.0,9.35,54.15,10000000.0,100000.0,35711.08,568.55,0.59
19,1.0,10000.0,2.2,300.0,1240000.0,6400.0,57279.28,15496.72,0.62
20,3.0,328.0,7.4,47.62,886666.67,100000.0,44540.62,2185.83,0.57
21,3.0,670.0,11.0,300.0,10000000.0,7000.0,86339.33,158.0,0.43
22,3.0,10000.0,1.33,300.0,1366666.67,100000.0,8920.0,14796.83,0.75
23,3.0,10000.0,7.78,42.0,995652.17,100000.0,162152.29,3782.05,0.21
24,1.0,10000.0,8.55,40.59,1077272.73,100000.0,127724.54,4162.84,0.31
25,3.0,10000.0,18.0,300.0,1033333.33,100000.0,206666.67,1135.67,0.06
26,3.0,10000.0,2.0,110.0,10000000.0,5500.0,81789.52,11015.75,0.51
27,3.0,10000.0,8.8,300.0,1320000.0,5500.0,152126.13,6125.77,0.26
28,3.0,40.0,2.0,300.0,10000000.0,1000.0,18353.87,47.4,0.65
29,1.0,10000.0,4.75,300.0,10000000.0,1000.0,101217.02,6833.45,0.41
30,3.0,70.0,16.0,10.0,10000000.0,100000.0,28409.67,58.09,0.62
31,1.0,10000.0,15.0,10.0,10000000.0,100000.0,144666.67,435.48,0.25
32,1.0,10000.0,2.0,120.0,10000000.0,100000.0,46680.63,18214.62,0.68
