Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,10000.0,9.0,20.67,400000.0,100000.0,147333.33,361.88,0.2
1,3.0,659.29,6.57,17.5,1164285.71,6785.71,76301.29,1516.08,0.45
2,3.0,10000.0,3.0,45.25,325000.0,7750.0,109773.23,7488.6,0.39
3,1.0,370.0,1.67,7.0,1666666.67,7000.0,11569.2,2050.28,0.67
4,1.0,325.0,8.25,18.0,1050000.0,100000.0,47216.25,40.02,0.55
5,3.0,370.0,3.0,20.67,10000000.0,100000.0,5658.28,12022.13,0.76
6,3.0,700.0,15.0,20.67,10000000.0,100000.0,84433.0,241.18,0.42
7,1.0,424.0,14.4,74.0,1240000.0,8200.0,44143.4,57.21,0.56
8,3.0,700.0,12.0,100.0,400000.0,100000.0,93037.0,149.76,0.39
9,1.0,340.0,5.67,300.0,700000.0,100000.0,37334.87,57.42,0.58
