Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,10000.0,9.54,300.0,1176923.08,5846.15,111198.72,7333.16,0.39
1,3.0,392.17,8.57,49.21,1134057.97,5760.87,49598.17,749.93,0.55
2,3.0,10000.0,7.54,52.89,1132432.43,4648.65,148647.2,6222.3,0.27
3,1.0,293.73,8.86,45.64,1115254.24,100000.0,34036.72,1598.16,0.6
4,1.0,312.73,8.48,300.0,1206060.61,5363.64,33533.37,899.75,0.6
5,1.0,393.57,9.17,43.67,10000000.0,6142.86,38515.74,93.35,0.59
6,3.0,10000.0,4.88,48.0,1258823.53,100000.0,122469.58,7601.93,0.36
7,3.0,270.0,7.22,61.83,10000000.0,100000.0,28147.37,4296.06,0.62
8,3.0,360.53,15.16,41.32,10000000.0,5736.84,52304.95,213.88,0.54
9,1.0,355.98,7.86,48.29,1166393.44,5573.77,37282.71,506.57,0.59
10,3.0,256.32,6.32,300.0,1184210.53,5263.16,40487.04,263.8,0.58
11,3.0,332.5,2.83,52.0,10000000.0,5875.0,28060.78,3386.14,0.62
12,1.0,622.0,1.4,300.0,10000000.0,4600.0,9708.38,6259.52,0.69
13,3.0,10000.0,13.0,4.0,10000000.0,7000.0,169333.33,1498.13,0.17
14,3.0,82.0,1.8,300.0,10000000.0,2800.0,16135.47,871.16,0.66
15,3.0,10000.0,1.75,300.0,550000.0,3250.0,65989.95,14232.25,0.58
16,3.0,414.24,9.08,44.39,1028813.56,100000.0,59225.09,2260.05,0.52
17,1.0,302.5,9.75,300.0,10000000.0,7750.0,45096.0,40.19,0.56
18,1.0,10000.0,4.41,38.47,864705.88,6823.53,77104.8,13197.42,0.54
19,1.0,10000.0,9.29,30.29,10000000.0,3571.43,118181.26,2296.2,0.34
20,1.0,10000.0,8.88,44.94,1370588.24,100000.0,110625.42,6897.11,0.38
21,3.0,244.0,8.47,300.0,1293333.33,100000.0,36079.98,5776.83,0.6
22,1.0,264.35,10.35,58.96,10000000.0,100000.0,30779.23,2725.99,0.61
23,1.0,370.0,6.0,300.0,10000000.0,100000.0,30717.93,1362.01,0.61
24,3.0,10000.0,4.57,51.86,10000000.0,4857.14,146289.79,6811.61,0.28
25,1.0,205.0,8.17,300.0,950000.0,100000.0,30447.53,769.37,0.61
26,1.0,10000.0,16.8,50.2,1040000.0,1900.0,156700.0,434.9,0.21
27,3.0,10000.0,11.0,300.0,1366666.67,7000.0,201000.0,1180.0,0.07
28,1.0,370.0,18.0,300.0,10000000.0,100000.0,35746.0,92.8,0.59
29,3.0,10000.0,2.75,47.5,10000000.0,100000.0,104795.12,9473.4,0.42
30,1.0,10000.0,10.0,300.0,1333333.33,100000.0,149333.33,382.05,0.23
31,3.0,302.5,13.5,300.0,10000000.0,7750.0,52496.25,109.41,0.54
32,3.0,370.0,15.0,300.0,10000000.0,100000.0,53182.0,161.9,0.54
