Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,10000.0,15.0,120.0,700000.0,7000.0,159333.33,425.54,0.2
1,1.0,177.14,1.86,4.86,357142.86,6142.86,26620.89,52.68,0.62
2,1.0,244.0,1.6,6.4,640000.0,100000.0,704.35,2075.74,0.71
3,1.0,752.5,18.0,60.0,550000.0,3250.0,56858.0,93.37,0.52
4,3.0,247.27,2.09,5.91,918181.82,5090.91,27321.57,1270.56,0.62
5,1.0,370.0,12.0,60.0,1000000.0,100000.0,46580.67,46.27,0.56
6,1.0,280.0,12.0,5.5,1000000.0,100000.0,44378.75,34.76,0.56
7,3.0,10000.0,12.0,7.0,1000000.0,4000.0,199666.67,1168.23,0.07
8,1.0,10.0,1.75,300.0,325000.0,7750.0,15316.15,7.27,0.66
9,1.0,700.0,12.0,7.0,2000000.0,10000.0,55942.67,94.88,0.53
10,1.0,752.5,9.0,5.5,325000.0,7750.0,66621.5,73.19,0.49
11,1.0,302.5,18.0,300.0,325000.0,5500.0,34934.0,48.5,0.6
12,1.0,355.0,1.67,120.0,2000000.0,100000.0,6873.09,6722.04,0.7
13,3.0,370.0,2.0,120.0,2000000.0,7000.0,24751.0,2756.31,0.63
14,3.0,77.5,2.75,120.0,325000.0,1000.0,29318.25,72.73,0.61
15,3.0,406.0,1.6,6.4,10000000.0,1000.0,28147.62,477.71,0.62
16,3.0,527.5,18.0,120.0,550000.0,10000.0,69695.75,127.56,0.48
17,1.0,370.0,6.0,10.0,1000000.0,100000.0,49475.33,38.61,0.55
18,3.0,70.0,2.67,60.0,700000.0,10000.0,28219.83,70.04,0.62
19,3.0,370.0,12.0,4.0,100000.0,10000.0,61856.67,89.89,0.51
20,3.0,280.0,1.75,3.25,2000000.0,5500.0,21407.42,2050.07,0.64
21,3.0,340.0,3.0,60.0,2000000.0,4000.0,53673.67,74.17,0.53
22,1.0,100.0,2.33,300.0,2000000.0,4000.0,22235.2,71.48,0.64
23,3.0,10000.0,15.0,1.0,400000.0,4000.0,198000.0,1146.47,0.07
24,1.0,370.0,18.0,7.0,700000.0,100000.0,40967.33,52.91,0.58
25,3.0,10.0,2.33,300.0,2000000.0,7000.0,11502.27,37.94,0.67
