Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,364.55,8.73,54.3,1050000.0,6181.82,40083.11,596.08,0.59
1,1.0,345.45,8.94,58.64,945454.55,100000.0,36783.27,512.51,0.6
2,3.0,365.71,6.19,300.0,1128571.43,4857.14,42919.21,690.08,0.58
3,1.0,10000.0,6.93,50.86,1171428.57,6142.86,113876.47,5000.15,0.38
4,1.0,10000.0,6.88,300.0,1262500.0,4375.0,129839.57,4050.58,0.32
5,3.0,490.86,9.09,44.54,1225714.29,100000.0,68073.75,1196.45,0.5
6,1.0,485.71,3.71,58.0,10000000.0,2285.71,39238.61,478.36,0.59
7,3.0,10000.0,6.69,48.31,912500.0,3812.5,155168.27,6073.43,0.27
8,1.0,296.36,7.36,35.82,10000000.0,100000.0,22300.65,3803.92,0.65
9,3.0,10000.0,11.0,10.0,1333333.33,100000.0,201333.33,1090.87,0.1
10,3.0,280.0,13.5,56.38,10000000.0,100000.0,41609.38,192.88,0.58
11,1.0,628.75,15.38,300.0,925000.0,3250.0,51598.0,80.42,0.55
12,3.0,10000.0,2.0,300.0,10000000.0,7000.0,76911.77,9179.53,0.52
13,3.0,434.88,7.58,54.56,1216279.07,5813.95,51697.52,1710.31,0.55
14,3.0,300.0,7.94,47.39,10000000.0,6000.0,28227.56,2157.13,0.62
15,1.0,10000.0,6.8,42.0,460000.0,100000.0,118251.68,6236.91,0.37
16,1.0,524.29,7.93,300.0,1450000.0,100000.0,40119.03,3972.42,0.59
17,3.0,10000.0,4.4,96.0,10000000.0,2800.0,165940.16,6258.18,0.25
18,3.0,622.0,12.6,300.0,10000000.0,4600.0,82881.8,171.1,0.45
19,1.0,127.0,13.8,44.3,10000000.0,6400.0,32157.4,26.4,0.61
20,3.0,370.0,1.33,23.67,10000000.0,100000.0,4123.7,11252.37,0.74
21,3.0,340.0,17.0,300.0,1033333.33,100000.0,45815.33,86.87,0.57
22,1.0,527.5,2.5,300.0,550000.0,10000.0,11628.73,6719.23,0.69
23,1.0,10.0,3.0,300.0,10000000.0,100000.0,13095.29,56.97,0.67
24,3.0,370.0,3.17,300.0,850000.0,100000.0,31815.25,7920.6,0.64
25,3.0,10000.0,1.0,300.0,1033333.33,7000.0,8850.87,20427.0,0.82
