Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,40.0,1.0,60.0,400000.0,7000.0,2675.55,1307.8,0.7
1,3.0,10.0,18.0,7.0,10000000.0,4000.0,10536.13,65.34,0.67
2,1.0,700.0,2.67,120.0,2000000.0,1000.0,39871.33,369.89,0.58
3,1.0,280.0,1.75,300.0,10000000.0,5500.0,14696.1,1671.63,0.66
4,1.0,22.86,2.43,4.86,357142.86,2285.71,31123.14,5.25,0.61
5,3.0,400.0,2.67,120.0,2000000.0,100000.0,61920.67,2644.17,0.52
6,1.0,235.0,18.0,7.0,400000.0,8500.0,31097.0,45.41,0.61
7,1.0,10000.0,2.67,4.0,10000000.0,100000.0,90537.53,10048.24,0.47
8,3.0,10000.0,6.0,4.0,400000.0,10000.0,200666.67,1108.17,0.08
9,3.0,70.0,1.33,300.0,2000000.0,7000.0,7453.16,534.75,0.68
10,3.0,752.5,9.0,7.75,550000.0,7750.0,102864.5,147.4,0.38
11,1.0,40.0,12.0,300.0,2000000.0,7000.0,38115.67,7.93,0.59
12,1.0,340.0,18.0,120.0,100000.0,4000.0,45422.33,39.82,0.56
13,3.0,670.0,18.0,7.0,700000.0,10000.0,81794.67,149.9,0.45
14,3.0,82.0,12.0,4.6,820000.0,6400.0,33989.0,54.61,0.6
15,3.0,370.0,9.0,60.0,1000000.0,4000.0,60073.33,90.24,0.52
16,1.0,752.5,2.25,7.75,550000.0,100000.0,18764.59,4426.6,0.66
17,3.0,10000.0,1.0,4.0,400000.0,4000.0,7539.43,22164.33,0.83
18,3.0,302.5,15.0,7.75,2000000.0,5500.0,54271.75,87.84,0.54
19,1.0,670.0,18.0,300.0,700000.0,1000.0,51921.67,86.68,0.54
20,1.0,10.0,1.33,7.0,10000000.0,4000.0,13955.83,8.09,0.66
21,1.0,700.0,12.0,7.0,100000.0,4000.0,61134.67,75.72,0.52
22,1.0,370.0,9.0,300.0,10000000.0,7000.0,47898.67,47.29,0.56
23,3.0,370.0,18.0,7.0,400000.0,100000.0,56591.0,97.97,0.53
24,1.0,700.0,15.0,60.0,400000.0,100000.0,56322.0,85.57,0.53
