Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,63.82,59.95,4.21,4.18,161.72,6.64,0.01
1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,58.99,62.14,3.88,3.83,234.85,19.7,0.03
2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,61.17,58.98,4.16,3.8,451.16,26.11,0.05
3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,61.06,62.82,4.0,4.76,171.55,9.2,0.01
4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,62.53,59.1,3.81,3.7,186.37,8.64,0.01
5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,56.4,61.71,3.88,4.17,298.32,23.52,0.04
6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65.24,53.55,4.81,3.73,826.8,54.49,0.1
7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63.58,57.0,3.8,3.96,202.02,17.97,0.03
8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,60.17,55.28,4.35,3.82,123.94,7.2,0.01
9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,59.43,59.02,4.4,4.09,205.43,7.57,0.01
10,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,63.29,59.74,4.12,3.95,97.76,8.69,0.01
11,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,63.84,57.5,3.96,4.01,1655.46,139.15,0.27
12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,58.4,61.46,3.98,4.09,108.41,6.52,0.01
13,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,61.15,58.04,4.32,4.58,180.83,9.78,0.01
14,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,60.73,57.09,4.43,3.81,209.87,8.83,0.01
15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,57.12,62.93,4.22,4.37,202.65,20.18,0.03
16,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,57.0,42.0,7.2,6.0,11040.21,501.0,1.0
17,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,85.0,82.5,3.0,5.25,9667.87,501.0,1.0
18,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,80.0,4.2,3.0,8609.46,501.0,1.0
