Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,60.95,61.9,4.38,3.81,308.56,10.76,0.02
1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,61.7,57.3,4.16,4.22,176.67,10.14,0.01
2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,60.48,54.33,3.62,4.29,142.88,8.46,0.01
3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.29,58.38,3.47,4.06,347.75,26.85,0.05
4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,66.53,58.47,4.0,4.14,100.48,5.61,0.01
5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.95,62.37,3.93,4.14,215.02,17.19,0.03
6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,62.4,57.4,4.12,4.27,164.58,6.69,0.01
7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.02,60.31,4.22,4.27,217.42,12.92,0.02
8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,54.08,64.29,3.9,3.88,366.54,30.16,0.05
9,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,62.57,65.57,3.51,3.57,103.84,10.37,0.01
10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,62.33,55.17,5.7,3.37,102.74,5.0,0.0
11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,66.76,44.85,3.94,4.15,140.5,5.88,0.01
12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.89,59.24,3.91,4.39,161.56,7.59,0.01
13,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,61.43,63.13,3.86,4.02,446.27,33.48,0.06
14,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,59.9,62.79,4.04,3.96,133.66,7.5,0.01
15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,54.12,60.59,4.35,4.26,1457.75,105.85,0.21
16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,80.0,0.2,4.2,162.6,14.4,0.02
17,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,45.0,3.6,3.0,8424.37,501.0,1.0
