Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,63.35,61.75,4.29,3.9,180.52,9.66,0.01
1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,60.82,57.55,3.7,4.73,103.52,8.45,0.01
2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,59.56,58.79,4.1,4.3,160.57,9.25,0.01
3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,60.0,57.97,4.23,3.35,327.74,31.33,0.06
4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,58.62,62.5,4.23,4.13,124.1,7.91,0.01
5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,60.35,61.74,4.01,4.18,308.12,21.57,0.04
6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,59.92,62.34,3.81,3.36,170.62,11.42,0.02
7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,59.18,57.45,3.78,4.2,182.23,7.48,0.01
8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,62.84,58.35,3.81,3.85,226.63,9.41,0.01
9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,62.17,56.11,3.64,3.83,3068.01,177.05,0.35
10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.83,61.33,3.81,4.31,217.01,8.97,0.01
11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,58.27,57.9,3.77,4.6,228.88,16.74,0.03
12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.93,57.82,4.32,3.6,292.2,18.04,0.03
13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,61.71,60.79,4.21,4.44,162.29,9.62,0.01
14,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,59.63,62.84,3.72,4.4,873.67,77.89,0.15
15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.2,59.1,3.81,3.78,196.2,11.53,0.02
