Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,62.5,53.38,3.62,3.0,166.86,8.4,0.01
1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,63.38,63.16,3.59,3.94,509.41,47.12,0.09
2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,58.69,56.72,3.97,4.08,110.97,6.25,0.0
3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,55.64,62.95,3.79,3.56,623.44,53.51,0.1
4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.28,63.47,4.58,3.97,149.94,12.56,0.02
5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,56.18,56.91,3.41,3.74,143.07,6.71,0.01
6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,59.78,61.44,4.07,3.82,268.44,13.29,0.02
7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,61.67,60.64,4.15,3.87,109.25,6.28,0.0
8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,60.32,64.26,3.09,4.45,138.69,8.49,0.01
9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,63.46,58.46,3.72,3.56,144.95,10.23,0.01
10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,58.38,56.25,4.72,3.92,169.25,6.92,0.01
11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,56.91,60.96,3.83,3.64,118.18,7.36,0.01
12,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,58.45,56.19,3.95,3.88,88.46,6.98,0.01
13,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,55.11,61.14,4.25,4.11,313.14,18.32,0.03
14,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,64.3,60.3,3.7,3.6,214.53,13.16,0.02
15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,55.14,62.36,4.42,3.89,739.15,61.03,0.11
