Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,63.27,57.0,4.02,4.32,2120.68,147.59,0.29
1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,60.69,62.3,3.91,4.09,217.5,8.83,0.01
2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,63.17,58.17,3.56,4.28,166.2,10.58,0.02
3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,59.84,61.61,3.93,4.03,216.58,20.36,0.03
4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,57.17,63.79,3.84,4.21,110.92,7.03,0.01
5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,58.17,62.61,4.03,4.41,185.88,9.04,0.01
6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,58.06,62.09,3.99,4.07,165.51,9.39,0.01
7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,60.29,63.14,3.8,4.22,393.78,28.35,0.05
8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57.61,60.0,4.24,3.89,175.01,8.48,0.01
9,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,60.05,64.32,3.79,3.57,88.07,7.62,0.01
10,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,55.93,60.81,4.67,3.74,3347.78,166.59,0.33
11,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,64.64,55.65,3.99,3.87,533.66,32.43,0.06
12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.22,62.21,3.71,4.15,282.75,15.28,0.02
13,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,63.21,58.04,4.05,3.5,155.63,8.0,0.01
14,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,63.51,59.59,3.78,3.98,233.73,14.33,0.02
15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,57.53,60.15,4.27,4.1,176.68,7.39,0.01
