Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,56.73,66.33,3.76,4.22,215.02,14.88,0.02
1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,64.14,62.0,3.51,3.49,1764.93,131.91,0.26
2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,65.7,58.0,4.16,4.22,165.84,14.48,0.02
3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,59.67,52.61,3.98,4.02,189.44,10.54,0.02
4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,63.86,60.88,4.16,4.35,230.51,12.35,0.02
5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,65.81,57.3,4.19,3.84,982.37,85.35,0.17
6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,59.91,59.26,3.93,3.65,139.25,10.09,0.01
7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,63.68,55.79,4.11,4.26,448.48,34.5,0.06
8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,58.33,59.07,4.28,4.33,116.02,6.69,0.01
9,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.62,67.75,4.3,4.0,382.85,16.7,0.03
10,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,63.51,56.08,4.03,3.95,98.75,9.41,0.01
11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,65.23,57.61,4.39,4.02,198.9,8.91,0.01
12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,60.11,60.33,3.78,3.93,127.89,7.69,0.01
13,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,71.09,57.03,3.72,4.06,491.83,32.72,0.06
14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.67,57.78,3.78,4.07,148.98,6.36,0.01
15,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,64.47,59.04,4.49,3.6,139.99,8.51,0.01
