Cluster,Extrema,EnabledOptimizations,DisabledOptimizations,Ls,Dcr,Cf,Lir,Inl,Lur,Wlur,Prfunr,Lus,Cse,Dfr,Wlt,Wlf,Awlf,Ivecyc,Ive,Ivesli,Wlflt,Ae,Dl,Rco,Uip,Dr,Ipc,Wlpg,Cp,Vp,Srf,Phm,Dpa,Msca,Wls,As,Wlsimp,Cwle,Lro,Lao,Pra,Rnb,Rip,Sde,Wlprop,Saa,Cyc,Scyc,Saacyc,Wlsd,Cts,Ucts,Maxoptcyc,Maxlur,Maxwlur,Maxprfur,Maxae,Initmheap,Initwheap,Compile-exit-,Compile-real-,d2h
0,0.02,1.0,1.0,0.01,0.07,0.07,0.03,0.04,0.04,0.05,0.03,0.09,0.03,0.09,0.02,0.01,0.02,0.09,0.01,0.02,0.05,0.02,0.04,0.04,0.01,0.02,0.08,0.07,0.06,0.03,0.02,0.0,0.04,0.03,0.02,0.03,0.04,0.04,0.01,0.06,0.08,0.02,0.05,0.01,0.04,0.06,0.05,0.02,0.03,0.03,0.01,0.02,9.33,6.49,9.61,9.96,7.25,6766.31,530.81,0.16,1.99,0.046
1,0.04,1.0,1.0,0.0,0.01,0.0,0.24,0.0,0.01,0.0,0.03,0.02,0.05,0.06,0.0,0.38,0.01,0.04,0.02,0.01,0.0,0.0,0.06,0.0,0.01,0.06,0.0,0.03,0.01,0.34,0.02,0.0,0.0,0.05,0.0,0.01,0.01,0.12,0.0,0.03,0.02,0.02,0.0,0.03,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.09,7.09,8.22,8.17,7.38,6.65,8088.57,403.39,0.0,1.35,0.028
2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.33,7.67,11.0,1.0,5.0,8533.33,842.67,0.0,0.87,0.014
3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,0.07,0.43,1.0,0.0,0.0,16.29,8.29,9.43,11.5,2.14,5339.43,505.14,0.0,0.81,0.012
4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33,3.67,14.0,7.0,3.0,8533.33,405.33,0.0,0.83,0.013
5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,9.0,8.0,7.0,3754.67,672.0,0.0,0.77,0.011
6,0.02,1.0,1.0,0.1,0.0,0.06,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.04,0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.8,0.0,0.0,0.08,0.0,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.1,0.27,0.06,11.06,6.27,10.29,7.75,4.49,7991.22,502.59,0.0,1.08,0.02
7,0.48,1.0,1.0,0.11,0.02,0.0,0.15,0.0,0.0,0.0,0.06,0.02,0.0,0.02,0.0,0.0,0.0,0.04,0.02,0.04,0.0,0.07,0.06,0.0,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.37,0.0,0.02,0.0,0.24,0.0,0.0,0.0,5.56,8.28,9.44,11.81,5.48,2863.41,626.37,2.48,0.97,0.021
8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.67,9.0,3.0,5.0,10581.33,512.0,0.0,0.81,0.012
9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86,9.14,10.14,9.71,6.14,9069.71,470.86,0.0,0.84,0.013
