Cluster,Extrema,EnabledOptimizations,DisabledOptimizations,Ls,Dcr,Cf,Lir,Inl,Lur,Wlur,Prfunr,Lus,Cse,Dfr,Wlt,Wlf,Awlf,Ivecyc,Ive,Ivesli,Wlflt,Ae,Dl,Rco,Uip,Dr,Ipc,Wlpg,Cp,Vp,Srf,Phm,Dpa,Msca,Wls,As,Wlsimp,Cwle,Lro,Lao,Pra,Rnb,Rip,Sde,Wlprop,Saa,Cyc,Scyc,Saacyc,Wlsd,Cts,Ucts,Maxoptcyc,Maxlur,Maxwlur,Maxprfur,Maxae,Initmheap,Initwheap,Compile-exit-,Compile-real-,d2h
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.67,9.0,7.5,10.0,8533.33,629.33,0.0,0.84,0.009
1,0.05,1.0,1.0,0.06,0.03,0.03,0.04,0.02,0.04,0.06,0.03,0.06,0.04,0.03,0.06,0.01,0.03,0.06,0.02,0.03,0.02,0.01,0.05,0.01,0.08,0.03,0.04,0.05,0.02,0.04,0.06,0.0,0.05,0.05,0.04,0.02,0.02,0.04,0.02,0.08,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.05,0.05,0.03,0.05,9.2,6.8,10.01,10.02,6.45,7111.48,501.61,0.11,1.25,0.021
2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,4.14,10.0,13.86,5.43,6729.14,237.71,0.0,0.85,0.009
3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,5.07,8.59,10.48,7.83,7.62,7097.38,657.66,0.0,0.82,0.008
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,15.33,5.0,9.67,10922.67,458.67,134.0,0.57,0.707
5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,8.6,13.8,13.8,8.8,3891.2,480.0,0.0,1.76,0.037
6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,8.0,3.0,7.67,8192.0,245.33,0.0,0.84,0.009
7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,10.75,11.0,6.0,3072.0,592.0,0.0,0.84,0.009
8,0.0,1.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.25,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.01,0.05,0.0,0.01,0.0,0.0,0.08,0.1,0.0,0.11,0.03,10.64,8.18,10.27,9.82,5.33,5723.18,456.77,0.0,0.99,0.013
9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,5.4,13.2,10.0,8.8,4505.6,160.0,0.0,0.82,0.008
