Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,2,6,1.05E+07,2048,12322,153.88
3,6,9,2.62E+05,512,17194,186.42
3,3,9,5.24E+06,512,16854,181.01
2,1,9,1.05E+08,512,13791,147.23
3,6,9,5.24E+06,2048,17512,172.99
2,3,12,1.05E+06,1024,14811,132.72
3,6,12,1.05E+06,2048,18664,171.8
1,6,12,1.05E+06,2048,13861,66.109
3,3,12,5.24E+06,512,18196,169.88
2,1,1,1.05E+08,1024,8015.4,248.27
3,1,9,1.05E+08,1024,12282,240.34
1,1,6,1.05E+08,512,13599,73.403
1,3,6,1.05E+07,2048,12302,77.046
2,6,1,1.05E+07,512,9789,197.19
3,2,1,1.05E+08,2048,7975.1,372.51
1,1,2,1.05E+08,2048,10620,92.693
2,3,3,1.05E+07,1024,11501,171.66
2,1,12,2.62E+05,512,14316,137.2
1,3,1,1.05E+06,1024,8100,115.72
3,2,3,1.05E+07,512,12599,237.2
3,2,9,1.05E+07,2048,15101,202.33
3,2,12,1.05E+07,512,16054,184.06
2,2,9,1.05E+08,1024,14095,141.07
3,1,3,1.05E+08,1024,11841,259.01
2,2,6,5.24E+06,2048,13908,146.26
2,3,6,1.05E+08,512,12741,156.58
2,2,9,2.62E+05,1024,13630,143.3
1,3,12,1.05E+08,1024,12754,72.6
3,1,12,1.05E+07,2048,11988,241.75
3,2,6,1.05E+06,2048,13970,223.61
1,6,12,1.05E+07,2048,14532,65.505
1,6,3,1.05E+08,1024,12748,76.717
3,2,3,1.05E+07,2048,12465,243.2
3,3,6,5.24E+06,1024,15373,203.88
1,3,12,1.05E+08,2048,13273,71.152
2,1,6,1.05E+07,2048,12739,156.49
2,2,12,1.05E+08,2048,13906,143.74
3,3,2,2.62E+05,512,11672,267.8
1,3,1,1.05E+07,2048,8567.1,110.72
3,1,6,1.05E+07,512,11497,259.74
3,6,2,5.24E+06,1024,11969,249.68
1,2,2,5.24E+06,2048,11311,86.368
2,3,9,1.05E+06,2048,14171,144.12
1,2,12,2.62E+05,512,20415,47.652
2,3,12,1.05E+08,512,14436,137.28
1,3,3,2.62E+05,1024,12095,79.646
1,2,6,1.05E+06,2048,17542,55.96
1,2,3,5.24E+06,1024,14197,69.457
2,2,1,2.62E+05,512,8214.7,249.49
3,2,6,2.62E+05,1024,13913,214.76
3,3,12,1.05E+08,512,18019,173.48
1,3,9,1.05E+08,1024,12074,80.847
2,2,12,1.05E+07,512,15329,137.4
2,1,6,1.05E+08,512,12541,153.27
2,1,1,5.24E+06,512,8080.2,251.14
1,1,1,2.62E+05,1024,9282.3,103.32
1,2,9,1.05E+07,2048,19710,49.453
2,2,3,5.24E+06,1024,12478,165.57
2,1,3,2.62E+05,1024,12325,165.61
1,3,9,1.05E+07,512,12856,72.372
1,2,1,2.62E+05,512,7914.2,130
3,1,2,5.24E+06,1024,11326,273.88
3,2,3,5.24E+06,512,12372,251.47
3,6,2,2.62E+05,512,11627,257.8
2,1,1,1.05E+06,1024,8164,246.38
2,3,1,1.05E+06,512,9661.6,202.41
1,1,9,1.05E+07,2048,14557,69.437
1,3,2,2.62E+05,2048,11518,83.852
2,1,3,5.24E+06,1024,11924,175.49
2,3,6,1.05E+06,2048,13339,154.39
