Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+05,2,12,35034,28760
10,2,15,22447,4.7671
1.00E+05,2,18,34687,28743
1.00E+06,3,3,19409,1785
10000,3,9,21810,1437.6
10000,2,6,33463,3441.6
100,2,1,9506.6,109.87
1.00E+05,1,6,19583,46923
1.00E+05,6,15,27609,931.89
100,1,12,22410,48.032
10,3,3,16797,6.415
1.00E+06,2,18,53112,69276
1.00E+06,3,15,21614,1450.2
1000,2,3,26177,440.59
1000,1,12,25936,446.51
100,2,18,33784,32.883
1000,3,3,22331,505.4
10000,6,18,29288,898.52
1,2,1,4508.5,2.4379
1.00E+06,2,9,72394,58477
1000,1,3,22456,495.85
100,6,6,24578,38.387
1000,2,6,31480,342.65
1.00E+06,1,9,55495,82624
10,6,9,19413,5.2046
1.00E+05,3,9,20921,1589
10000,1,3,18950,5687.4
10000,6,9,27814,655.03
100,1,1,10747,111.5
10000,2,9,34739,3308
10,1,1,9276.1,12.039
10000,2,18,31974,3259.4
10000,3,6,21413,1751.1
1.00E+05,6,3,21885,1960.1
1,3,15,5143,2.0329
1.00E+06,2,3,42537,85607
100,3,9,23160,45.546
1,2,12,4686.7,2.2306
1,1,1,4602.9,2.25
10000,6,12,27995,832.75
1,1,18,4382.4,2.3919
100,3,12,21451,50.043
1.00E+05,6,6,25775,1066.2
10,6,3,17814,5.4526
1.00E+06,6,18,28388,887.67
10000,2,1,8922.4,11828
1,1,3,4508.5,2.2534
100,3,3,18806,58.44
1,1,6,4504.4,2.2747
1000,2,18,37037,312.07
