Spout_wait,Spliters,Counters,Throughput+,Latency-
3,2,6,15182,225.96
4,5,16,18676,189.39
9,1,15,15548,213.08
5,1,16,14622,220.23
1000,2,11,3027.8,832.18
10,5,2,13170,246.1
10000,1,13,553.53,7139.4
6,6,9,17727,182.72
4,5,8,17204,204.36
3,6,16,19563,186.97
10,3,10,19847,178.65
1,1,3,11601,286.42
4,2,4,15091,228.56
9,5,13,20223,169.62
10000,2,7,619.18,4173.2
1,6,7,14952,211.67
2,6,3,14421,224.68
3,1,11,15143,199.7
1000,2,3,3014.6,859.05
9,4,1,9792.8,322.8
4,3,8,16950,224.92
1000,2,7,2958.6,869.31
4,6,4,15648,212.93
6,4,9,18031,196.48
5,1,4,12359,260.07
10000,3,9,642.12,5976.3
8,4,12,20574,178.1
10,1,3,13816,250.23
100,4,12,18298,163.24
7,6,16,20405,178.17
5,4,1,9285.2,331.36
2,2,14,18040,193.07
1000,2,18,2919.8,845.39
3,5,16,19967,184.23
6,3,1,9943,345.64
2,1,16,14072,225.86
7,2,8,17097,218.23
8,4,14,19128,185.12
100,5,5,16037,205.89
8,4,1,9611.9,326.17
2,6,2,12617,252.95
9,6,3,15837,217.33
7,2,9,16159,210.41
2,3,12,18862,190.63
1,6,2,11370,282.9
1,4,13,18710,179.83
10000,3,1,416.31,7782.2
5,2,5,15612,217.24
2,1,15,13883,240.04
1,2,18,15819,197.37
