Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
1,10000,100,6,3,1000,23745,4154.3
3,2,2,3,6,1000,9568.4,6.527
1,10000,1,6,12,1000,29458,3217.9
1,10,3,1,3,1000,11364,8.9627
3,10000,100,3,12,10,20461,28983
1,1000,10,2,12,100,21364,494.87
3,10000,1,2,12,10,13930,18562
1,10,3,6,6,10,11812,9.1573
1,100,2,1,6,1000,13395,81.28
1,2,2,2,1,100,4072.2,5.0772
3,100,3,1,3,10,12756,271.11
1,10000,3,3,6,10,17258,5589.1
1,10000,2,3,6,100,15552,5860.4
3,100,100,2,12,100,18448,179.31
1,10000,100,6,1,1000,5775.5,11095
3,100,10,2,1,100,9741.1,337.2
3,2,1,1,12,100,8658,7.8253
3,1,100,2,6,100,269.06,100.31
1,2,3,1,6,100,3032.8,6.3747
3,1000,100,6,3,10,20680,1926.7
3,1000,10,6,1,100,3089.5,13339
1,1000,100,2,3,100,16068,666.26
3,2,3,6,12,10,8141.4,7.1667
3,1000,10,2,1,10,4826,6619.1
1,1,3,6,12,10,1943.5,5.2083
3,1000,1,2,6,10,20644,1721.4
1,100,100,2,1,100,7955,132.73
1,1,2,2,1,1000,2043.1,4.9675
3,2,3,2,1,10,8493.1,7.4675
3,10000,10,2,6,1000,13870,22131
1,1,10,2,3,1000,893.71,23.573
3,10000,3,2,12,10,14325,22456
3,100,10,2,6,100,15790,201.45
3,1,1,1,3,1000,6124.2,5.0414
1,1,1,3,1,1000,2780.9,3.5415
1,10000,100,2,6,1000,28252,3136.8
1,2,100,6,3,100,179.88,101.07
1,10,2,1,12,10,11232,9.0167
1,1,1,6,3,100,3011.1,3.4513
1,100,1,2,3,1000,13954,71.676
1,10000,2,6,12,10,24470,3584.8
3,1000,2,6,3,100,18689,2434.2
1,10000,3,2,12,10,26900,5601.9
1,10,1,2,3,1000,13513,7.7715
3,100,3,2,6,1000,15318,237.49
1,1000,10,6,1,10,10472,986.55
3,10,3,1,3,10,13705,23.201
3,10000,10,1,6,1000,6175.2,39713
1,10000,1,2,6,100,26911,3708
3,1,1,6,1,100,7529.9,4.3301
3,2,100,6,1,1000,545.31,100.43
3,2,1,1,12,1000,8600.6,7.4323
3,1,100,1,1,1000,283.35,100.4
3,10,3,6,6,1000,18976,17.954
1,10000,10,1,12,10,25690,4360.7
3,2,2,3,1,10,10023,6.4866
1,1000,1,2,6,1000,18603,539.19
3,2,3,3,3,10,9561.8,6.3656
3,100,10,2,12,100,17857,199.07
1,10000,2,6,1,10,4227.9,14943
3,1000,100,2,6,100,22183,1420.5
3,10000,3,2,12,100,12589,26171
1,10000,2,2,12,1000,28688,6924.2
3,100,100,2,1,1000,9977.7,344.37
3,2,3,3,3,1000,9253.8,6.3083
3,10000,1,6,6,10,9596.8,30588
1,2,2,3,6,100,4213.1,4.6922
1,2,1,3,3,10,5186.6,3.7197
3,10,2,6,3,10,15116,20.369
1,100,2,1,12,100,15432,68.169
1,10000,3,6,3,10,21813,4382.1
3,2,100,3,3,100,596.94,118.94
3,10000,100,6,6,100,8849.4,38920
3,10000,3,2,1,10,6533.5,40177
3,1000,1,6,6,100,27893,1427.4
3,10000,100,1,6,1000,6375.2,36657
3,1000,3,6,1,10,3030.8,11652
1,10000,100,2,6,100,32110,3326.7
1,1,2,6,3,1000,2331.9,4.3381
1,1000,100,6,6,100,17353,604.36
