F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
0,1,0,0,1,1,0,0,1,75,50,1,2,18,126.369
1,1,0,1,0,0,1,0,1,75,85,7,2,12,343.495
0,1,0,1,1,0,0,1,1,55,50,2,1,6,56.309
0,1,1,0,1,0,0,0,1,65,40,7,5,5,100.719
1,1,1,1,0,0,0,0,1,50,70,8,6,4,147.752
0,1,0,0,1,0,1,0,1,75,15,5,5,4,99.271
1,1,1,1,0,0,0,0,1,10,90,1,2,20,179.853
0,1,0,0,1,0,0,1,1,35,65,3,5,7,126.083
0,1,0,1,1,1,0,0,1,85,35,5,7,8,164.093
0,1,0,0,1,0,0,1,1,65,60,5,5,5,129.26
1,1,0,0,0,0,0,1,1,70,30,8,5,4,156.598
1,1,1,0,0,0,0,0,1,90,15,0,2,70,514.289
0,1,0,0,1,1,0,0,1,65,35,1,6,14,183.74
0,1,0,0,1,1,0,0,1,65,35,3,7,10,177.756
0,1,1,0,1,0,0,0,1,30,90,6,6,7,129.797
1,1,0,0,0,0,0,1,1,60,70,0,4,6,89.963
0,1,0,1,1,1,0,0,1,25,80,5,5,13,230.374
0,1,0,0,1,1,0,0,1,75,75,8,0,12,177.858
1,1,0,0,0,0,0,1,1,20,85,5,7,8,280.427
0,1,0,1,1,1,0,0,1,75,85,3,6,22,338.832
0,1,1,1,1,0,0,0,1,75,40,6,2,5,67.517
0,1,0,1,1,0,0,1,1,90,35,4,6,4,95.165
0,1,0,0,1,1,0,0,1,80,90,4,6,501,8395.175
0,1,0,0,1,0,0,1,1,60,30,4,3,5,94.374
0,1,0,0,1,0,0,1,1,80,20,1,5,5,83.665
1,1,0,0,0,1,0,0,1,85,75,0,4,73,811.47
1,1,0,0,0,1,0,0,1,65,80,4,8,9,241.422
1,1,0,1,0,1,0,0,1,80,20,6,5,15,405.764
1,1,1,0,0,0,0,0,1,85,50,5,3,6,112.008
1,1,0,1,0,0,0,1,1,85,15,0,8,5,144.467
0,1,0,1,1,0,1,0,1,90,55,5,2,7,116.544
0,1,0,0,1,0,0,1,1,85,10,6,0,4,59.674
0,1,0,1,1,0,1,0,1,65,75,5,6,6,155.26
1,1,0,0,0,0,1,0,1,80,70,0,5,10,174.298
1,1,0,1,0,0,0,1,1,55,40,7,1,4,104.76
1,1,0,0,0,1,0,0,1,55,40,7,1,20,391.599
0,1,0,1,1,0,1,0,1,25,75,2,2,19,209.372
1,1,0,1,0,0,1,0,1,45,75,4,5,6,165.477
1,1,1,0,0,0,0,0,1,10,85,0,7,44,707.038
0,1,1,0,1,0,0,0,1,55,85,4,5,6,96.56399999
0,1,1,1,1,0,0,0,1,75,35,1,6,6,72.649
0,1,0,0,1,0,1,0,1,45,90,8,5,5,144.928
0,1,0,0,1,0,0,1,1,65,70,4,4,5,98.472
0,1,0,0,1,0,1,0,1,70,90,7,3,4,88.974
0,1,0,1,1,0,1,0,1,85,60,8,3,7,176.141
1,1,0,0,0,0,0,1,1,70,40,5,6,4,137.432
1,1,0,0,0,0,0,1,1,85,90,7,5,4,138.959
0,1,0,0,1,1,0,0,1,60,80,8,7,7,176.569
1,1,1,1,0,0,0,0,1,35,60,6,6,5,141.531
0,1,0,1,1,0,0,1,1,80,75,0,8,10,185.087
0,1,0,0,1,0,0,1,1,40,85,0,7,8,127.389
0,1,1,1,1,0,0,0,1,20,90,5,6,6,104.53
0,1,0,0,1,0,1,0,1,50,45,6,2,5,94.626
1,1,0,1,0,1,0,0,1,90,10,5,5,65,1471.088
0,1,1,1,1,0,0,0,1,20,90,1,4,8,75.799
1,1,0,0,0,0,0,1,1,65,80,4,2,6,152.853
1,1,0,1,0,1,0,0,1,85,35,5,2,10,181.134
1,1,0,0,0,0,0,1,1,70,50,8,1,4,112.397
0,1,0,1,1,1,0,0,1,55,90,1,6,13,164.976
1,1,0,0,0,0,1,0,1,80,85,2,3,29,513.073
0,1,0,0,1,1,0,0,1,35,75,7,6,7,147.818
1,1,0,0,0,0,1,0,1,25,90,3,4,5,114.44
0,1,1,0,1,0,0,0,1,85,45,2,0,12,72.657
1,1,0,0,0,0,1,0,1,75,50,6,6,4,145.933
0,1,0,0,1,0,0,1,1,40,55,6,6,6,155.913
1,1,0,0,0,1,0,0,1,70,25,5,1,33,513.146
0,1,0,0,1,0,0,1,1,60,90,6,5,4,94.153
0,1,1,0,1,0,0,0,1,30,65,8,7,6,142.727
0,1,0,1,1,0,0,1,1,80,60,8,6,5,161.021
0,1,0,1,1,1,0,0,1,60,75,8,7,7,167.113
0,1,0,1,1,0,0,1,1,90,55,3,4,6,100.539
1,1,0,0,0,0,0,1,1,75,15,4,2,5,108.104
1,1,0,0,0,0,1,0,1,50,40,4,3,5,113.489
1,1,0,1,0,1,0,0,1,50,40,1,3,14,156.632
1,1,0,1,0,1,0,0,1,85,15,0,5,61,826.389
1,1,0,1,0,1,0,0,1,40,55,2,4,10,150.088
0,1,1,1,1,0,0,0,1,55,35,4,0,8,65.732
0,1,0,0,1,0,0,1,1,45,65,1,8,6,121.231
0,1,0,1,1,0,1,0,1,85,20,0,3,9,92.696
0,1,1,0,1,0,0,0,1,15,80,0,4,39,315.21
1,1,1,1,0,0,0,0,1,90,80,1,7,8,145.976
1,1,0,0,0,1,0,0,1,45,45,5,7,501,13167.729
0,1,0,1,1,0,1,0,1,45,80,6,6,5,133.795
0,1,0,1,1,0,0,1,1,55,75,8,5,4,112.03
0,1,0,1,1,1,0,0,1,85,40,1,0,56,258.805
0,1,0,1,1,0,1,0,1,80,40,2,5,6,104.307
1,1,1,1,0,0,0,0,1,60,70,6,3,4,86.223
0,1,1,1,1,0,0,0,1,55,35,2,3,7,66.23
0,1,0,0,1,1,0,0,1,75,45,6,4,7,122.405
1,1,0,1,0,0,0,1,1,85,45,3,4,4,91.18700001
0,1,0,1,1,1,0,0,1,30,90,5,6,10,181.984
0,1,0,1,1,0,1,0,1,60,80,7,1,7,145.088
1,1,0,0,0,0,0,1,1,45,70,5,8,4,157.636
1,1,0,0,0,0,1,0,1,85,25,7,0,4,98.186
0,1,0,1,1,1,0,0,1,70,80,1,2,30,222.177
1,1,0,0,0,0,0,1,1,5,85,4,0,4,63.603
1,1,1,0,0,0,0,0,1,20,90,8,0,11,194.678
1,1,0,1,0,1,0,0,1,55,60,1,1,14,103.387
1,1,0,1,0,0,1,0,1,75,75,5,0,11,192.397
0,1,1,0,1,0,0,0,1,70,50,7,2,5,73.904
1,1,0,0,0,0,0,1,1,5,85,0,1,10,70.36700001
0,1,1,0,1,0,0,0,1,50,40,2,4,8,100.249
1,1,1,1,0,0,0,0,1,55,45,0,5,6,75.334
1,1,1,1,0,0,0,0,1,55,55,8,5,5,134.126
1,1,0,1,0,0,0,1,1,65,85,5,3,6,152.586
1,1,0,0,0,1,0,0,1,85,65,1,4,43,586.107
0,1,0,1,1,0,0,1,1,60,60,0,2,12,82.261
1,1,0,1,0,1,0,0,1,75,90,8,5,23,646.289
0,1,1,1,1,0,0,0,1,70,55,1,6,6,72.987
0,1,0,1,1,0,0,1,1,5,85,6,6,4,114.398
1,1,0,1,0,0,0,1,1,60,30,5,5,4,132.993
0,1,0,0,1,1,0,0,1,35,65,5,6,9,164.435
0,1,0,1,1,0,0,1,1,90,85,7,2,131,2911.61
0,1,0,0,1,0,0,1,1,55,75,6,5,4,96.357
1,1,0,0,0,0,1,0,1,50,40,1,7,5,129.951
0,1,1,0,1,0,0,0,1,75,60,8,4,5,102.128
0,1,0,0,1,0,1,0,1,35,70,4,0,10,118.959
0,1,0,0,1,0,1,0,1,70,65,0,6,8,130.966
0,1,1,0,1,0,0,0,1,55,45,5,1,6,65.44100001
1,1,0,1,0,1,0,0,1,50,85,7,3,7,168.53
1,1,0,1,0,0,0,1,1,50,80,8,6,4,157.694
0,1,0,1,1,0,0,1,1,50,70,0,5,8,106.424
0,1,0,1,1,0,1,0,1,30,80,7,2,8,166.519
0,1,0,0,1,1,0,0,1,75,35,6,6,8,158.231
