Max_spout,Spliters,Counters,Throughput+,Latency-
10000,2,3,22333,5447.8
10000,3,9,18710,1802.8
1.00E+05,6,18,28650,776.38
10000,2,15,33155,2972
1.00E+05,6,3,21251,1891.2
1.00E+05,3,18,21527,1635.1
10000,3,3,17617,1981.7
1000,2,18,32815,341.28
100,6,15,23675,32.286
10,1,3,12697,9.2121
1,1,6,4089.5,2.55
1.00E+06,2,12,53037,77350
1000,6,15,25833,251.19
100,2,12,26373,40.169
1.00E+05,3,6,18216,1821.7
1,6,1,4904.2,2.1626
1.00E+06,3,15,19319,1711.5
1.00E+05,6,1,31179,6540.8
1,2,18,4236.2,2.4647
1.00E+05,2,18,31825,28692
10,6,18,18380,5.0711
1,2,9,4369.6,2.4306
10000,3,15,21523,1524.7
10000,6,9,25202,1145.3
10000,1,6,29612,4304.9
10000,6,12,25977,1047.6
10,2,18,19335,5.641
1.00E+05,1,15,20828,41317
1.00E+05,3,3,17911,1806.9
1000,2,3,22289,518.71
100,6,1,9214.4,116.13
1.00E+06,2,9,47756,70551
100,6,6,21587,48.702
1000,3,18,21701,482.7
10,3,3,14591,7.6695
1.00E+06,3,9,19266,1713.3
1.00E+05,1,3,18689,51009
1000,6,18,24255,336.78
1,1,9,4156.9,2.5688
1.00E+05,6,9,24757,1024
1,1,15,4194.1,2.5676
1000,2,15,33549,321.53
1.00E+06,2,6,45856,1.05E+05
1.00E+06,3,1,26988,32624
1000,3,12,22122,501.11
100,3,1,8465.1,132.78
10,6,6,20089,5.2988
100,1,9,18652,62.08
1,2,1,4294.7,4.7793
10000,1,15,20936,4748.4
