No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,0,1,0.7,9,0.4,17,6,84,34,43,334,23.3,67,418,0.7,45.924,1611.709375
1,0,0,0,1.4,9,0.8,34,3,84,-33,86,667,36.6,34,836,0.7,43.544,421.3333333
0,1,0,0,1.6,6,0.7,22,6,26,-76,21,837,22,50,1234,1.6,100,50.03333333
0,0,0,1,0.7,17,0.4,34,6,84,-33,43,334,36.6,67,418,0.7,37.204,1295.032051
0,1,0,0,0.6,12,0.4,46,5,119,18,35,778,38.7,68,580,1.6,36.32,2434.383673
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,34,836,0.7,38.804,1459.54023
1,0,0,0,1.4,9,0.8,34,3,167,-33,86,667,23.3,34,836,1.4,53.639,633.2
0,0,1,1,1,3,0.6,23,3,1,0,4,250,23,100,0,1.4,45.78,2114.55873
0,0,0,1,0.7,17,0.8,34,3,167,34,86,667,36.6,67,418,0.7,38.647,1218.72
1,0,0,1,1,3,0.6,51,9,40,0,4,250,23,40,0,1.4,48.371,4186.002381
1,0,0,0,1.4,9,0.4,34,6,167,34,43,334,23.3,67,836,1.4,54.677,688.5357143
0,0,0,0,0.7,17,0.8,17,3,167,-33,43,667,23.3,34,836,1.4,51.732,644.5813187
0,0,0,0,0.7,9,0.8,34,3,84,34,43,667,36.6,34,418,1.4,39.102,1044.084656
1,0,0,0,0.8,4,0.5,30,4,30,28,6,320,26.7,51,0,1.1,46.086,2066.805
1,0,0,0,1.4,9,0.8,34,3,84,34,43,334,23.3,34,418,0.7,47.351,1388.785185
1,0,0,0,1.4,9,0.4,17,3,84,-33,86,667,23.3,34,836,0.7,55.165,633.3538462
0,1,0,0,0.7,9,0.8,34,6,84,-33,86,334,36.6,67,836,0.7,40.692,1545.935484
0,0,0,1,1.4,17,0.4,34,6,167,34,86,334,36.6,67,418,1.4,37.792,1274.871795
1,0,0,0,0.7,9,0.8,34,6,84,-33,86,334,23.3,34,836,1.4,53.655,736.12
0,0,1,0,1.4,17,0.8,17,6,84,34,43,334,36.6,34,836,1.4,41.76,451.5
0,1,0,0,0.7,17,0.8,34,3,84,34,43,667,23.3,34,836,1.4,51.565,1645.090909
1,0,1,0,1,3,0.6,51,3,40,0,4,250,23,40,0,2,48.356,2402.711806
0,0,0,1,1.4,17,0.4,17,6,167,34,43,334,36.6,34,836,1.4,40.23,486.3939394
0,1,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,34,836,1.4,39.266,1497.334444
0,0,0,0,0,3,0.6,23,3,40,0,4,250,23,40,0,2,47.181,2182.643058
0,0,0,1,0.7,9,0.4,17,6,167,34,43,334,36.6,67,836,1.4,40.106,441.18
1,0,0,0,0.7,17,0.4,34,3,167,-33,43,334,23.3,34,836,0.7,55.161,634.6461538
0,0,0,0,1.4,17,0.8,17,6,167,-33,43,667,36.6,34,418,0.7,38.554,1503.173704
0,1,0,0,1.4,17,0.8,17,6,167,34,86,667,36.6,67,418,0.7,38.679,4211.078715
1,0,0,1,2,3,0,23,3,40,0,4,250,23,40,0,1.4,48.294,2718.703704
0,0,0,0,0.7,9,0.8,34,3,84,34,43,334,23.3,34,418,1.4,47.27,1439.930802
0,1,0,0,0.7,17,0.4,34,6,84,-33,86,667,36.6,67,418,1.4,37.441,4021.341453
0,1,0,0,1.4,17,0.8,34,6,84,-33,43,334,23.3,67,836,1.4,51.771,2231.895455
0,0,0,0,1.4,17,0.4,17,6,84,-33,86,667,36.6,67,418,1.4,37.502,1303.076923
1,1,0,0,1.8,13,0.7,45,6,16,-55,79,203,31.7,22,0,2,43.716,2650.996754
0,0,0,1,1.4,17,0.4,34,3,167,-33,86,667,23.3,67,418,1.4,46.061,1505.003333
0,0,1,0,1.3,4,0.8,30,4,51,-27,6,320,26.7,51,0,1.8,45.446,2145.666667
0,0,1,0,1.4,9,0.8,17,6,84,-33,43,334,36.6,34,418,1.4,38.783,1358.419753
1,1,1,0,0.6,25,0.2,16,4,1,-67,42,831,30.1,1,627,2,53.789,4976.22807
1,0,0,0,0.7,17,0.8,34,6,84,-33,86,334,36.6,34,836,1.4,44.326,518.8787879
0,0,0,0,1,3,0,23,3,40,0,4,250,23,100,0,1.4,44.451,1983.233272
0,0,0,1,1,3,0.6,23,0,40,0,0,250,23,40,0,1.4,47.072,1573.483871
1,0,0,0,1.4,17,0.4,17,6,84,34,43,667,23.3,67,418,1.4,47.35,1802.647619
0,0,1,0,0.7,17,0.8,17,6,167,-33,43,334,23.3,67,418,0.7,47.072,2079.707317
0,0,0,1,1.4,17,0.8,17,3,167,34,43,667,36.6,67,418,1.4,39.046,1176.418056
0,0,1,0,0.7,17,0.8,34,6,84,-33,43,667,23.3,34,418,1.4,47.23,1940.325439
1,0,0,0,1.4,9,0.8,17,3,167,34,43,667,23.3,34,836,0.7,52.225,526.969697
0,0,0,0,0.7,9,0.4,17,3,84,34,43,667,23.3,34,836,0.7,49.925,462.28
