Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
3,6,6,1.05E+08,1024,15370,196.87
2,1,3,2.62E+05,1024,12325,165.61
2,3,3,1.05E+07,2048,11394,178.65
2,3,12,5.24E+06,1024,14707,132.91
2,1,3,1.05E+06,512,12418,164.9
3,3,3,1.05E+07,1024,13672,223.3
2,1,3,5.24E+06,512,12881,154
3,2,3,1.05E+08,1024,12580,252.44
2,6,9,1.05E+08,2048,14121,137.87
2,3,6,1.05E+08,512,12741,156.58
1,6,6,1.05E+06,512,12728,73.452
3,3,9,1.05E+07,512,16569,190.43
2,1,9,5.24E+06,1024,13662,148.99
2,3,1,2.62E+05,512,9701.8,204.75
1,1,12,1.05E+06,512,15001,66.233
2,1,9,5.24E+06,2048,13727,143.56
3,1,6,1.05E+06,512,12174,252.57
3,6,1,1.05E+06,2048,8411.9,365.13
3,2,2,1.05E+06,2048,11321,272.01
3,3,6,1.05E+08,1024,15287,200.77
3,2,1,1.05E+06,512,7982.3,378.11
1,1,12,2.62E+05,1024,15166,63.527
2,6,2,2.62E+05,512,11742,166.74
2,6,6,1.05E+07,512,12992,155.41
1,6,3,1.05E+08,1024,12748,76.717
3,2,3,5.24E+06,512,12372,251.47
2,1,9,2.62E+05,2048,14258,138.47
2,1,12,1.05E+08,1024,13643,143.02
1,3,2,5.24E+06,512,11317,84.692
2,2,2,1.05E+07,2048,12346,165.31
1,2,9,1.05E+08,2048,19671,50.391
3,6,1,1.05E+08,2048,8517.7,362.15
1,6,12,1.05E+08,2048,13927,66.105
1,1,1,2.62E+05,1024,9282.3,103.32
2,3,2,1.05E+07,2048,11524,173.52
2,3,1,5.24E+06,1024,9398.1,202.45
2,1,3,1.05E+06,2048,12465,157.74
1,1,1,1.05E+06,512,8945.8,110.33
1,6,6,1.05E+08,2048,13254,73.818
3,2,2,1.05E+08,512,11349,272.31
3,3,12,5.24E+06,512,18196,169.88
3,3,12,1.05E+06,2048,18663,166.98
1,1,9,2.62E+05,2048,14570,66.392
3,2,6,1.05E+08,512,13938,213.61
3,2,6,1.05E+08,1024,14083,221.51
2,2,1,1.05E+07,1024,8324.9,243.35
2,2,2,5.24E+06,2048,12241,163.21
2,3,9,2.62E+05,1024,14045,139.91
1,6,1,1.05E+06,2048,8300.5,112.2
3,2,2,2.62E+05,1024,11521,273.84
2,2,3,1.05E+07,512,12486,163.58
3,2,2,1.05E+07,2048,11672,267.59
1,3,3,5.24E+06,1024,12652,75.422
2,2,2,1.05E+08,1024,12422,160.17
2,6,3,1.05E+06,1024,11645,168.07
1,3,2,1.05E+08,1024,11901,81.936
3,1,1,2.62E+05,512,7730.2,405.5
1,1,1,1.05E+06,1024,9213.3,102.99
3,6,12,2.62E+05,1024,18259,173.96
2,2,9,1.05E+07,512,13742,144.26
2,6,6,1.05E+06,512,13087,151.11
2,2,1,1.05E+06,2048,8206.2,242.81
2,6,9,1.05E+07,512,14507,142.06
3,2,6,2.62E+05,1024,13913,214.76
2,6,1,1.05E+07,1024,10063,197.63
1,3,3,5.24E+06,512,12141,79.583
1,6,1,2.62E+05,2048,8528.8,106.99
2,2,9,5.24E+06,2048,14160,143.35
2,1,2,1.05E+08,1024,11218,179.02
1,3,1,1.05E+08,1024,8440.4,113.82
