No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,0,0,0,13,0.4,26,4,250,50,96,501,20,26,0,1.5,47.889,812.3830723
0,0,1,0,1,3,0.6,51,3,250,0,4,250,23,40,0,1.4,47.028,2702.408827
0,0,1,0,0.7,17,0.8,17,6,167,34,86,334,23.3,67,418,1.4,47.198,1876.313514
0,0,0,1,1.7,20,0,15,2,237,73,16,895,38.6,90,0,0.4,33.355,645.2357143
0,1,1,1,1.2,12,0.9,48,9,81,-35,82,47,18.7,26,0,0.5,50.009,4293.576728
0,1,1,0,3,13,8,8,2,1,32,21,1000,4.35E+14,1,1045,9,67.33,259.75
1,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,23.3,67,418,0.7,48.058,1597.322581
0,1,0,1,0,7,0.2,26,4,1,0,32,1000,20,1,0,0,37.984,2307.342418
1,1,0,1,0.5,7,1,13,6,63,100,32,1,30,51,0,1.5,44.329,1307.062173
0,1,0,1,9,17,4,40,4,127,-100,21,499,167,17,836,9,40.451,1323.653846
0,0,1,0,1.4,17,0.8,17,6,167,-33,86,667,36.6,34,836,1.4,41.133,604.2461538
0,0,0,0,1.4,16,0.7,9,7,226,67,68,584,39.8,2,439,1.9,55.682,2982.11462
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,23.3,34,418,1.4,46.053,1919.358772
0,0,1,0,0.7,17,0.4,17,3,84,-33,86,667,36.6,34,418,0.7,37.128,1098.745455
0,0,0,1,1.4,17,0.8,34,3,167,34,86,334,36.6,34,836,0.7,40.198,499.1212121
0,0,0,0,1.4,9,0.4,17,3,167,-33,86,667,36.6,67,418,1.4,37.382,1198.234648
1,1,1,1,2,13,2,40,6,85,-34,0,831,2.34E+14,49,836,0,30.795,1391.710053
0,0,0,1,2,3,0.6,23,3,40,0,4,1000,23,40,0,1.4,47.114,2190.526166
0,1,1,1,1.9,13,0.3,14,8,109,28,101,451,37.8,46,0,0.6,36.198,1678.051052
0,0,0,0,1.1,4,0.3,8,6,93,44,79,682,37.2,7,0,1.4,36.551,548.2758923
0,1,0,0,0.7,9,0.8,34,6,167,-33,86,334,23.3,67,836,1.4,51.788,2322.217021
