A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,1,1,1,0,0,1,1,0,0,232.52,18
1,1,1,0,1,1,1,1,0,0,1,264.04,12
1,0,0,1,0,1,1,0,0,0,0,201.97,29
1,1,0,0,0,0,1,0,1,0,0,219.4,29
1,0,0,1,1,1,1,0,0,0,0,203.86,29
1,1,0,1,0,0,0,1,1,0,1,246.32,16
1,1,1,1,1,0,1,0,0,0,0,207.65,29
1,1,0,0,1,1,0,1,0,1,1,254.27,16
1,0,1,1,1,1,0,0,0,0,0,206.43,29
1,0,0,0,0,0,1,0,0,1,0,221.61,29
1,1,0,0,0,0,1,0,0,0,0,201.55,29
1,0,0,1,0,1,0,0,0,1,1,231.89,28
1,1,1,0,1,0,1,0,0,0,1,217.06,28
1,1,0,1,0,1,1,1,0,1,0,239.24,15
1,1,0,1,1,0,1,1,0,1,1,252.04,15
1,0,1,1,1,1,1,1,0,0,1,263.78,12
1,0,0,1,1,0,0,1,0,0,1,261.01,12
1,0,0,0,0,1,0,1,0,0,0,209.58,15
1,0,0,1,1,1,0,0,0,1,0,225.26,29
1,1,1,1,1,0,1,0,1,1,1,255.21,28
1,1,1,1,1,1,0,1,0,0,1,264.51,12
1,0,0,0,1,1,1,0,1,1,0,241.23,28
1,0,0,0,0,1,1,1,0,0,0,210.51,15
1,1,0,1,0,0,1,0,0,0,0,202.69,29
1,1,0,0,1,1,0,0,0,1,0,229.24,28
1,1,0,0,1,0,0,1,0,0,0,212.52,15
1,1,0,0,1,0,1,0,0,1,1,237.06,28
1,0,1,1,1,0,0,0,0,1,0,224.73,29
1,0,1,1,1,1,1,1,0,0,1,267.07,12
1,1,0,1,0,1,1,0,0,0,1,216.3,28
1,1,1,0,1,1,0,1,1,0,0,230.79,18
1,0,0,0,0,0,1,0,0,0,0,199.68,29
1,1,0,0,1,0,0,1,1,0,1,249.79,16
1,0,1,1,1,1,1,1,0,1,0,238.46,15
1,0,0,0,1,1,1,0,1,1,1,250.6,28
1,1,0,1,1,0,0,1,0,0,0,212.94,14
1,0,0,1,1,1,1,1,0,0,0,214.05,15
1,0,0,0,1,0,1,1,1,1,0,248.89,20
1,1,0,1,1,0,1,0,1,0,1,234.75,28
1,1,1,0,1,1,0,0,0,1,0,231.34,28
1,1,0,0,1,0,1,1,0,1,1,253.82,16
1,1,0,0,1,0,1,1,1,1,1,268.41,18
1,1,1,0,1,1,0,0,1,1,0,246.5,28
1,0,1,0,1,1,1,0,0,1,1,236.38,27
1,1,0,1,0,1,1,1,1,1,1,265.42,19
1,1,1,0,1,0,1,1,1,0,1,249.49,18
1,1,1,1,1,0,1,0,0,1,1,238.2,28
1,0,1,0,1,0,1,0,0,1,1,233.55,28
1,0,0,0,1,0,1,1,0,0,1,257.71,12
1,0,1,1,1,1,0,1,0,1,0,237.04,15
1,0,0,0,1,1,1,0,0,1,0,224.88,28
1,1,0,0,0,1,1,0,1,1,0,244.28,28
1,1,0,1,0,1,0,1,0,1,1,250.26,15
1,0,0,1,1,1,0,1,1,1,0,249.34,20
1,1,0,1,1,1,1,1,1,0,1,250.43,18
1,0,1,1,1,0,1,0,1,0,0,222.37,29
1,1,0,0,0,0,0,0,0,0,0,201.15,26
1,1,0,1,0,0,1,0,1,1,1,251.32,28
1,0,1,1,1,1,0,1,0,0,1,266.39,12
1,0,1,1,1,0,1,1,0,1,0,239.06,15
1,0,0,0,0,0,1,0,1,0,1,231.32,29
1,0,1,0,1,1,1,0,0,1,0,227.64,29
1,0,0,0,0,0,1,0,0,1,1,230.79,29
1,0,0,0,0,0,0,0,1,1,0,234.87,29
1,1,0,1,0,0,0,1,1,1,0,250.62,19
1,1,1,1,1,1,1,0,1,1,1,256.25,28
1,0,1,0,1,1,1,0,1,1,1,250.53,28
1,0,0,1,1,0,1,1,1,1,1,261.36,19
1,1,1,1,1,1,1,0,1,0,1,236.74,28
1,0,1,0,1,1,0,0,1,0,0,222.19,29
1,0,0,0,1,0,1,0,1,0,1,233.42,28
1,1,0,1,0,1,1,1,1,0,1,248.58,18
1,1,1,0,1,1,1,1,1,1,1,267.51,19
1,0,1,0,1,1,0,1,0,0,1,265.4,12
1,0,1,0,1,0,0,0,1,1,1,250.05,28
1,0,0,0,0,0,0,1,0,0,1,241.78,14
1,1,1,1,1,1,0,1,0,1,0,244.03,15
1,0,0,1,1,1,0,0,1,1,0,240.98,28
1,0,1,1,1,1,0,1,1,0,1,251.91,18
1,0,0,1,0,1,0,0,0,1,0,223.21,29
1,0,0,1,1,1,0,1,1,1,1,261.68,19
1,0,0,0,1,1,0,1,0,1,1,248.6,16
1,1,1,1,1,0,1,0,0,1,0,229.86,28
1,0,1,0,1,1,1,0,1,1,1,251.98,28
1,1,0,1,1,0,1,1,1,1,1,266.09,19
1,1,0,0,1,1,1,0,1,1,0,246.16,28
1,1,0,1,0,1,0,1,0,0,0,212.05,15
1,0,1,1,1,1,0,0,1,0,0,221.26,29
1,0,1,0,1,1,1,0,0,0,0,204.29,29
1,0,0,0,1,0,1,1,0,1,0,234.25,16
1,0,0,1,0,0,0,1,0,1,0,231.04,15
1,0,1,0,1,0,1,0,1,0,0,221.44,29
1,0,1,0,1,0,0,0,0,1,0,223.68,29
1,1,1,1,1,1,0,1,1,0,0,232.12,18
1,1,1,0,1,1,0,1,0,1,1,255.17,15
1,0,0,0,0,1,0,1,1,0,1,246.61,18
1,0,1,1,1,0,1,1,1,0,1,251.52,18
1,0,1,0,1,1,1,1,0,0,1,266.12,12
1,1,0,1,0,0,0,0,0,0,0,201.52,26
1,0,1,1,1,1,0,0,1,0,0,223.07,29
1,0,0,0,1,1,0,0,1,0,1,233,28
1,1,1,0,1,0,0,0,1,1,0,242.92,28
1,0,0,0,1,0,0,1,1,0,0,226.88,18
1,1,1,1,1,0,1,1,1,1,1,267.32,19
1,1,0,0,0,1,0,0,0,1,1,235.51,28
1,0,0,0,0,1,1,1,0,1,0,233.74,16
1,1,1,1,1,0,0,1,0,0,1,266.32,11
1,0,1,0,1,0,1,0,0,1,0,226.13,29
1,0,0,1,0,1,1,0,1,0,0,219.08,29
1,0,1,0,1,1,0,1,0,1,0,235.35,15
1,0,0,1,1,0,1,1,1,0,1,248.03,19
1,0,0,0,0,1,1,0,1,0,1,233,29
1,1,0,0,1,0,1,0,1,1,1,253.49,28
1,1,0,0,1,1,1,0,0,0,0,204.96,29
1,1,0,1,0,0,0,1,1,1,1,262.74,19
1,1,1,1,1,0,1,0,1,0,1,235.91,28
1,0,0,1,0,0,1,1,0,1,0,231.91,15
1,1,1,0,1,0,1,1,0,1,1,254.39,15
1,0,0,1,1,1,1,0,1,1,0,241.78,28
1,0,1,0,1,0,0,1,1,1,0,247.5,19
1,1,0,0,0,0,1,1,0,1,1,251.09,15
1,1,0,0,0,1,0,0,1,0,1,232.64,28
1,1,0,1,1,0,1,1,0,1,0,239.79,15
1,0,1,1,1,1,1,0,1,1,0,242.74,28
1,1,0,1,1,0,1,0,0,0,1,216.91,29
1,0,0,1,0,0,1,0,1,0,1,231.76,29
1,0,1,1,1,0,0,0,0,1,1,233.33,28
1,0,1,1,1,0,0,0,1,1,0,239.66,28
1,0,1,0,1,1,0,0,0,0,0,205.36,29
1,1,1,1,1,1,0,0,0,0,1,218.59,28
1,1,0,1,1,0,1,1,0,0,0,214.15,15
1,0,1,0,1,0,1,0,1,1,0,242.09,28
1,0,0,0,1,0,1,0,1,0,0,218.73,29
1,0,0,0,1,1,1,1,0,0,0,213.41,15
1,1,0,1,1,1,1,1,0,1,0,241.69,15
1,1,1,0,1,1,0,1,0,1,0,242.55,15
1,0,1,0,1,1,0,1,1,1,1,261.85,19
1,0,1,0,1,0,0,1,1,1,1,260.33,19
1,0,1,1,1,1,1,0,0,1,1,235.57,28
1,1,0,1,1,0,0,0,1,0,0,221.17,29
1,1,1,1,1,1,1,1,1,0,1,251.8,18
1,1,1,1,1,1,0,0,1,1,1,255.43,28
1,0,0,0,0,0,1,1,1,0,0,225.34,18
1,1,1,1,1,1,0,0,0,1,0,230.65,29
1,1,0,1,1,0,1,0,1,1,1,252.81,28
1,0,1,0,1,0,1,1,0,1,1,249.68,15
1,1,1,1,1,1,1,1,0,1,1,255.12,15
1,1,1,1,1,0,0,1,1,0,1,250.16,16
1,0,1,0,1,0,0,0,1,0,0,221.01,29
1,1,0,1,1,0,0,1,1,1,1,264.93,19
1,0,0,0,1,1,0,1,0,1,0,234.65,16
1,1,1,1,1,0,1,1,0,0,1,264.29,12
1,0,1,1,1,1,0,1,0,0,0,217.29,14
1,0,0,0,1,0,1,1,1,1,1,262.22,18
1,1,0,0,0,0,0,1,1,0,0,227.01,18
1,0,1,0,1,0,1,0,1,0,0,219.75,29
1,0,1,0,1,1,1,1,1,1,0,251.01,20
1,1,1,0,1,0,0,1,1,0,0,229.28,18
1,1,0,0,1,0,1,1,1,1,0,255.39,19
1,1,1,0,1,0,0,0,0,0,1,218.4,26
1,1,0,0,0,1,0,0,1,1,1,251.93,28
1,0,0,0,0,1,0,0,1,0,1,231.62,28
1,1,0,1,1,0,0,1,0,1,0,238.25,15
