Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,6,12,1.05E+07,2048,15139,131.67
3,2,9,1.05E+07,1024,15773,201.11
2,3,12,5.24E+06,2048,14557,133.22
1,6,2,1.05E+06,2048,11690,83.558
2,3,2,5.24E+06,2048,11766,168.68
1,6,3,1.05E+07,512,12366,76.828
2,1,2,1.05E+08,1024,11218,179.02
1,2,9,2.62E+05,512,18928,52.784
2,6,3,1.05E+06,512,11937,163.4
2,6,1,1.05E+07,512,9789,197.19
2,6,12,1.05E+07,1024,15871,126.39
3,2,3,1.05E+06,2048,12555,244.31
3,2,2,2.62E+05,512,11421,273.97
1,2,12,5.24E+06,512,20591,47.387
2,3,3,1.05E+08,2048,11811,165.54
3,3,1,1.05E+07,1024,8393.1,360.55
1,1,9,1.05E+07,1024,13976,67.493
2,2,1,1.05E+08,512,8398.6,239.7
1,1,3,2.62E+05,1024,12721,77.152
3,2,12,1.05E+07,512,16054,184.06
1,1,12,1.05E+06,2048,14646,68.492
3,1,1,2.62E+05,2048,7855.3,377.63
1,1,1,1.05E+08,1024,9333.8,102.77
2,6,12,2.62E+05,1024,15413,131.71
1,3,6,1.05E+07,2048,12302,77.046
1,3,12,1.05E+08,1024,12754,72.6
1,1,2,1.05E+06,2048,10820,93.632
2,1,1,5.24E+06,2048,8236,241.58
2,6,2,2.62E+05,1024,11921,170.53
2,6,2,1.05E+08,1024,11777,172.76
1,3,9,5.24E+06,2048,13104,70.247
2,3,3,2.62E+05,512,11589,172.21
3,6,2,1.05E+06,1024,11594,255.23
2,3,9,1.05E+07,512,13594,144.91
3,1,2,1.05E+06,512,11192,278.14
3,3,6,1.05E+07,1024,15353,196.48
3,2,1,5.24E+06,1024,8231.7,362.87
3,6,3,1.05E+07,1024,14127,212.09
2,6,6,2.62E+05,1024,12864,149.1
3,2,9,5.24E+06,512,15026,202.62
2,2,3,1.05E+07,1024,12088,165.58
3,3,1,2.62E+05,1024,8111.1,374.92
2,6,1,1.05E+08,512,9884,193.31
2,6,1,1.05E+06,2048,9551.3,197.83
3,3,1,2.62E+05,2048,8533,352.64
1,2,9,1.05E+07,512,19268,51.911
1,2,3,1.05E+08,1024,14210,68.822
3,6,1,1.05E+08,1024,8444.7,361.36
2,1,2,1.05E+08,2048,11417,172.71
2,6,3,5.24E+06,1024,12142,163.91
3,3,6,1.05E+06,2048,15403,205.09
2,6,12,2.62E+05,512,14910,131.78
1,1,3,1.05E+08,2048,12221,79.187
2,3,6,1.05E+08,512,12741,156.58
2,2,1,1.05E+07,1024,8324.9,243.35
2,1,9,1.05E+07,512,13663,142.71
1,6,1,2.62E+05,512,8600.9,111.07
1,2,12,2.62E+05,512,20415,47.652
3,2,3,1.05E+08,512,12181,249.93
1,1,2,1.05E+08,1024,10817,92.744
2,3,6,5.24E+06,2048,12844,153.55
3,3,12,1.05E+06,2048,18663,166.98
1,2,12,1.05E+06,1024,19372,50.673
3,6,3,5.24E+06,512,14131,218.18
2,1,1,1.05E+08,1024,8015.4,248.27
3,2,12,1.05E+08,512,15753,193.19
2,6,6,5.24E+06,512,12790,156.57
2,1,6,1.05E+06,512,12742,159.03
1,6,12,1.05E+07,1024,13987,65.751
3,6,3,1.05E+08,1024,13865,215.98
