Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,6,12,1.05E+06,2048,15256,129.03
2,2,1,5.24E+06,512,8229.4,245.2
3,2,1,2.62E+05,2048,8198.4,372.85
3,1,6,2.62E+05,512,11920,250.24
1,2,3,1.05E+06,1024,14343,67.011
2,1,1,1.05E+07,1024,7959.8,254.98
1,1,12,1.05E+08,2048,14527,67.116
3,3,2,1.05E+07,1024,11650,263.14
1,3,6,5.24E+06,512,12835,72.203
2,2,6,5.24E+06,1024,13095,151.03
1,6,6,5.24E+06,512,13077,73.099
3,3,1,5.24E+06,2048,8500,373.12
1,3,9,1.05E+07,2048,12844,74.176
2,2,6,1.05E+08,512,12835,153.19
3,2,1,1.05E+08,1024,8153.9,380.27
2,6,1,1.05E+06,2048,9551.3,197.83
1,1,1,1.05E+07,512,9083.2,106.7
3,6,9,1.05E+06,512,17254,177.23
2,1,2,1.05E+06,1024,11254,175.1
1,2,1,1.05E+08,2048,7810.2,127.93
1,2,1,2.62E+05,1024,7878.8,125.61
2,1,3,2.62E+05,2048,12733,156
1,1,3,2.62E+05,2048,12463,79.078
3,6,3,5.24E+06,2048,14130,222.3
2,2,9,1.05E+07,2048,13660,141.27
3,1,2,1.05E+07,2048,11561,263.6
1,6,3,1.05E+06,2048,12106,79.89
3,3,2,2.62E+05,512,11672,267.8
3,2,2,1.05E+07,2048,11672,267.59
1,6,3,2.62E+05,2048,12356,77.938
3,1,2,2.62E+05,2048,11070,276.85
1,2,1,1.05E+07,2048,7978.3,122.71
3,3,12,1.05E+07,1024,17738,176.25
1,3,12,5.24E+06,2048,13094,74.428
2,2,9,1.05E+06,512,14408,141.85
3,6,3,1.05E+07,2048,14052,211.81
3,6,2,2.62E+05,512,11627,257.8
2,3,2,2.62E+05,1024,11491,174.37
2,1,2,1.05E+08,2048,11417,172.71
1,3,2,1.05E+06,2048,11549,84.664
3,3,6,5.24E+06,1024,15373,203.88
1,2,6,1.05E+07,2048,17418,55.344
2,2,2,5.24E+06,512,12476,163.99
2,6,9,1.05E+06,512,14163,146.22
3,1,9,2.62E+05,1024,12160,244.75
3,6,2,1.05E+06,512,11605,253.86
3,3,3,1.05E+08,1024,13713,222.1
3,3,6,1.05E+08,2048,15349,203.6
1,6,1,5.24E+06,2048,8442,109.39
1,2,6,1.05E+06,512,17898,54.633
2,1,12,2.62E+05,2048,13618,145.04
1,1,2,5.24E+06,512,10991,90.148
2,1,1,5.24E+06,1024,8097.9,247.37
3,2,6,1.05E+07,512,13983,214.56
3,2,2,5.24E+06,1024,11615,265.34
3,6,12,1.05E+08,1024,18972,167.87
2,1,2,1.05E+06,512,11215,185.16
1,1,9,1.05E+07,1024,13976,67.493
3,1,2,1.05E+06,1024,11301,275.85
3,1,2,5.24E+06,512,11617,259.13
2,1,2,5.24E+06,2048,11496,174.97
1,3,3,1.05E+07,2048,11763,81.158
3,1,2,5.24E+06,1024,11326,273.88
2,1,2,2.62E+05,512,11400,174.2
1,6,1,1.05E+07,512,8543.7,109.33
2,2,2,1.05E+07,512,12446,161.59
1,6,9,2.62E+05,512,13387,70.633
3,1,2,1.05E+08,2048,11151,269.9
3,2,2,1.05E+07,1024,11490,278.64
3,6,9,1.05E+08,1024,16990,177.94
