Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,1000,1,300,1.00E+06,10000,422.24,20688
3,10000,18,10,1.00E+07,1000,1.98E+05,1076.5
3,100,9,300,2.00E+06,10000,37926,66.948
3,10,6,1,1.00E+05,10000,15498,17.65
3,10,1,10,1.00E+05,1000,5969.8,42.454
1,100,15,60,1.00E+05,1000,40204,19.336
3,100,1,300,1.00E+05,1.00E+05,68.062,24068
3,10,6,10,1.00E+06,10000,14761,17.537
1,1000,9,120,1.00E+06,1000,76598,80.993
3,10,6,120,1.00E+06,10000,15123,16.959
1,100,6,120,1.00E+06,1.00E+05,34157,19.201
3,10,1,120,2.00E+06,1000,6309.5,37.86
1,100,9,60,1.00E+06,1000,37508,19.42
1,10000,3,60,1.00E+06,1000,1.33E+05,379.03
1,10,2,300,2.00E+06,10000,8034.7,8.8802
1,10,18,300,1.00E+06,10000,37092,2.1107
1,1000,12,10,2.00E+06,1000,69026,124.73
1,10000,6,60,1.00E+06,10000,1.35E+05,354.6
1,10,1,300,1.00E+07,1.00E+05,1144.8,83.837
1,1000,6,10,1.00E+07,1000,72702,114.04
3,1000,1,1,2.00E+06,1000,7031.9,3802.4
1,100,15,60,2.00E+06,10000,36868,20.181
3,100,15,10,1.00E+06,1000,37822,67.107
1,10,15,1,1.00E+07,1000,19328,6.5856
1,10000,9,10,2.00E+06,10000,1.40E+05,384.82
1,10000,12,10,1.00E+07,1.00E+05,1.60E+05,455.51
1,10000,12,300,1.00E+05,10000,1.68E+05,385.26
3,10000,15,1,1.00E+05,10000,2.00E+05,1095
3,100,1,120,1.00E+07,1000,6930.4,434.64
1,1000,2,60,1.00E+06,1000,9356.6,929.96
1,10000,2,60,1.00E+06,1000,4925.7,13861
1,1000,1,120,1.00E+07,10000,413.76,21706
3,10,15,10,2.00E+06,10000,11144,20.749
3,1000,6,300,1.00E+07,1.00E+05,1.36E+05,205.72
1,1000,6,300,2.00E+06,10000,74647,101.54
1,1000,2,1,1.00E+06,1000,10177,992.87
3,1000,15,1,1.00E+07,1000,1.16E+05,338.61
1,100,1,300,2.00E+06,1.00E+05,515.15,1862.2
3,10,9,1,1.00E+06,1000,15037,17.309
1,10000,3,300,1.00E+06,1.00E+05,1.37E+05,372.63
1,10000,9,120,1.00E+06,10000,1.39E+05,439.33
1,100,6,300,1.00E+06,1.00E+05,39489,21.105
1,100,3,60,1.00E+05,1.00E+05,38979,20.113
1,10000,9,10,1.00E+07,10000,1.32E+05,537.26
3,10,9,60,1.00E+07,1.00E+05,14771,18.646
1,10000,18,120,2.00E+06,1.00E+05,1.53E+05,410.77
1,100,1,300,1.00E+07,1.00E+05,392.43,1976.7
3,10,15,120,1.00E+07,1000,10767,43.034
1,100,12,300,1.00E+06,10000,38151,19.121
1,1000,2,300,1.00E+07,10000,1274.8,6507.5
1,10000,15,60,2.00E+06,1000,1.64E+05,409.96
1,10,15,10,1.00E+07,1.00E+05,33366,2.8006
3,1000,9,1,1.00E+07,1.00E+05,1.19E+05,224.76
1,10000,2,300,1.00E+05,1000,5219.7,13614
3,10,15,60,1.00E+07,10000,10793,33.017
3,10,2,120,2.00E+06,1.00E+05,4616.6,652.39
3,100,2,120,1.00E+05,10000,14702,928.41
1,10,6,120,1.00E+07,10000,37449,2.5804
1,1000,9,1,1.00E+07,1.00E+05,64100,129.39
1,10,12,60,2.00E+06,1000,36697,2.1814
3,1000,12,300,1.00E+07,10000,1.25E+05,233.66
1,1000,9,300,2.00E+06,10000,77254,89.923
1,10,18,1,1.00E+06,1000,35812,2.2283
3,1000,15,60,1.00E+06,1000,1.13E+05,237.87
3,1000,12,10,1.00E+06,1000,1.33E+05,189.38
1,10,9,120,1.00E+06,10000,37106,2.053
3,10000,1,300,1.00E+05,1.00E+05,5751.4,18115
3,10000,6,120,1.00E+05,10000,2.06E+05,1064.7
1,10,9,10,1.00E+06,1000,38073,2.0142
1,100,18,1,1.00E+05,1000,21819,42.584
1,10000,9,60,1.00E+07,1000,1.33E+05,560.08
3,10,1,300,2.00E+06,10000,964.38,302.59
1,100,1,60,1.00E+05,1.00E+05,436.75,1898.6
1,1000,2,300,1.00E+05,10000,1361.9,6168.8
1,100,12,300,2.00E+06,1000,40156,20.443
3,100,2,1,1.00E+07,10000,15710,989.59
3,10000,2,10,1.00E+06,1.00E+05,16420,11449
1,100,9,10,1.00E+05,10000,38951,19.073
3,100,2,1,1.00E+06,1000,25961,136.93
3,10000,1,120,2.00E+06,1000,5311.7,25833
1,10,1,1,1.00E+05,1.00E+05,112.56,217.63
1,10,12,10,1.00E+07,10000,33516,2.4969
1,1000,1,10,1.00E+06,1000,3128.5,3112.3
1,100,12,1,1.00E+06,1000,39571,20.561
3,1000,2,10,1.00E+07,1.00E+05,1729.7,10856
3,100,18,120,1.00E+05,1.00E+05,38390,64.297
1,100,1,10,2.00E+06,10000,3964.7,179.49
1,10,6,1,1.00E+05,10000,36283,2.156
3,1000,2,60,2.00E+06,10000,52068,7391.1
1,10000,1,120,2.00E+06,1.00E+05,2370,30853
3,10000,18,300,1.00E+06,1.00E+05,2.15E+05,1098
1,10000,9,10,1.00E+05,1000,1.61E+05,364.84
3,10000,15,10,2.00E+06,10000,1.94E+05,1152
3,10,2,60,2.00E+06,1000,10032,28.155
1,100,9,1,1.00E+07,1000,30919,27.223
3,10000,1,120,1.00E+07,10000,9561.5,18231
3,100,6,120,1.00E+05,1.00E+05,39490,64.307
3,1000,6,10,1.00E+06,1000,1.25E+05,181.11
1,1000,3,1,2.00E+06,1000,69704,104.48
3,100,3,300,1.00E+05,1000,40401,65.403
1,10,3,10,1.00E+07,10000,34169,2.1371
3,1000,6,10,1.00E+05,1.00E+05,1.33E+05,183.97
1,10,15,60,1.00E+07,1.00E+05,34801,2.5627
3,10000,3,120,2.00E+06,1.00E+05,2.05E+05,1152.6
1,100,12,10,1.00E+06,1000,41495,19.659
3,10000,9,10,1.00E+06,10000,2.09E+05,1108.3
1,1000,9,300,2.00E+06,1000,72929,97.736
3,10,9,300,1.00E+05,1.00E+05,15328,17.018
1,1000,6,120,1.00E+06,1.00E+05,73928,98.325
3,1000,15,10,1.00E+07,10000,1.23E+05,232.4
3,10000,3,10,2.00E+06,1000,1.99E+05,1124.5
3,10000,1,1,1.00E+06,10000,8338.7,16911
3,100,18,120,1.00E+07,1.00E+05,35728,106.27
3,1000,9,1,1.00E+06,1.00E+05,1.33E+05,192.42
3,100,1,120,1.00E+07,1.00E+05,82.438,26910
1,100,18,10,2.00E+06,1.00E+05,21344,41.684
3,10,1,120,1.00E+05,1.00E+05,84.125,2990.1
3,10000,12,10,1.00E+07,1000,1.93E+05,1192.1
1,1000,1,1,2.00E+06,10000,452.59,19121
1,1000,3,60,2.00E+06,1000,69485,95.302
1,1000,6,120,1.00E+05,1.00E+05,74230,95.225
3,100,12,1,1.00E+06,1.00E+05,37492,65.714
3,10000,9,10,1.00E+05,1000,2.09E+05,1105.3
1,100,12,10,1.00E+06,1.00E+05,39920,19.995
3,10000,18,10,1.00E+06,1000,2.15E+05,1202.2
1,10,2,60,2.00E+06,1.00E+05,1297.9,75.165
1,100,18,300,2.00E+06,1000,20665,41.908
1,1000,18,120,1.00E+07,10000,51534,148.09
3,10000,18,120,1.00E+05,1.00E+05,2.19E+05,1115.2
1,10,12,120,2.00E+06,1.00E+05,36540,2.2733
3,10,12,300,1.00E+06,1000,11081,23.187
3,100,18,300,1.00E+06,1000,38472,67.734
3,100,15,60,1.00E+05,1000,38467,64.044
