Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
1,10000,10,3,12,1000,17535,5667.5
1,10000,2,3,6,10,15816,5350.4
1,10,10,6,3,1000,7233.7,13.804
1,2,100,1,6,100,188.31,100.65
1,1000,10,6,1,10,10472,986.55
1,2,3,6,1,100,3375.1,6.0006
1,1000,10,6,3,100,17546,646.56
3,1000,2,1,6,100,17621,2939.5
1,100,10,1,3,100,13138,77.247
1,1000,100,1,3,10,15929,666.6
3,1,100,1,6,100,282.5,100.36
1,10,10,6,1,100,5938.5,16.251
1,10000,100,2,3,100,15264,7672.7
1,100,100,2,1,1000,7745.8,131.22
3,1,10,3,3,10,2738.5,10.522
3,10000,3,6,1,1000,4457.9,46122
1,10,10,6,1,10,6058.1,16.455
1,1000,100,1,12,100,16292,583.63
1,1,2,6,12,1000,2323.4,4.4231
3,10000,3,6,12,1000,6312.9,42610
3,1,1,3,6,100,6769.9,4.4154
1,10000,100,2,1,100,4503.3,22977
3,2,100,6,3,1000,565,100.43
3,1000,1,2,3,1000,12534,3159.7
1,10,10,2,12,10,7716.2,12.247
1,10000,100,6,1,10,5727.3,12257
1,10000,10,1,3,100,23453,4775.2
3,1000,10,1,1,100,9763.2,3970.5
1,100,1,1,12,1000,15036,70.55
3,10,3,3,12,100,17866,19.95
1,2,100,6,1,100,197.65,101.22
1,1,100,3,6,1000,94.294,100.41
1,10,10,1,3,1000,7538.6,13.502
3,100,100,3,12,1000,19353,170.01
1,1,10,1,1,10,955.06,11.268
1,1000,100,2,12,10,20496,527.55
3,2,1,2,1,1000,9341.8,6.9256
1,1000,2,6,3,100,16818,614.57
1,10,100,6,3,1000,942.06,110.2
1,100,100,1,6,1000,8624.5,112.34
1,10000,2,1,6,1000,23749,5784
1,1,100,6,12,100,98.529,100.41
1,2,3,3,6,100,3521.9,5.7447
1,2,3,3,12,1000,3506.1,5.7225
1,2,1,6,1,10,4746.7,4.0753
1,2,2,3,1,100,3909.1,5.1669
1,10000,1,6,6,100,27296,3178.4
3,1000,10,2,1,1000,5067,7067.1
1,1000,100,2,6,10,18061,603.18
3,1000,100,3,1,10,3639,12280
1,10,3,3,1,100,8017.6,12.117
1,1000,2,1,12,100,16138,703.09
3,10000,1,3,3,100,6975.1,36668
1,100,1,6,6,1000,13543,79.706
1,2,3,2,1,1000,3539.2,5.6573
1,1000,1,1,12,1000,16418,679.93
3,1,100,1,3,1000,285.44,100.4
3,2,1,2,6,10,9114.4,7.1776
1,10000,10,6,3,100,23124,3958.4
3,2,10,2,12,10,4922.1,12.962
3,100,3,6,12,100,19318,178.49
3,10000,100,6,6,1000,8816,34806
1,2,10,2,3,1000,1850,10.912
3,100,100,6,6,100,17336,178.47
3,10000,1,2,3,1000,7334.2,30654
3,1,100,2,1,10,290.12,100.36
3,10,1,2,1,1000,8872.8,37.609
3,100,10,6,6,100,17546,196.67
3,1000,3,1,6,10,19328,1791.5
1,10000,2,3,6,1000,15696,6067.6
3,1000,2,1,1,10,4152.2,7643
3,100,100,6,6,10,16331,194.03
3,10000,10,6,12,1000,10689,32262
1,1000,10,6,3,1000,17488,577.01
1,1,1,2,6,10,2177.6,4.6177
1,2,3,3,12,100,3327,5.7758
3,1000,2,1,1,100,4535,7344
3,1,100,6,6,10,276.47,100.4
1,10,10,6,12,10,7616.6,14.95
1,2,10,3,6,1000,1748.9,10.858
3,10,3,1,12,100,14661,23.241
3,10,3,6,1,10,10253,31.51
3,10,10,1,6,100,14167,21.348
3,10,100,6,6,10,2793.8,104.32
3,2,2,1,6,10,8675.5,7.2244
3,1000,2,3,12,10,26130,1549.6
1,1,3,3,1,100,2119.5,4.8406
1,100,1,6,1,10,8200.5,121.51
1,100,1,6,1,100,8425.4,115.62
3,10000,100,3,12,1000,23206,30084
1,1,10,6,12,1000,949.75,10.662
1,2,2,6,12,100,3994.7,4.8628
3,1000,2,6,12,1000,27758,1376.7
3,10000,10,2,6,1000,13870,22131
1,100,2,2,12,100,22059,49.377
1,10000,100,3,1,1000,4506,21005
1,10000,3,1,6,100,21790,5131.8
3,2,1,3,1,1000,10849,6.2557
1,1000,100,6,6,1000,16209,524.38
1,10,100,2,1,1000,903,111.22
